DateTime,Pressure_kPa,pressureBaro,pressureGauge,waterHeight_raw,waterDepth_raw,waterDepth_m,waterHeight_m
2019-10-31T02:11:57Z,94.741,94.916985,-0.17598499999999717,0.060329255861366116,-0.4806707441386339,-0.4806707441386339,0.060329255861366116
2019-10-31T02:21:57Z,94.707,94.90018333333333,-0.19318333333333726,0.058576112810057236,-0.4824238871899428,-0.4824238871899428,0.05857611281005726
2019-10-31T02:31:57Z,94.696,94.88636666666667,-0.19036666666667657,0.05886323479442632,-0.4821367652055737,-0.4821367652055737,0.058863234794426345
2019-10-31T02:41:57Z,94.674,94.874,-0.19999999999998863,0.057881243628951085,-0.48311875637104895,-0.48311875637104895,0.057881243628951085
2019-10-31T02:51:57Z,94.662,94.86216833333333,-0.2001683333333233,0.05786408426775489,-0.4831359157322451,-0.4831359157322451,0.05786408426775491
2019-10-31T03:01:57Z,94.629,94.83880166666667,-0.20980166666666378,0.05688209310227675,-0.48411790689772327,-0.48411790689772327,0.056882093102276765
2019-10-31T03:11:57Z,94.617,94.832,-0.2149999999999892,0.05635219164118344,-0.4846478083588166,-0.4846478083588166,0.056352191641183436
2019-10-31T03:21:57Z,94.606,94.82818333333333,-0.22218333333333362,0.055619945633706945,-0.4853800543662931,-0.4853800543662931,0.055619945633706924
2019-10-31T03:31:57Z,94.584,94.822,-0.23799999999999955,0.05400764525993876,-0.4869923547400613,-0.4869923547400613,0.05400764525993873
2019-10-31T03:41:57Z,94.561,94.80635166666667,-0.24535166666666441,0.05325823989126752,-0.4877417601087325,-0.4877417601087325,0.053258239891267545
2019-10-31T03:51:57Z,94.55,94.77680166666667,-0.2268016666666739,0.05514916751613913,-0.4858508324838609,-0.4858508324838609,0.05514916751613913
2019-10-31T04:01:57Z,94.539,94.76618333333333,-0.22718333333332907,0.05511026163778488,-0.48588973836221516,-0.48588973836221516,0.055110261637784874
2019-10-31T04:11:57Z,94.516,94.75236666666667,-0.23636666666666883,0.05417414203193985,-0.4868258579680602,-0.4868258579680602,0.05417414203193982
2019-10-31T04:21:57Z,94.505,94.74381666666666,-0.2388166666666649,0.05392439687393821,-0.4870756031260618,-0.4870756031260618,0.05392439687393824
2019-10-31T04:31:57Z,94.494,94.74732833333333,-0.2533283333333287,0.05244512402310602,-0.488554875976894,-0.488554875976894,0.05244512402310603
2019-10-31T04:41:57Z,94.505,94.734985,-0.22998499999999922,0.054824668705402604,-0.48617533129459745,-0.48617533129459745,0.05482466870540259
2019-10-31T04:51:57Z,94.471,94.71436666666666,-0.24336666666665963,0.05346058443764925,-0.4875394155623508,-0.4875394155623508,0.05346058443764923
2019-10-31T05:01:57Z,94.437,94.693985,-0.25698500000000024,0.05207237512742085,-0.4889276248725792,-0.4889276248725792,0.052072375127420856
2019-10-31T05:11:57Z,94.437,94.68634333333333,-0.2493433333333286,0.05285134216785629,-0.48814865783214373,-0.48814865783214373,0.05285134216785631
2019-10-31T05:21:57Z,94.404,94.68316833333333,-0.279168333333331,0.04981107713217816,-0.4911889228678219,-0.4911889228678219,0.04981107713217814
2019-10-31T05:31:57Z,94.381,94.65636666666667,-0.2753666666666703,0.05019860686374398,-0.49080139313625604,-0.49080139313625604,0.050198606863744
2019-10-31T05:41:57Z,94.37,94.63331333333333,-0.26331333333332907,0.051427285083248696,-0.48957271491675136,-0.48957271491675136,0.051427285083248675
2019-10-31T05:51:57Z,94.359,94.61218333333333,-0.25318333333333953,0.05245990485898667,-0.4885400951410134,-0.4885400951410134,0.05245990485898666
2019-10-31T06:01:57Z,94.347,94.59569499999999,-0.2486949999999979,0.05291743119266064,-0.4880825688073394,-0.4880825688073394,0.052917431192660624
2019-10-31T06:11:57Z,94.325,94.579,-0.2539999999999907,0.05237665647298757,-0.4886233435270125,-0.4886233435270125,0.05237665647298756
2019-10-31T06:21:57Z,94.336,94.56716833333333,-0.2311683333333292,0.054704043493034614,-0.48629595650696544,-0.48629595650696544,0.05470404349303459
2019-10-31T06:31:57Z,94.314,94.548,-0.23400000000000887,0.05441539245667583,-0.4865846075433242,-0.4865846075433242,0.054415392456675815
2019-10-31T06:41:57Z,94.314,94.548,-0.23400000000000887,0.05441539245667583,-0.4865846075433242,-0.4865846075433242,0.054415392456675815
2019-10-31T06:51:57Z,94.28,94.539985,-0.25998500000000035,0.05176656472986732,-0.48923343527013274,-0.48923343527013274,0.05176656472986729
2019-10-31T07:01:57Z,94.291,94.52318333333334,-0.23218333333333874,0.05460057764186137,-0.48639942235813866,-0.48639942235813866,0.05460057764186138
2019-10-31T07:11:57Z,94.291,94.52463333333333,-0.23363333333333003,0.054452769283044725,-0.4865472307169553,-0.4865472307169553,0.05445276928304471
2019-10-31T07:21:57Z,94.302,94.537,-0.23499999999999943,0.054313455657492286,-0.48668654434250774,-0.48668654434250774,0.05431345565749229
2019-10-31T07:31:57Z,94.302,94.52516833333334,-0.22316833333333363,0.055519537886510206,-0.48548046211348983,-0.48548046211348983,0.055519537886510206
2019-10-31T07:41:57Z,94.302,94.50752666666666,-0.20552666666665687,0.05731787291879122,-0.48368212708120883,-0.48368212708120883,0.0573178729187912
2019-10-31T07:51:57Z,94.302,94.48633666666667,-0.18433666666666682,0.05947791369350988,-0.4815220863064902,-0.4815220863064902,0.059477913693509854
2019-10-31T08:01:57Z,94.314,94.439985,-0.125985,0.06542609582059111,-0.4755739041794089,-0.4755739041794089,0.06542609582059111
2019-10-31T08:11:57Z,94.336,94.427,-0.09100000000000819,0.0689923547400602,-0.4720076452599398,-0.4720076452599398,0.06899235474006021
2019-10-31T08:21:57Z,94.37,94.41936666666668,-0.04936666666667122,0.07323632347944216,-0.4677636765205579,-0.4677636765205579,0.07323632347944214
2019-10-31T08:31:57Z,94.37,94.398985,-0.0289849999999916,0.075313965341489,-0.46568603465851105,-0.46568603465851105,0.07531396534148899
2019-10-31T08:41:57Z,94.437,94.384855,0.05214499999999589,0.08358409785932668,-0.45741590214067335,-0.45741590214067335,0.08358409785932669
2019-10-31T08:51:57Z,94.471,94.38681666666666,0.0841833333333426,0.08684998301053429,-0.4541500169894658,-0.4541500169894658,0.08684998301053426
2019-10-31T09:01:57Z,94.527,94.38918333333334,0.1378166666666658,0.0923171933401289,-0.44868280665987115,-0.44868280665987115,0.09231719334012889
2019-10-31T09:11:57Z,94.55,94.37880166666666,0.17119833333333645,0.09572001359157342,-0.4452799864084266,-0.4452799864084266,0.09572001359157345
2019-10-31T09:21:57Z,94.595,94.36818333333333,0.22681666666666445,0.10138956846754976,-0.4396104315324503,-0.4396104315324503,0.10138956846754976
2019-10-31T09:31:57Z,94.651,94.35932833333334,0.2916716666666588,0.1080006795786603,-0.4329993204213397,-0.4329993204213397,0.10800067957866033
2019-10-31T09:41:57Z,94.685,94.35118333333334,0.33381666666666376,0.11229680598029179,-0.42870319401970824,-0.42870319401970824,0.11229680598029179
2019-10-31T09:51:57Z,94.741,94.33316833333333,0.4078316666666666,0.11984165817193326,-0.4211583418280668,-0.4211583418280668,0.11984165817193326
2019-10-31T10:01:57Z,94.809,94.30598499999999,0.5030150000000049,0.12954434250764563,-0.4114556574923544,-0.4114556574923544,0.12954434250764563
2019-10-31T10:11:57Z,94.921,94.28918333333334,0.6318166666666656,0.14267397213727465,-0.3983260278627254,-0.3983260278627254,0.14267397213727462
2019-10-31T10:21:57Z,95.079,94.27765666666667,0.8013433333333211,0.15995497791369212,-0.3810450220863079,-0.3810450220863079,0.15995497791369212
2019-10-31T10:31:57Z,95.27,94.26518333333334,1.004816666666656,0.18069639823309425,-0.3603036017669058,-0.3603036017669058,0.18069639823309425
2019-10-31T10:41:57Z,95.54,94.25518333333333,1.2848166666666714,0.2092387020047574,-0.3317612979952427,-0.3317612979952427,0.20923870200475736
2019-10-31T10:51:57Z,95.878,94.249,1.6290000000000049,0.24432364933741116,-0.2966763506625889,-0.2966763506625889,0.24432364933741113
2019-10-31T11:01:57Z,96.159,94.25014499999999,1.9088550000000168,0.2728511722731922,-0.2681488277268078,-0.2681488277268078,0.2728511722731922
2019-10-31T11:11:57Z,96.385,94.24818333333333,2.1368166666666752,0.29608885490995657,-0.24491114509004347,-0.24491114509004347,0.29608885490995657
2019-10-31T11:21:57Z,96.554,94.23932833333333,2.314671666666669,0.3142188243289162,-0.22678117567108386,-0.22678117567108386,0.3142188243289162
2019-10-31T11:31:57Z,96.724,94.235,2.4890000000000043,0.3319892966360859,-0.20901070336391414,-0.20901070336391414,0.3319892966360859
2019-10-31T11:41:57Z,96.927,94.24683166666667,2.6801683333333415,0.351476384641523,-0.18952361535847706,-0.18952361535847706,0.351476384641523
2019-10-31T11:51:57Z,97.119,94.26752666666667,2.851473333333331,0.36893866802582365,-0.1720613319741764,-0.1720613319741764,0.36893866802582365
2019-10-31T12:01:57Z,97.254,94.27,2.984000000000009,0.38244801223241665,-0.1585519877675834,-0.1585519877675834,0.38244801223241665
2019-10-31T12:11:57Z,97.378,94.24748166666666,3.1305183333333417,0.39738362215426504,-0.143616377845735,-0.143616377845735,0.39738362215426504
2019-10-31T12:21:57Z,97.457,94.22283166666666,3.2341683333333293,0.40794937138973786,-0.13305062861026218,-0.13305062861026218,0.40794937138973786
2019-10-31T12:31:57Z,97.547,94.23818333333334,3.308816666666658,0.4155587835541954,-0.12544121644580464,-0.12544121644580464,0.4155587835541954
2019-10-31T12:41:57Z,97.592,94.22551166666666,3.3664883333333364,0.4214376486578323,-0.11956235134216775,-0.11956235134216775,0.4214376486578323
2019-10-31T12:51:57Z,97.649,94.22148833333334,3.4275116666666605,0.4276581719334005,-0.11334182806659954,-0.11334182806659954,0.4276581719334005
2019-10-31T13:01:57Z,97.671,94.240015,3.430985000000007,0.4280122324159027,-0.11298776758409734,-0.11298776758409734,0.4280122324159027
2019-10-31T13:11:57Z,97.694,94.23697,3.457030000000003,0.43066717635066276,-0.11033282364933727,-0.11033282364933727,0.43066717635066276
2019-10-31T13:21:57Z,97.75,94.211,3.5390000000000015,0.43902293577981655,-0.10197706422018349,-0.10197706422018349,0.43902293577981655
2019-10-31T13:31:57Z,97.739,94.211,3.528000000000006,0.4379016309887874,-0.10309836901121261,-0.10309836901121261,0.4379016309887874
2019-10-31T13:41:57Z,97.75,94.20336666666667,3.5466333333333324,0.43980105334692465,-0.10119894665307538,-0.10119894665307538,0.43980105334692465
2019-10-31T13:51:57Z,97.705,94.19481666666667,3.5101833333333303,0.43608545701664925,-0.10491454298335079,-0.10491454298335079,0.43608545701664925
2019-10-31T14:01:57Z,97.66,94.20214499999999,3.4578550000000092,0.4307512742099906,-0.11024872579000944,-0.11024872579000944,0.4307512742099906
2019-10-31T14:11:57Z,97.626,94.19636666666666,3.429633333333342,0.4278744478423385,-0.11312555215766151,-0.11312555215766151,0.4278744478423385
2019-10-31T14:21:57Z,97.604,94.18514499999999,3.4188550000000077,0.4267757390417948,-0.11422426095820526,-0.11422426095820526,0.4267757390417948
2019-10-31T14:31:57Z,97.547,94.19234333333333,3.3546566666666706,0.42023156642881443,-0.12076843357118561,-0.12076843357118561,0.42023156642881443
2019-10-31T14:41:57Z,97.491,94.181535,3.309465000000003,0.41562487257900116,-0.12537512742099888,-0.12537512742099888,0.41562487257900116
2019-10-31T14:51:57Z,97.435,94.14351166666667,3.2914883333333336,0.41379238871899415,-0.12720761128100588,-0.12720761128100588,0.41379238871899415
2019-10-31T15:01:57Z,97.356,94.13796166666667,3.2180383333333253,0.4063051308188913,-0.13469486918110873,-0.13469486918110873,0.4063051308188913
2019-10-31T15:11:57Z,97.322,94.14371,3.178290000000004,0.4022533129459738,-0.13874668705402626,-0.13874668705402626,0.4022533129459738
2019-10-31T15:21:57Z,97.22,94.11633666666667,3.10366333333333,0.39464610941216394,-0.1463538905878361,-0.1463538905878361,0.39464610941216394
2019-10-31T15:31:57Z,97.141,94.079145,3.0618550000000084,0.39038430173292626,-0.15061569826707377,-0.15061569826707377,0.39038430173292626
2019-10-31T15:41:57Z,97.074,94.081,2.992999999999995,0.38336544342507584,-0.1576345565749242,-0.1576345565749242,0.38336544342507584
2019-10-31T15:51:57Z,97.006,94.070695,2.9353049999999996,0.37748419979612624,-0.1635158002038738,-0.1635158002038738,0.37748419979612624
2019-10-31T16:01:57Z,96.939,94.04216833333334,2.8968316666666567,0.37356235134216664,-0.1674376486578334,-0.1674376486578334,0.37356235134216664
2019-10-31T16:11:57Z,96.871,94.01231333333334,2.8586866666666566,0.3696739721372737,-0.17132602786272633,-0.17132602786272633,0.3696739721372737
2019-10-31T16:21:57Z,96.792,93.98736666666667,2.804633333333328,0.36416394835202104,-0.176836051647979,-0.176836051647979,0.36416394835202104
2019-10-31T16:31:57Z,96.724,93.96431333333334,2.759686666666667,0.35958222901800874,-0.1814177709819913,-0.1814177709819913,0.35958222901800874
2019-10-31T16:41:57Z,96.646,93.94051166666667,2.705488333333335,0.35405742439687393,-0.1869425756031261,-0.1869425756031261,0.35405742439687393
2019-10-31T16:51:57Z,96.578,93.92351166666667,2.654488333333333,0.34885864763846397,-0.19214135236153607,-0.19214135236153607,0.34885864763846397
2019-10-31T17:01:57Z,96.488,93.90651166666666,2.58148833333334,0.34141726129799577,-0.19958273870200427,-0.19958273870200427,0.34141726129799577
2019-10-31T17:11:57Z,96.432,93.88531333333333,2.546686666666673,0.3378696907917097,-0.20313030920829034,-0.20313030920829034,0.3378696907917097
2019-10-31T17:21:57Z,96.387,93.86303833333334,2.523961666666665,0.3355531770302409,-0.20544682296975914,-0.20544682296975914,0.3355531770302409
2019-10-31T17:31:57Z,96.353,93.85232833333333,2.500671666666662,0.3331790689772335,-0.20782093102276655,-0.20782093102276655,0.3331790689772335
2019-10-31T17:41:57Z,96.296,93.84532833333333,2.450671666666679,0.32808222901801,-0.21291777098199005,-0.21291777098199005,0.32808222901801
2019-10-31T17:51:57Z,96.274,93.83069499999999,2.4433050000000094,0.32733129459735044,-0.2136687054026496,-0.2136687054026496,0.32733129459735044
2019-10-31T18:01:57Z,96.218,93.81514499999999,2.4028550000000166,0.32320795107033795,-0.21779204892966209,-0.21779204892966209,0.32320795107033795
2019-10-31T18:11:57Z,96.105,93.80516833333333,2.2998316666666767,0.31270608222901886,-0.22829391777098118,-0.22829391777098118,0.31270608222901886
2019-10-31T18:21:57Z,96.082,93.78485500000001,2.2971449999999862,0.31243221202854077,-0.22856778797145927,-0.22856778797145927,0.31243221202854077
2019-10-31T18:31:57Z,96.015,93.77651166666666,2.2384883333333363,0.30645293917771,-0.23454706082229004,-0.23454706082229004,0.30645293917771
2019-10-31T18:41:57Z,95.992,93.767145,2.224855000000005,0.30506320081549476,-0.23593679918450527,-0.23593679918450527,0.30506320081549476
2019-10-31T18:51:57Z,95.936,93.75984000000001,2.176159999999996,0.30009938837920436,-0.24090061162079568,-0.24090061162079568,0.30009938837920436
2019-10-31T19:01:57Z,95.857,93.73584000000001,2.121159999999989,0.29449286442405587,-0.24650713557594417,-0.24650713557594417,0.29449286442405587
2019-10-31T19:11:57Z,95.823,93.71451166666667,2.1084883333333266,0.29320115528372326,-0.24779884471627678,-0.24779884471627678,0.29320115528372326
2019-10-31T19:21:57Z,95.778,93.70132833333334,2.0766716666666696,0.2899578661230039,-0.25104213387699614,-0.25104213387699614,0.2899578661230039
2019-10-31T19:31:57Z,95.745,93.68631333333333,2.0586866666666737,0.288124532789671,-0.25287546721032905,-0.25287546721032905,0.288124532789671
2019-10-31T19:41:57Z,95.7,93.67434333333334,2.025656666666663,0.2847575603126057,-0.25624243968739435,-0.25624243968739435,0.2847575603126057
2019-10-31T19:51:57Z,95.666,93.67651166666667,1.9894883333333269,0.2810706761807671,-0.25992932381923295,-0.25992932381923295,0.2810706761807671
2019-10-31T20:01:57Z,95.621,93.66332833333334,1.9576716666666556,0.2778273870200463,-0.26317261297995376,-0.26317261297995376,0.2778273870200463
2019-10-31T20:11:57Z,95.576,93.64449666666667,1.9315033333333247,0.27515987088005334,-0.2658401291199467,-0.2658401291199467,0.27515987088005334
2019-10-31T20:21:57Z,95.564,93.61069499999999,1.9533050000000003,0.2773822629969418,-0.26361773700305824,-0.26361773700305824,0.2773822629969418
2019-10-31T20:31:57Z,95.542,93.585985,1.9560150000000078,0.2776585117227326,-0.26334148827726744,-0.26334148827726744,0.2776585117227326
2019-10-31T20:41:57Z,95.542,93.56651166666666,1.9754883333333453,0.2796435609921859,-0.26135643900781413,-0.26135643900781413,0.2796435609921859
2019-10-31T20:51:57Z,95.531,93.545695,1.985305000000011,0.280644240570847,-0.260355759429153,-0.260355759429153,0.280644240570847
2019-10-31T21:01:57Z,95.519,93.52480166666666,1.994198333333344,0.2815507985049279,-0.2594492014950721,-0.2594492014950721,0.2815507985049279
2019-10-31T21:11:57Z,95.519,93.50349666666666,2.015503333333342,0.2837225620115536,-0.25727743798844643,-0.25727743798844643,0.2837225620115536
2019-10-31T21:21:57Z,95.531,93.47351166666667,2.057488333333339,0.28800237852531474,-0.2529976214746853,-0.2529976214746853,0.28800237852531474
2019-10-31T21:31:57Z,95.576,93.461855,2.1141449999999935,0.29377777777777697,-0.24722222222222306,-0.24722222222222306,0.29377777777777697
2019-10-31T21:41:57Z,95.621,93.44931333333334,2.171686666666659,0.2996433910975186,-0.24135660890248145,-0.24135660890248145,0.2996433910975186
2019-10-31T21:51:57Z,95.643,93.41100833333333,2.231991666666673,0.30579068977234164,-0.2352093102276584,-0.2352093102276584,0.30579068977234164
2019-10-31T22:01:57Z,95.812,93.38997666666667,2.4220233333333283,0.3251619096160374,-0.21583809038396262,-0.21583809038396262,0.3251619096160374
2019-10-31T22:11:57Z,95.925,93.40871,2.516289999999998,0.3347711518858304,-0.20622884811416964,-0.20622884811416964,0.3347711518858304
2019-10-31T22:21:57Z,96.026,93.38248166666666,2.6435183333333327,0.3477404009514099,-0.19325959904859014,-0.19325959904859014,0.3477404009514099
2019-10-31T22:31:57Z,96.172,93.33951166666667,2.8324883333333304,0.3670033978933057,-0.17399660210669432,-0.17399660210669432,0.3670033978933057
2019-10-31T22:41:57Z,96.285,93.33014499999999,2.954855000000009,0.37947706422018423,-0.1615229357798158,-0.1615229357798158,0.37947706422018423
2019-10-31T22:51:57Z,96.398,93.33352666666666,3.064473333333339,0.39065120625212413,-0.1503487937478759,-0.1503487937478759,0.39065120625212413
