"Plot Title: 52_3_s2"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10776815, SEN S/N: 10776815)","Temp, °C (LGR S/N: 10776815, SEN S/N: 10776815)","Coupler Detached (LGR S/N: 10776815, SEN S/N: 10776815)","Coupler Attached (LGR S/N: 10776815, SEN S/N: 10776815)","Host Connected (LGR S/N: 10776815, SEN S/N: 10776815)","Stopped (LGR S/N: 10776815, SEN S/N: 10776815)","End Of File (LGR S/N: 10776815, SEN S/N: 10776815)"
1,05/29/19 10:19:06 AM,92.979,8.680,,,,,
2,05/29/19 10:19:19 AM,,,Logged,,,,
3,05/29/19 10:20:06 AM,96.565,9.176,,,,,
4,05/29/19 10:21:06 AM,96.605,8.581,,,,,
5,05/29/19 10:22:06 AM,96.604,8.282,,,,,
6,05/29/19 10:23:06 AM,96.590,8.082,,,,,
7,05/29/19 10:24:06 AM,96.593,7.983,,,,,
8,05/29/19 10:25:06 AM,96.586,7.882,,,,,
9,05/29/19 10:26:06 AM,96.579,7.782,,,,,
10,05/29/19 10:27:06 AM,96.579,7.782,,,,,
11,05/29/19 10:28:06 AM,96.572,7.682,,,,,
12,05/29/19 10:29:06 AM,96.561,7.682,,,,,
13,05/29/19 10:30:06 AM,96.561,7.682,,,,,
14,05/29/19 10:31:06 AM,96.572,7.682,,,,,
15,05/29/19 10:32:06 AM,96.554,7.582,,,,,
16,05/29/19 10:33:06 AM,96.554,7.582,,,,,
17,05/29/19 10:34:06 AM,96.554,7.582,,,,,
18,05/29/19 10:35:06 AM,96.554,7.582,,,,,
19,05/29/19 10:36:06 AM,96.554,7.582,,,,,
20,05/29/19 10:37:06 AM,96.554,7.582,,,,,
21,05/29/19 10:38:06 AM,96.536,7.481,,,,,
22,05/29/19 10:39:06 AM,96.536,7.481,,,,,
23,05/29/19 10:40:06 AM,96.536,7.481,,,,,
24,05/29/19 10:41:06 AM,96.547,7.481,,,,,
25,05/29/19 10:42:06 AM,96.536,7.481,,,,,
26,05/29/19 10:43:06 AM,96.536,7.481,,,,,
27,05/29/19 10:44:06 AM,96.526,7.481,,,,,
28,05/29/19 10:45:06 AM,96.536,7.481,,,,,
29,05/29/19 10:46:06 AM,96.526,7.481,,,,,
30,05/29/19 10:47:06 AM,96.526,7.481,,,,,
31,05/29/19 10:48:06 AM,96.526,7.481,,,,,
32,05/29/19 10:49:06 AM,96.536,7.481,,,,,
33,05/29/19 10:50:06 AM,96.536,7.481,,,,,
34,05/29/19 10:51:06 AM,96.519,7.381,,,,,
35,05/29/19 10:52:06 AM,96.519,7.381,,,,,
36,05/29/19 10:53:06 AM,96.519,7.381,,,,,
37,05/29/19 10:54:06 AM,96.519,7.381,,,,,
38,05/29/19 10:55:06 AM,96.519,7.381,,,,,
39,05/29/19 10:56:06 AM,96.519,7.381,,,,,
40,05/29/19 10:57:06 AM,96.519,7.381,,,,,
41,05/29/19 10:58:06 AM,96.519,7.381,,,,,
42,05/29/19 10:59:06 AM,96.509,7.381,,,,,
43,05/29/19 11:00:06 AM,96.509,7.381,,,,,
44,05/29/19 11:01:06 AM,96.509,7.381,,,,,
45,05/29/19 11:02:06 AM,96.509,7.381,,,,,
46,05/29/19 11:03:06 AM,96.498,7.381,,,,,
47,05/29/19 11:04:06 AM,96.488,7.381,,,,,
48,05/29/19 11:05:06 AM,96.488,7.381,,,,,
49,05/29/19 11:06:06 AM,96.478,7.381,,,,,
50,05/29/19 11:07:06 AM,96.478,7.381,,,,,
51,05/29/19 11:08:06 AM,96.488,7.381,,,,,
52,05/29/19 11:09:06 AM,96.478,7.381,,,,,
53,05/29/19 11:10:06 AM,96.478,7.381,,,,,
54,05/29/19 11:11:06 AM,96.478,7.381,,,,,
55,05/29/19 11:12:06 AM,96.478,7.381,,,,,
56,05/29/19 11:13:06 AM,96.467,7.381,,,,,
57,05/29/19 11:14:06 AM,96.467,7.381,,,,,
58,05/29/19 11:15:06 AM,96.467,7.381,,,,,
59,05/29/19 11:16:06 AM,96.467,7.381,,,,,
60,05/29/19 11:17:06 AM,96.467,7.381,,,,,
61,05/29/19 11:18:06 AM,96.467,7.381,,,,,
62,05/29/19 11:19:06 AM,96.467,7.381,,,,,
63,05/29/19 11:20:06 AM,96.478,7.381,,,,,
64,05/29/19 11:21:06 AM,96.467,7.381,,,,,
65,05/29/19 11:22:06 AM,96.478,7.381,,,,,
66,05/29/19 11:23:06 AM,96.460,7.280,,,,,
67,05/29/19 11:24:06 AM,96.457,7.381,,,,,
68,05/29/19 11:25:06 AM,96.450,7.280,,,,,
69,05/29/19 11:26:06 AM,96.460,7.280,,,,,
70,05/29/19 11:27:06 AM,96.450,7.280,,,,,
71,05/29/19 11:28:06 AM,96.439,7.280,,,,,
72,05/29/19 11:29:06 AM,96.429,7.280,,,,,
73,05/29/19 11:30:06 AM,96.439,7.280,,,,,
74,05/29/19 11:31:06 AM,96.450,7.280,,,,,
75,05/29/19 11:32:06 AM,96.439,7.280,,,,,
76,05/29/19 11:33:06 AM,96.450,7.280,,,,,
77,05/29/19 11:34:06 AM,96.439,7.280,,,,,
78,05/29/19 11:35:06 AM,96.450,7.280,,,,,
79,05/29/19 11:36:06 AM,96.460,7.280,,,,,
80,05/29/19 11:37:06 AM,96.429,7.280,,,,,
81,05/29/19 11:38:06 AM,96.439,7.280,,,,,
82,05/29/19 11:39:06 AM,96.429,7.280,,,,,
83,05/29/19 11:40:06 AM,96.429,7.280,,,,,
84,05/29/19 11:41:06 AM,96.429,7.280,,,,,
85,05/29/19 11:42:06 AM,96.429,7.280,,,,,
86,05/29/19 11:43:06 AM,96.419,7.280,,,,,
87,05/29/19 11:44:06 AM,96.429,7.280,,,,,
88,05/29/19 11:45:06 AM,96.429,7.280,,,,,
89,05/29/19 11:46:06 AM,96.429,7.280,,,,,
90,05/29/19 11:47:06 AM,96.429,7.280,,,,,
91,05/29/19 11:48:06 AM,96.429,7.280,,,,,
92,05/29/19 11:49:06 AM,96.439,7.280,,,,,
93,05/29/19 11:50:06 AM,96.439,7.280,,,,,
94,05/29/19 11:51:06 AM,96.439,7.280,,,,,
95,05/29/19 11:52:06 AM,96.450,7.280,,,,,
96,05/29/19 11:53:06 AM,96.429,7.280,,,,,
97,05/29/19 11:54:06 AM,96.439,7.280,,,,,
