"Plot Title: 86_3_d2"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766685, SEN S/N: 10766685, LBL: pressure)","Temp, °C (LGR S/N: 10766685, SEN S/N: 10766685, LBL: temp)","Coupler Detached (LGR S/N: 10766685, SEN S/N: 10766685)","Coupler Attached (LGR S/N: 10766685, SEN S/N: 10766685)","Host Connected (LGR S/N: 10766685, SEN S/N: 10766685)","Stopped (LGR S/N: 10766685, SEN S/N: 10766685)","End Of File (LGR S/N: 10766685, SEN S/N: 10766685)"
1,07/19/19 09:43:53 AM,94.319,11.236,,,,,
2,07/19/19 09:44:26 AM,,,Logged,,,,
3,07/19/19 09:53:53 AM,112.205,9.768,,,,,
4,07/19/19 10:03:53 AM,112.150,8.382,,,,,
5,07/19/19 10:13:53 AM,112.111,7.983,,,,,
6,07/19/19 10:23:53 AM,112.096,7.882,,,,,
7,07/19/19 10:33:53 AM,112.092,7.782,,,,,
8,07/19/19 10:43:53 AM,112.092,7.782,,,,,
9,07/19/19 10:53:53 AM,112.065,7.682,,,,,
10,07/19/19 11:03:53 AM,112.076,7.682,,,,,
11,07/19/19 11:13:53 AM,112.054,7.682,,,,,
12,07/19/19 11:23:53 AM,112.020,7.682,,,,,
13,07/19/19 11:33:53 AM,112.020,7.682,,,,,
14,07/19/19 11:43:53 AM,112.020,7.682,,,,,
15,07/19/19 11:53:53 AM,111.997,7.682,,,,,
16,07/19/19 12:03:53 PM,111.975,7.682,,,,,
17,07/19/19 12:13:53 PM,111.975,7.682,,,,,
18,07/19/19 12:23:53 PM,111.941,7.682,,,,,
19,07/19/19 12:33:53 PM,111.941,7.682,,,,,
20,07/19/19 12:43:53 PM,111.930,7.682,,,,,
21,07/19/19 12:53:53 PM,111.907,7.682,,,,,
22,07/19/19 01:03:53 PM,111.907,7.682,,,,,
23,07/19/19 01:13:53 PM,111.884,7.682,,,,,
24,07/19/19 01:23:53 PM,111.884,7.682,,,,,
25,07/19/19 01:33:53 PM,111.862,7.682,,,,,
26,07/19/19 01:43:53 PM,111.839,7.682,,,,,
27,07/19/19 01:53:53 PM,111.828,7.682,,,,,
28,07/19/19 02:03:53 PM,111.805,7.682,,,,,
29,07/19/19 02:13:53 PM,111.794,7.682,,,,,
30,07/19/19 02:23:53 PM,111.783,7.682,,,,,
31,07/19/19 02:33:53 PM,111.760,7.682,,,,,
32,07/19/19 02:43:53 PM,111.772,7.682,,,,,
33,07/19/19 02:53:53 PM,111.749,7.682,,,,,
34,07/19/19 03:03:53 PM,111.749,7.682,,,,,
35,07/19/19 03:13:53 PM,111.715,7.682,,,,,
36,07/19/19 03:23:53 PM,111.704,7.682,,,,,
37,07/19/19 03:33:53 PM,111.681,7.682,,,,,
38,07/19/19 03:43:53 PM,111.681,7.682,,,,,
39,07/19/19 03:53:53 PM,111.670,7.682,,,,,
40,07/19/19 04:03:53 PM,111.647,7.682,,,,,
41,07/19/19 04:13:53 PM,111.625,7.682,,,,,
42,07/19/19 04:23:53 PM,111.636,7.682,,,,,
43,07/19/19 04:33:53 PM,111.614,7.682,,,,,
44,07/19/19 04:43:53 PM,111.602,7.682,,,,,
45,07/19/19 04:53:53 PM,111.591,7.682,,,,,
