"Plot Title: 86.3.s2"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10766687, SEN S/N: 10766687, LBL: pressure)","Temp, °C (LGR S/N: 10766687, SEN S/N: 10766687, LBL: temperature)","Coupler Detached (LGR S/N: 10766687, SEN S/N: 10766687)","Coupler Attached (LGR S/N: 10766687, SEN S/N: 10766687)","Host Connected (LGR S/N: 10766687, SEN S/N: 10766687)","End Of File (LGR S/N: 10766687, SEN S/N: 10766687)"
3683,02/22/20 11:13:43 PM,94.524,3.261,,,,
3684,02/22/20 11:23:43 PM,94.524,3.261,,,,
3685,02/22/20 11:33:43 PM,94.514,3.261,,,,
3686,02/22/20 11:43:43 PM,94.524,3.261,,,,
3687,02/22/20 11:53:43 PM,94.524,3.261,,,,
3688,02/23/20 12:03:43 AM,94.524,3.261,,,,
3689,02/23/20 12:13:43 AM,94.524,3.261,,,,
3690,02/23/20 12:23:43 AM,94.524,3.261,,,,
3691,02/23/20 12:33:43 AM,94.514,3.261,,,,
3692,02/23/20 12:43:43 AM,94.514,3.261,,,,
3693,02/23/20 12:53:43 AM,94.514,3.261,,,,
3694,02/23/20 01:03:43 AM,94.503,3.261,,,,
3695,02/23/20 01:13:43 AM,94.503,3.261,,,,
3696,02/23/20 01:23:43 AM,94.503,3.261,,,,
3697,02/23/20 01:33:43 AM,94.492,3.261,,,,
3698,02/23/20 01:43:43 AM,94.503,3.261,,,,
3699,02/23/20 01:53:43 AM,94.481,3.261,,,,
3700,02/23/20 02:03:43 AM,94.481,3.261,,,,
3701,02/23/20 02:13:43 AM,94.471,3.261,,,,
3702,02/23/20 02:23:43 AM,94.471,3.261,,,,
3703,02/23/20 02:33:43 AM,94.449,3.261,,,,
3704,02/23/20 02:43:43 AM,94.438,3.261,,,,
3705,02/23/20 02:53:43 AM,94.449,3.261,,,,
3706,02/23/20 03:03:43 AM,94.460,3.261,,,,
3707,02/23/20 03:13:43 AM,94.471,3.261,,,,
3708,02/23/20 03:23:43 AM,94.471,3.261,,,,
3709,02/23/20 03:33:43 AM,94.471,3.261,,,,
3710,02/23/20 03:43:43 AM,94.471,3.261,,,,
3711,02/23/20 03:53:43 AM,94.481,3.261,,,,
3712,02/23/20 04:03:43 AM,94.503,3.261,,,,
3713,02/23/20 04:13:43 AM,94.492,3.261,,,,
3714,02/23/20 04:23:43 AM,94.481,3.261,,,,
3715,02/23/20 04:33:43 AM,94.492,3.261,,,,
3716,02/23/20 04:43:43 AM,94.492,3.261,,,,
3717,02/23/20 04:53:43 AM,94.492,3.261,,,,
3718,02/23/20 05:03:43 AM,94.492,3.261,,,,
3719,02/23/20 05:13:43 AM,94.492,3.261,,,,
3720,02/23/20 05:23:43 AM,94.514,3.261,,,,
3721,02/23/20 05:33:43 AM,94.514,3.261,,,,
3722,02/23/20 05:43:43 AM,94.492,3.261,,,,
3723,02/23/20 05:53:43 AM,94.503,3.261,,,,
3724,02/23/20 06:03:43 AM,94.503,3.261,,,,
3725,02/23/20 06:13:43 AM,94.481,3.261,,,,
3726,02/23/20 06:23:43 AM,94.492,3.261,,,,
3727,02/23/20 06:33:43 AM,94.492,3.261,,,,
3728,02/23/20 06:43:43 AM,94.503,3.261,,,,
3729,02/23/20 06:53:43 AM,94.492,3.261,,,,
3730,02/23/20 07:03:43 AM,94.524,3.261,,,,
3731,02/23/20 07:13:43 AM,94.514,3.261,,,,
3732,02/23/20 07:23:43 AM,94.524,3.261,,,,
3733,02/23/20 07:33:43 AM,94.535,3.261,,,,
3734,02/23/20 07:43:43 AM,94.557,3.261,,,,
3735,02/23/20 07:53:43 AM,94.557,3.261,,,,
3736,02/23/20 08:03:43 AM,94.546,3.261,,,,
3737,02/23/20 08:13:43 AM,94.546,3.261,,,,
3738,02/23/20 08:23:43 AM,94.546,3.261,,,,
3739,02/23/20 08:33:43 AM,94.557,3.261,,,,
3740,02/23/20 08:43:43 AM,94.557,3.261,,,,
3741,02/23/20 08:53:43 AM,94.568,3.261,,,,
3742,02/23/20 09:03:43 AM,94.546,3.261,,,,
3743,02/23/20 09:13:43 AM,94.546,3.261,,,,
3744,02/23/20 09:23:43 AM,94.535,3.261,,,,
3745,02/23/20 09:33:43 AM,94.535,3.261,,,,
3746,02/23/20 09:43:43 AM,94.524,3.261,,,,
3747,02/23/20 09:53:43 AM,94.524,3.261,,,,
3748,02/23/20 10:03:43 AM,94.514,3.261,,,,
3749,02/23/20 10:13:43 AM,94.514,3.261,,,,
3750,02/23/20 10:23:43 AM,94.503,3.261,,,,
3751,02/23/20 10:33:43 AM,94.514,3.261,,,,
3752,02/23/20 10:43:43 AM,94.503,3.261,,,,
3753,02/23/20 10:53:43 AM,94.514,3.261,,,,
3754,02/23/20 11:03:43 AM,94.524,3.261,,,,
3755,02/23/20 11:13:43 AM,94.503,3.261,,,,
3756,02/23/20 11:23:43 AM,94.471,3.261,,,,
3757,02/23/20 11:33:43 AM,94.471,3.261,,,,
3758,02/23/20 11:43:43 AM,94.449,3.261,,,,
3759,02/23/20 11:53:43 AM,94.427,3.261,,,,
3760,02/23/20 12:03:43 PM,94.417,3.261,,,,
3761,02/23/20 12:13:43 PM,94.427,3.261,,,,
3762,02/23/20 12:23:43 PM,94.427,3.261,,,,
3763,02/23/20 12:33:43 PM,94.406,3.261,,,,
3764,02/23/20 12:43:43 PM,94.384,3.261,,,,
3765,02/23/20 12:53:43 PM,94.384,3.261,,,,
3766,02/23/20 01:03:43 PM,94.363,3.261,,,,
3767,02/23/20 01:13:43 PM,94.352,3.261,,,,
3768,02/23/20 01:23:43 PM,94.352,3.261,,,,
3769,02/23/20 01:33:43 PM,94.330,3.261,,,,
3770,02/23/20 01:43:43 PM,94.319,3.261,,,,
3771,02/23/20 01:53:43 PM,94.319,3.261,,,,
3772,02/23/20 02:03:43 PM,94.330,3.261,,,,
3773,02/23/20 02:13:43 PM,94.330,3.261,,,,
3774,02/23/20 02:23:43 PM,94.330,3.261,,,,
3775,02/23/20 02:33:43 PM,94.341,3.261,,,,
3776,02/23/20 02:43:43 PM,94.341,3.261,,,,
3777,02/23/20 02:53:43 PM,94.330,3.261,,,,
3778,02/23/20 03:03:43 PM,94.319,3.261,,,,
3779,02/23/20 03:13:43 PM,94.330,3.261,,,,
3780,02/23/20 03:23:43 PM,94.319,3.261,,,,
3781,02/23/20 03:33:43 PM,94.309,3.261,,,,
3782,02/23/20 03:43:43 PM,94.298,3.261,,,,
3783,02/23/20 03:53:43 PM,94.298,3.261,,,,
3784,02/23/20 04:03:43 PM,94.309,3.261,,,,
3785,02/23/20 04:13:43 PM,94.319,3.261,,,,
3786,02/23/20 04:23:43 PM,94.309,3.261,,,,
3787,02/23/20 04:33:43 PM,94.298,3.261,,,,
3788,02/23/20 04:43:43 PM,94.309,3.261,,,,
3789,02/23/20 04:53:43 PM,94.309,3.261,,,,
3790,02/23/20 05:03:43 PM,94.319,3.261,,,,
3791,02/23/20 05:13:43 PM,94.319,3.261,,,,
3792,02/23/20 05:23:43 PM,94.319,3.261,,,,
3793,02/23/20 05:33:43 PM,94.330,3.261,,,,
3794,02/23/20 05:43:43 PM,94.330,3.261,,,,
3795,02/23/20 05:53:43 PM,94.341,3.261,,,,
3796,02/23/20 06:03:43 PM,94.330,3.261,,,,
3797,02/23/20 06:13:43 PM,94.330,3.261,,,,
3798,02/23/20 06:23:43 PM,94.330,3.261,,,,
3799,02/23/20 06:33:43 PM,94.352,3.261,,,,
3800,02/23/20 06:43:43 PM,94.373,3.261,,,,
3801,02/23/20 06:53:43 PM,94.352,3.261,,,,
3802,02/23/20 07:03:43 PM,94.352,3.261,,,,
3803,02/23/20 07:13:43 PM,94.352,3.261,,,,
3804,02/23/20 07:23:43 PM,94.341,3.261,,,,
3805,02/23/20 07:33:43 PM,94.330,3.261,,,,
3806,02/23/20 07:43:43 PM,94.341,3.261,,,,
3807,02/23/20 07:53:43 PM,94.341,3.261,,,,
3808,02/23/20 08:03:43 PM,94.330,3.261,,,,
3809,02/23/20 08:13:43 PM,94.341,3.261,,,,
3810,02/23/20 08:23:43 PM,94.352,3.261,,,,
3811,02/23/20 08:33:43 PM,94.363,3.261,,,,
3812,02/23/20 08:43:43 PM,94.352,3.261,,,,
3813,02/23/20 08:53:43 PM,94.373,3.261,,,,
3814,02/23/20 09:03:43 PM,94.373,3.261,,,,
3815,02/23/20 09:13:43 PM,94.373,3.261,,,,
3816,02/23/20 09:23:43 PM,94.373,3.261,,,,
3817,02/23/20 09:33:43 PM,94.373,3.261,,,,
3818,02/23/20 09:43:43 PM,94.363,3.261,,,,
3819,02/23/20 09:53:43 PM,94.363,3.261,,,,
3820,02/23/20 10:03:43 PM,94.330,3.261,,,,
3821,02/23/20 10:13:43 PM,94.352,3.261,,,,
3822,02/23/20 10:23:43 PM,94.363,3.261,,,,
3823,02/23/20 10:33:43 PM,94.373,3.261,,,,
3824,02/23/20 10:43:43 PM,94.363,3.261,,,,
3825,02/23/20 10:53:43 PM,94.373,3.261,,,,
3826,02/23/20 11:03:43 PM,94.373,3.261,,,,
3827,02/23/20 11:13:43 PM,94.395,3.261,,,,
3828,02/23/20 11:23:43 PM,94.395,3.261,,,,
3829,02/23/20 11:33:43 PM,94.384,3.261,,,,
3830,02/23/20 11:43:43 PM,94.395,3.261,,,,
3831,02/23/20 11:53:43 PM,94.363,3.261,,,,
3832,02/24/20 12:03:43 AM,94.384,3.261,,,,
3833,02/24/20 12:13:43 AM,94.384,3.261,,,,
3834,02/24/20 12:23:43 AM,94.373,3.261,,,,
3835,02/24/20 12:33:43 AM,94.352,3.261,,,,
3836,02/24/20 12:43:43 AM,94.373,3.261,,,,
3837,02/24/20 12:53:43 AM,94.373,3.261,,,,
3838,02/24/20 01:03:43 AM,94.363,3.261,,,,
3839,02/24/20 01:13:43 AM,94.363,3.261,,,,
3840,02/24/20 01:23:43 AM,94.373,3.261,,,,
3841,02/24/20 01:33:43 AM,94.373,3.261,,,,
3842,02/24/20 01:43:43 AM,94.373,3.261,,,,
3843,02/24/20 01:53:43 AM,94.395,3.261,,,,
3844,02/24/20 02:03:43 AM,94.384,3.261,,,,
3845,02/24/20 02:13:43 AM,94.363,3.261,,,,
3846,02/24/20 02:23:43 AM,94.363,3.261,,,,
3847,02/24/20 02:33:43 AM,94.352,3.261,,,,
3848,02/24/20 02:43:43 AM,94.352,3.261,,,,
3849,02/24/20 02:53:43 AM,94.341,3.261,,,,
3850,02/24/20 03:03:43 AM,94.341,3.261,,,,
3851,02/24/20 03:13:43 AM,94.330,3.261,,,,
3852,02/24/20 03:23:43 AM,94.319,3.261,,,,
3853,02/24/20 03:33:43 AM,94.319,3.261,,,,
3854,02/24/20 03:43:43 AM,94.309,3.261,,,,
3855,02/24/20 03:53:43 AM,94.319,3.261,,,,
3856,02/24/20 04:03:43 AM,94.330,3.261,,,,
3857,02/24/20 04:13:43 AM,94.330,3.261,,,,
3858,02/24/20 04:23:43 AM,94.319,3.261,,,,
3859,02/24/20 04:33:43 AM,94.352,3.261,,,,
3860,02/24/20 04:43:43 AM,94.352,3.261,,,,
3861,02/24/20 04:53:43 AM,94.341,3.261,,,,
3862,02/24/20 05:03:43 AM,94.352,3.261,,,,
3863,02/24/20 05:13:43 AM,94.341,3.261,,,,
3864,02/24/20 05:23:43 AM,94.341,3.261,,,,
3865,02/24/20 05:33:43 AM,94.352,3.261,,,,
3866,02/24/20 05:43:43 AM,94.330,3.261,,,,
3867,02/24/20 05:53:43 AM,94.330,3.261,,,,
3868,02/24/20 06:03:43 AM,94.319,3.261,,,,
3869,02/24/20 06:13:43 AM,94.330,3.261,,,,
3870,02/24/20 06:23:43 AM,94.319,3.261,,,,
3871,02/24/20 06:33:43 AM,94.330,3.261,,,,
3872,02/24/20 06:43:43 AM,94.319,3.261,,,,
3873,02/24/20 06:53:43 AM,94.319,3.261,,,,
3874,02/24/20 07:03:43 AM,94.341,3.261,,,,
3875,02/24/20 07:13:43 AM,94.330,3.261,,,,
3876,02/24/20 07:23:43 AM,94.352,3.261,,,,
3877,02/24/20 07:33:43 AM,94.363,3.261,,,,
3878,02/24/20 07:43:43 AM,94.373,3.261,,,,
3879,02/24/20 07:53:43 AM,94.384,3.261,,,,
3880,02/24/20 08:03:43 AM,94.373,3.261,,,,
3881,02/24/20 08:13:43 AM,94.384,3.261,,,,
3882,02/24/20 08:23:43 AM,94.395,3.261,,,,
3883,02/24/20 08:33:43 AM,94.395,3.261,,,,
3884,02/24/20 08:43:43 AM,94.406,3.261,,,,
3885,02/24/20 08:53:43 AM,94.395,3.261,,,,
3886,02/24/20 09:03:43 AM,94.395,3.261,,,,
3887,02/24/20 09:13:43 AM,94.373,3.261,,,,
3888,02/24/20 09:23:43 AM,94.373,3.261,,,,
3889,02/24/20 09:33:43 AM,94.363,3.261,,,,
3890,02/24/20 09:43:43 AM,94.363,3.261,,,,
3891,02/24/20 09:53:43 AM,94.352,3.261,,,,
3892,02/24/20 10:03:43 AM,94.352,3.261,,,,
3893,02/24/20 10:13:43 AM,94.363,3.261,,,,
3894,02/24/20 10:23:43 AM,94.363,3.261,,,,
3895,02/24/20 10:33:43 AM,94.341,3.261,,,,
3896,02/24/20 10:43:43 AM,94.352,3.261,,,,
3897,02/24/20 10:53:43 AM,94.341,3.261,,,,
3898,02/24/20 11:03:43 AM,94.341,3.261,,,,
3899,02/24/20 11:13:43 AM,94.330,3.261,,,,
3900,02/24/20 11:23:43 AM,94.309,3.261,,,,
3901,02/24/20 11:33:43 AM,94.309,3.261,,,,
3902,02/24/20 11:43:43 AM,94.319,3.261,,,,
3903,02/24/20 11:53:43 AM,94.319,3.261,,,,
3904,02/24/20 12:03:43 PM,94.298,3.261,,,,
3905,02/24/20 12:13:43 PM,94.287,3.261,,,,
3906,02/24/20 12:23:43 PM,94.265,3.261,,,,
3907,02/24/20 12:33:43 PM,94.265,3.261,,,,
3908,02/24/20 12:43:43 PM,94.233,3.261,,,,
3909,02/24/20 12:53:43 PM,94.244,3.261,,,,
3910,02/24/20 01:03:43 PM,94.244,3.261,,,,
3911,02/24/20 01:13:43 PM,94.233,3.261,,,,
3912,02/24/20 01:23:43 PM,94.233,3.261,,,,
3913,02/24/20 01:33:43 PM,94.233,3.261,,,,
3914,02/24/20 01:43:43 PM,94.222,3.261,,,,
3915,02/24/20 01:53:43 PM,94.222,3.261,,,,
3916,02/24/20 02:03:43 PM,94.222,3.261,,,,
3917,02/24/20 02:13:43 PM,94.233,3.261,,,,
3918,02/24/20 02:23:43 PM,94.222,3.261,,,,
3919,02/24/20 02:33:43 PM,94.233,3.261,,,,
3920,02/24/20 02:43:43 PM,94.233,3.261,,,,
3921,02/24/20 02:53:43 PM,94.233,3.261,,,,
3922,02/24/20 03:03:43 PM,94.244,3.261,,,,
3923,02/24/20 03:13:43 PM,94.255,3.261,,,,
3924,02/24/20 03:23:43 PM,94.276,3.261,,,,
3925,02/24/20 03:33:43 PM,94.287,3.261,,,,
3926,02/24/20 03:43:43 PM,94.309,3.261,,,,
3927,02/24/20 03:53:43 PM,94.352,3.261,,,,
3928,02/24/20 04:03:43 PM,94.352,3.261,,,,
3929,02/24/20 04:13:43 PM,94.373,3.261,,,,
3930,02/24/20 04:23:43 PM,94.406,3.261,,,,
3931,02/24/20 04:33:43 PM,94.427,3.261,,,,
3932,02/24/20 04:43:43 PM,94.460,3.261,,,,
3933,02/24/20 04:53:43 PM,94.492,3.261,,,,
3934,02/24/20 05:03:43 PM,94.535,3.261,,,,
3935,02/24/20 05:13:43 PM,94.535,3.261,,,,
3936,02/24/20 05:23:43 PM,94.578,3.261,,,,
3937,02/24/20 05:33:43 PM,94.600,3.261,,,,
3938,02/24/20 05:43:43 PM,94.632,3.261,,,,
3939,02/24/20 05:53:43 PM,94.643,3.261,,,,
3940,02/24/20 06:03:43 PM,94.665,3.261,,,,
3941,02/24/20 06:13:43 PM,94.686,3.261,,,,
3942,02/24/20 06:23:43 PM,94.697,3.261,,,,
3943,02/24/20 06:33:43 PM,94.730,3.261,,,,
3944,02/24/20 06:43:43 PM,94.708,3.261,,,,
3945,02/24/20 06:53:43 PM,94.719,3.261,,,,
3946,02/24/20 07:03:43 PM,94.730,3.261,,,,
3947,02/24/20 07:13:43 PM,94.730,3.261,,,,
3948,02/24/20 07:23:43 PM,94.740,3.261,,,,
3949,02/24/20 07:33:43 PM,94.762,3.261,,,,
3950,02/24/20 07:43:43 PM,94.773,3.261,,,,
3951,02/24/20 07:53:43 PM,94.794,3.261,,,,
3952,02/24/20 08:03:43 PM,94.805,3.261,,,,
3953,02/24/20 08:13:43 PM,94.805,3.261,,,,
3954,02/24/20 08:23:43 PM,94.816,3.261,,,,
3955,02/24/20 08:33:43 PM,94.827,3.261,,,,
3956,02/24/20 08:43:43 PM,94.827,3.261,,,,
3957,02/24/20 08:53:43 PM,94.827,3.261,,,,
3958,02/24/20 09:03:43 PM,94.827,3.261,,,,
3959,02/24/20 09:13:43 PM,94.816,3.261,,,,
3960,02/24/20 09:23:43 PM,94.827,3.261,,,,
3961,02/24/20 09:33:43 PM,94.827,3.261,,,,
3962,02/24/20 09:43:43 PM,94.805,3.261,,,,
3963,02/24/20 09:53:43 PM,94.837,3.261,,,,
3964,02/24/20 10:03:43 PM,94.827,3.261,,,,
3965,02/24/20 10:13:43 PM,94.848,3.261,,,,
3966,02/24/20 10:23:43 PM,94.859,3.261,,,,
3967,02/24/20 10:33:43 PM,94.859,3.261,,,,
3968,02/24/20 10:43:43 PM,94.870,3.261,,,,
3969,02/24/20 10:53:43 PM,94.870,3.261,,,,
3970,02/24/20 11:03:43 PM,94.848,3.261,,,,
3971,02/24/20 11:13:43 PM,94.870,3.261,,,,
3972,02/24/20 11:23:43 PM,94.848,3.261,,,,
3973,02/24/20 11:33:43 PM,94.859,3.261,,,,
3974,02/24/20 11:43:43 PM,94.870,3.261,,,,
3975,02/24/20 11:53:43 PM,94.859,3.261,,,,
3976,02/25/20 12:03:43 AM,94.859,3.261,,,,
3977,02/25/20 12:13:43 AM,94.848,3.261,,,,
3978,02/25/20 12:23:43 AM,94.848,3.261,,,,
3979,02/25/20 12:33:43 AM,94.848,3.261,,,,
3980,02/25/20 12:43:43 AM,94.837,3.261,,,,
3981,02/25/20 12:53:43 AM,94.848,3.261,,,,
3982,02/25/20 01:03:43 AM,94.794,3.261,,,,
3983,02/25/20 01:13:43 AM,94.794,3.261,,,,
3984,02/25/20 01:23:43 AM,94.783,3.261,,,,
3985,02/25/20 01:33:43 AM,94.762,3.261,,,,
3986,02/25/20 01:43:43 AM,94.783,3.261,,,,
3987,02/25/20 01:53:43 AM,94.740,3.261,,,,
3988,02/25/20 02:03:43 AM,94.762,3.261,,,,
3989,02/25/20 02:13:43 AM,94.740,3.261,,,,
3990,02/25/20 02:23:43 AM,94.708,3.261,,,,
3991,02/25/20 02:33:43 AM,94.730,3.261,,,,
3992,02/25/20 02:43:43 AM,94.708,3.261,,,,
3993,02/25/20 02:53:43 AM,94.730,3.261,,,,
3994,02/25/20 03:03:43 AM,94.697,3.261,,,,
3995,02/25/20 03:13:43 AM,94.708,3.261,,,,
3996,02/25/20 03:23:43 AM,94.719,3.261,,,,
3997,02/25/20 03:33:43 AM,94.708,3.261,,,,
3998,02/25/20 03:43:43 AM,94.708,3.261,,,,
3999,02/25/20 03:53:43 AM,94.730,3.261,,,,
4000,02/25/20 04:03:43 AM,94.719,3.261,,,,
4001,02/25/20 04:13:43 AM,94.740,3.261,,,,
4002,02/25/20 04:23:43 AM,94.740,3.261,,,,
4003,02/25/20 04:33:43 AM,94.730,3.261,,,,
4004,02/25/20 04:43:43 AM,94.751,3.261,,,,
4005,02/25/20 04:53:43 AM,94.751,3.261,,,,
4006,02/25/20 05:03:43 AM,94.740,3.261,,,,
4007,02/25/20 05:13:43 AM,94.762,3.261,,,,
4008,02/25/20 05:23:43 AM,94.773,3.261,,,,
4009,02/25/20 05:33:43 AM,94.762,3.261,,,,
4010,02/25/20 05:43:43 AM,94.773,3.261,,,,
4011,02/25/20 05:53:43 AM,94.783,3.261,,,,
4012,02/25/20 06:03:43 AM,94.783,3.261,,,,
4013,02/25/20 06:13:43 AM,94.783,3.261,,,,
4014,02/25/20 06:23:43 AM,94.773,3.261,,,,
4015,02/25/20 06:33:43 AM,94.783,3.261,,,,
4016,02/25/20 06:43:43 AM,94.783,3.261,,,,
4017,02/25/20 06:53:43 AM,94.783,3.261,,,,
4018,02/25/20 07:03:43 AM,94.794,3.261,,,,
4019,02/25/20 07:13:43 AM,94.783,3.261,,,,
4020,02/25/20 07:23:43 AM,94.805,3.261,,,,
4021,02/25/20 07:33:43 AM,94.816,3.261,,,,
4022,02/25/20 07:43:43 AM,94.816,3.261,,,,
4023,02/25/20 07:53:43 AM,94.805,3.261,,,,
4024,02/25/20 08:03:43 AM,94.827,3.261,,,,
4025,02/25/20 08:13:43 AM,94.827,3.261,,,,
4026,02/25/20 08:23:43 AM,94.805,3.261,,,,
4027,02/25/20 08:33:43 AM,94.827,3.261,,,,
4028,02/25/20 08:43:43 AM,94.805,3.261,,,,
4029,02/25/20 08:53:43 AM,94.805,3.261,,,,
4030,02/25/20 09:03:43 AM,94.805,3.261,,,,
4031,02/25/20 09:13:43 AM,94.805,3.261,,,,
4032,02/25/20 09:23:43 AM,94.794,3.261,,,,
4033,02/25/20 09:33:43 AM,94.794,3.261,,,,
4034,02/25/20 09:43:43 AM,94.794,3.261,,,,
4035,02/25/20 09:53:43 AM,94.783,3.261,,,,
4036,02/25/20 10:03:43 AM,94.794,3.261,,,,
4037,02/25/20 10:13:43 AM,94.794,3.261,,,,
4038,02/25/20 10:23:43 AM,94.805,3.261,,,,
4039,02/25/20 10:33:43 AM,94.783,3.261,,,,
4040,02/25/20 10:43:43 AM,94.805,3.261,,,,
4041,02/25/20 10:53:43 AM,94.805,3.261,,,,
4042,02/25/20 11:03:43 AM,94.794,3.261,,,,
4043,02/25/20 11:13:43 AM,94.794,3.261,,,,
4044,02/25/20 11:23:43 AM,94.783,3.261,,,,
4045,02/25/20 11:33:43 AM,94.783,3.261,,,,
4046,02/25/20 11:43:43 AM,94.773,3.261,,,,
4047,02/25/20 11:53:43 AM,94.783,3.261,,,,
4048,02/25/20 12:03:43 PM,94.794,3.261,,,,
4049,02/25/20 12:13:43 PM,94.816,3.261,,,,
4050,02/25/20 12:23:43 PM,94.805,3.261,,,,
4051,02/25/20 12:33:43 PM,94.794,3.261,,,,
4052,02/25/20 12:43:43 PM,94.794,3.261,,,,
4053,02/25/20 12:53:43 PM,94.783,3.261,,,,
4054,02/25/20 01:03:43 PM,94.783,3.261,,,,
4055,02/25/20 01:13:43 PM,94.794,3.261,,,,
4056,02/25/20 01:23:43 PM,94.773,3.261,,,,
4057,02/25/20 01:33:43 PM,94.794,3.261,,,,
4058,02/25/20 01:43:43 PM,94.783,3.261,,,,
4059,02/25/20 01:53:43 PM,94.805,3.261,,,,
4060,02/25/20 02:03:43 PM,94.794,3.261,,,,
4061,02/25/20 02:13:43 PM,94.827,3.261,,,,
4062,02/25/20 02:23:43 PM,94.827,3.261,,,,
4063,02/25/20 02:33:43 PM,94.827,3.261,,,,
4064,02/25/20 02:43:43 PM,94.848,3.261,,,,
4065,02/25/20 02:53:43 PM,94.859,3.261,,,,
4066,02/25/20 03:03:43 PM,94.891,3.261,,,,
4067,02/25/20 03:13:43 PM,94.913,3.261,,,,
4068,02/25/20 03:23:43 PM,94.924,3.261,,,,
4069,02/25/20 03:33:43 PM,94.945,3.261,,,,
4070,02/25/20 03:43:43 PM,94.978,3.261,,,,
4071,02/25/20 03:53:43 PM,94.978,3.261,,,,
4072,02/25/20 04:03:43 PM,94.999,3.261,,,,
4073,02/25/20 04:13:43 PM,94.999,3.261,,,,
4074,02/25/20 04:23:43 PM,95.010,3.261,,,,
4075,02/25/20 04:33:43 PM,95.010,3.261,,,,
4076,02/25/20 04:43:43 PM,95.032,3.261,,,,
4077,02/25/20 04:53:43 PM,95.053,3.261,,,,
4078,02/25/20 05:03:43 PM,95.053,3.261,,,,
4079,02/25/20 05:13:43 PM,95.086,3.261,,,,
4080,02/25/20 05:23:43 PM,95.107,3.261,,,,
4081,02/25/20 05:33:43 PM,95.107,3.261,,,,
4082,02/25/20 05:43:43 PM,95.129,3.261,,,,
4083,02/25/20 05:53:43 PM,95.140,3.261,,,,
4084,02/25/20 06:03:43 PM,95.150,3.261,,,,
4085,02/25/20 06:13:43 PM,95.140,3.261,,,,
4086,02/25/20 06:23:43 PM,95.161,3.261,,,,
4087,02/25/20 06:33:43 PM,95.183,3.261,,,,
4088,02/25/20 06:43:43 PM,95.194,3.261,,,,
4089,02/25/20 06:53:43 PM,95.183,3.261,,,,
4090,02/25/20 07:03:43 PM,95.183,3.261,,,,
4091,02/25/20 07:13:43 PM,95.204,3.261,,,,
4092,02/25/20 07:23:43 PM,95.183,3.261,,,,
4093,02/25/20 07:33:43 PM,95.215,3.261,,,,
4094,02/25/20 07:43:43 PM,95.215,3.261,,,,
4095,02/25/20 07:53:43 PM,95.215,3.261,,,,
4096,02/25/20 08:03:43 PM,95.226,3.261,,,,
4097,02/25/20 08:13:43 PM,95.226,3.261,,,,
4098,02/25/20 08:23:43 PM,95.204,3.261,,,,
4099,02/25/20 08:33:43 PM,95.226,3.261,,,,
4100,02/25/20 08:43:43 PM,95.215,3.261,,,,
4101,02/25/20 08:53:43 PM,95.237,3.261,,,,
4102,02/25/20 09:03:43 PM,95.248,3.261,,,,
4103,02/25/20 09:13:43 PM,95.237,3.261,,,,
4104,02/25/20 09:23:43 PM,95.258,3.261,,,,
4105,02/25/20 09:33:43 PM,95.258,3.261,,,,
4106,02/25/20 09:43:43 PM,95.248,3.261,,,,
4107,02/25/20 09:53:43 PM,95.258,3.261,,,,
4108,02/25/20 10:03:43 PM,95.258,3.261,,,,
4109,02/25/20 10:13:43 PM,95.248,3.261,,,,
4110,02/25/20 10:23:43 PM,95.258,3.261,,,,
4111,02/25/20 10:33:43 PM,95.258,3.261,,,,
4112,02/25/20 10:43:43 PM,95.237,3.261,,,,
4113,02/25/20 10:53:43 PM,95.237,3.261,,,,
4114,02/25/20 11:03:43 PM,95.226,3.261,,,,
4115,02/25/20 11:13:43 PM,95.215,3.261,,,,
4116,02/25/20 11:23:43 PM,95.226,3.261,,,,
4117,02/25/20 11:33:43 PM,95.226,3.261,,,,
4118,02/25/20 11:43:43 PM,95.215,3.261,,,,
4119,02/25/20 11:53:43 PM,95.204,3.261,,,,
4120,02/26/20 12:03:43 AM,95.183,3.261,,,,
4121,02/26/20 12:13:43 AM,95.204,3.261,,,,
4122,02/26/20 12:23:43 AM,95.204,3.261,,,,
4123,02/26/20 12:33:43 AM,95.215,3.261,,,,
4124,02/26/20 12:43:43 AM,95.226,3.261,,,,
4125,02/26/20 12:53:43 AM,95.248,3.261,,,,
4126,02/26/20 01:03:43 AM,95.248,3.261,,,,
4127,02/26/20 01:13:43 AM,95.248,3.261,,,,
4128,02/26/20 01:23:43 AM,95.258,3.261,,,,
4129,02/26/20 01:33:43 AM,95.258,3.261,,,,
4130,02/26/20 01:43:43 AM,95.237,3.261,,,,
4131,02/26/20 01:53:43 AM,95.215,3.261,,,,
4132,02/26/20 02:03:43 AM,95.248,3.261,,,,
4133,02/26/20 02:13:43 AM,95.237,3.261,,,,
4134,02/26/20 02:23:43 AM,95.237,3.261,,,,
4135,02/26/20 02:33:43 AM,95.248,3.261,,,,
4136,02/26/20 02:43:43 AM,95.226,3.261,,,,
4137,02/26/20 02:53:43 AM,95.237,3.261,,,,
4138,02/26/20 03:03:43 AM,95.248,3.261,,,,
4139,02/26/20 03:13:43 AM,95.237,3.261,,,,
4140,02/26/20 03:23:43 AM,95.226,3.261,,,,
