"Plot Title: 42_2_s1"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20566220, SEN S/N: 20566220)","Water Level, meters (LGR S/N: 20566220)"
1,01/28/20 12:18:07 PM,91.614,0.000
2,01/28/20 12:28:07 PM,91.917,0.032
3,01/28/20 12:38:07 PM,91.831,0.023
4,01/28/20 12:48:07 PM,91.798,0.020
5,01/28/20 12:58:07 PM,91.775,0.019
6,01/28/20 01:08:07 PM,91.764,0.017
7,01/28/20 01:18:07 PM,91.753,0.017
8,01/28/20 01:28:07 PM,91.763,0.018
9,01/28/20 01:38:07 PM,91.783,0.018
10,01/28/20 01:48:07 PM,91.773,0.017
11,01/28/20 01:58:07 PM,91.773,0.017
12,01/28/20 02:08:07 PM,91.763,0.014
13,01/28/20 02:18:07 PM,91.763,0.013
14,01/28/20 02:28:07 PM,91.773,0.014
15,01/28/20 02:38:07 PM,91.783,0.015
16,01/28/20 02:48:07 PM,91.763,0.010
17,01/28/20 02:58:07 PM,91.783,0.012
18,01/28/20 03:08:07 PM,91.815,0.014
19,01/28/20 03:18:07 PM,91.794,0.010
20,01/28/20 03:28:07 PM,91.806,0.010
21,01/28/20 03:38:07 PM,91.785,0.007
22,01/28/20 03:48:07 PM,91.786,0.008
23,01/28/20 03:58:07 PM,91.796,0.010
24,01/28/20 04:08:07 PM,91.796,0.010
25,01/28/20 04:18:07 PM,91.818,0.011
26,01/28/20 04:28:07 PM,91.818,0.007
27,01/28/20 04:38:07 PM,91.808,0.007
28,01/28/20 04:48:07 PM,91.838,0.009
29,01/28/20 04:58:07 PM,91.828,0.008
30,01/28/20 05:08:07 PM,91.838,0.007
31,01/28/20 05:18:07 PM,91.848,0.006
32,01/28/20 05:28:07 PM,91.868,0.008
33,01/28/20 05:38:07 PM,91.878,0.008
34,01/28/20 05:48:07 PM,91.868,0.004
35,01/28/20 05:58:07 PM,91.878,0.005
36,01/28/20 06:08:07 PM,91.868,0.004
37,01/28/20 06:18:07 PM,91.878,0.004
38,01/28/20 06:28:07 PM,91.878,0.003
39,01/28/20 06:38:07 PM,91.889,0.002
40,01/28/20 06:48:07 PM,91.899,0.005
41,01/28/20 06:58:07 PM,91.909,0.004
42,01/28/20 07:08:07 PM,91.920,0.005
43,01/28/20 07:18:07 PM,91.910,0.003
44,01/28/20 07:28:07 PM,91.940,0.004
45,01/28/20 07:38:07 PM,91.960,0.006
46,01/28/20 07:48:07 PM,91.960,0.004
47,01/28/20 07:58:07 PM,91.970,0.004
48,01/28/20 08:08:07 PM,91.970,0.004
49,01/28/20 08:18:07 PM,91.981,0.004
50,01/28/20 08:28:07 PM,91.970,0.004
51,01/28/20 08:38:07 PM,91.960,0.001
52,01/28/20 08:48:07 PM,91.970,0.001
53,01/28/20 08:58:07 PM,91.970,0.002
54,01/28/20 09:08:07 PM,91.991,0.004
55,01/28/20 09:18:07 PM,91.991,0.002
56,01/28/20 09:28:07 PM,91.991,0.003
57,01/28/20 09:38:07 PM,91.991,0.000
58,01/28/20 09:48:07 PM,91.991,-0.001
59,01/28/20 09:58:07 PM,92.001,-0.000
60,01/28/20 10:08:07 PM,92.011,-0.001
61,01/28/20 10:18:07 PM,92.021,-0.000
62,01/28/20 10:28:07 PM,92.021,0.002
63,01/28/20 10:38:07 PM,92.021,0.002
64,01/28/20 10:48:07 PM,92.021,0.003
65,01/28/20 10:58:07 PM,92.011,0.002
66,01/28/20 11:08:07 PM,92.011,0.001
67,01/28/20 11:18:07 PM,92.011,-0.000
68,01/28/20 11:28:07 PM,92.041,0.002
69,01/28/20 11:38:07 PM,92.031,-0.001
70,01/28/20 11:48:07 PM,92.041,0.000
71,01/28/20 11:58:07 PM,92.041,-0.001
72,01/29/20 12:08:07 AM,92.041,-0.001
73,01/29/20 12:18:07 AM,92.051,-0.000
74,01/29/20 12:28:07 AM,92.061,0.001
75,01/29/20 12:38:07 AM,92.051,-0.001
76,01/29/20 12:48:07 AM,92.051,-0.000
77,01/29/20 12:58:07 AM,92.041,-0.001
78,01/29/20 01:08:07 AM,92.041,0.000
79,01/29/20 01:18:07 AM,92.041,-0.003
80,01/29/20 01:28:07 AM,92.072,0.001
81,01/29/20 01:38:07 AM,92.051,-0.001
82,01/29/20 01:48:07 AM,92.061,-0.001
83,01/29/20 01:58:07 AM,92.072,-0.001
84,01/29/20 02:08:07 AM,92.082,-0.001
85,01/29/20 02:18:07 AM,92.072,-0.001
86,01/29/20 02:28:07 AM,92.051,-0.003
87,01/29/20 02:38:07 AM,92.072,-0.001
88,01/29/20 02:48:07 AM,92.051,-0.004
89,01/29/20 02:58:07 AM,92.050,-0.004
90,01/29/20 03:08:07 AM,92.061,-0.002
91,01/29/20 03:18:07 AM,92.061,-0.003
92,01/29/20 03:28:07 AM,92.050,-0.003
93,01/29/20 03:38:07 AM,92.051,-0.004
94,01/29/20 03:48:07 AM,92.072,-0.001
95,01/29/20 03:58:07 AM,92.060,-0.004
96,01/29/20 04:08:07 AM,92.132,0.001
97,01/29/20 04:18:07 AM,92.122,0.000
98,01/29/20 04:28:07 AM,92.101,-0.004
99,01/29/20 04:38:07 AM,92.101,-0.006
100,01/29/20 04:48:07 AM,92.101,-0.006
101,01/29/20 04:58:07 AM,92.111,-0.004
102,01/29/20 05:08:07 AM,92.101,-0.003
103,01/29/20 05:18:07 AM,92.101,-0.004
104,01/29/20 05:28:07 AM,92.121,-0.004
105,01/29/20 05:38:07 AM,92.151,-0.003
106,01/29/20 05:48:07 AM,92.172,-0.002
107,01/29/20 05:58:07 AM,92.172,-0.002
108,01/29/20 06:08:07 AM,92.172,-0.005
109,01/29/20 06:18:07 AM,92.192,-0.006
110,01/29/20 06:28:07 AM,92.222,-0.003
111,01/29/20 06:38:07 AM,92.222,-0.005
112,01/29/20 06:48:07 AM,92.253,-0.004
113,01/29/20 06:58:07 AM,92.263,-0.005
114,01/29/20 07:08:07 AM,92.293,-0.002
115,01/29/20 07:18:07 AM,92.263,-0.004
116,01/29/20 07:28:07 AM,92.283,-0.004
117,01/29/20 07:38:07 AM,92.293,-0.003
118,01/29/20 07:48:07 AM,92.283,-0.006
119,01/29/20 07:58:07 AM,92.303,-0.005
120,01/29/20 08:08:07 AM,92.333,-0.004
121,01/29/20 08:18:07 AM,92.323,-0.004
122,01/29/20 08:28:07 AM,92.344,-0.006
123,01/29/20 08:38:07 AM,92.364,-0.002
124,01/29/20 08:48:07 AM,92.354,-0.004
125,01/29/20 08:58:07 AM,92.384,-0.003
126,01/29/20 09:08:07 AM,92.384,-0.004
127,01/29/20 09:18:07 AM,92.394,-0.004
128,01/29/20 09:28:07 AM,92.435,-0.002
129,01/29/20 09:38:07 AM,92.435,-0.005
130,01/29/20 09:48:07 AM,92.435,-0.004
131,01/29/20 09:58:07 AM,92.424,-0.004
132,01/29/20 10:08:07 AM,92.424,-0.006
133,01/29/20 10:18:07 AM,92.435,-0.005
134,01/29/20 10:28:07 AM,92.435,-0.004
135,01/29/20 10:38:07 AM,92.445,-0.005
136,01/29/20 10:48:07 AM,92.445,-0.005
137,01/29/20 10:58:07 AM,92.455,-0.005
138,01/29/20 11:08:07 AM,92.445,-0.005
139,01/29/20 11:18:07 AM,92.445,-0.005
140,01/29/20 11:28:07 AM,92.445,-0.006
141,01/29/20 11:38:07 AM,92.445,-0.006
142,01/29/20 11:48:07 AM,92.466,-0.002
143,01/29/20 11:58:07 AM,92.456,-0.004
144,01/29/20 12:08:07 PM,92.446,-0.004
145,01/29/20 12:18:07 PM,92.436,-0.004
146,01/29/20 12:28:07 PM,92.446,-0.003
147,01/29/20 12:38:07 PM,92.456,-0.002
148,01/29/20 12:48:07 PM,92.435,-0.005
149,01/29/20 12:58:07 PM,92.424,-0.006
150,01/29/20 01:08:07 PM,92.414,-0.007
151,01/29/20 01:18:07 PM,92.424,-0.007
152,01/29/20 01:28:07 PM,92.414,-0.007
153,01/29/20 01:38:07 PM,92.415,-0.008
154,01/29/20 01:48:07 PM,92.446,-0.006
155,01/29/20 01:58:07 PM,92.456,-0.008
156,01/29/20 02:08:07 PM,92.476,-0.005
157,01/29/20 02:18:07 PM,92.486,-0.007
158,01/29/20 02:28:07 PM,92.466,-0.007
159,01/29/20 02:38:07 PM,92.476,-0.008
160,01/29/20 02:48:07 PM,92.496,-0.006
161,01/29/20 02:58:07 PM,92.517,-0.005
162,01/29/20 03:08:07 PM,92.527,-0.005
163,01/29/20 03:18:07 PM,92.527,-0.005
164,01/29/20 03:28:07 PM,92.547,-0.003
165,01/29/20 03:38:07 PM,92.557,-0.001
166,01/29/20 03:48:07 PM,92.577,-0.003
167,01/29/20 03:58:07 PM,92.587,-0.004
168,01/29/20 04:08:07 PM,92.587,-0.005
169,01/29/20 04:18:07 PM,92.577,-0.004
170,01/29/20 04:28:07 PM,92.576,-0.003
171,01/29/20 04:38:07 PM,92.587,-0.004
172,01/29/20 04:48:07 PM,92.586,-0.005
173,01/29/20 04:58:07 PM,92.607,-0.005
174,01/29/20 05:08:07 PM,92.607,-0.004
175,01/29/20 05:18:07 PM,92.627,-0.002
176,01/29/20 05:28:07 PM,92.637,-0.001
177,01/29/20 05:38:07 PM,92.627,-0.001
178,01/29/20 05:48:07 PM,92.647,-0.001
179,01/29/20 05:58:07 PM,92.637,-0.003
180,01/29/20 06:08:07 PM,92.617,-0.005
181,01/29/20 06:18:07 PM,92.647,-0.004
182,01/29/20 06:28:07 PM,92.667,-0.002
183,01/29/20 06:38:07 PM,92.687,-0.002
184,01/29/20 06:48:07 PM,92.677,-0.003
185,01/29/20 06:58:07 PM,92.698,-0.003
186,01/29/20 07:08:07 PM,92.728,-0.003
187,01/29/20 07:18:07 PM,92.728,-0.004
188,01/29/20 07:28:07 PM,92.738,-0.004
189,01/29/20 07:38:07 PM,92.758,-0.003
190,01/29/20 07:48:07 PM,92.758,-0.005
191,01/29/20 07:58:07 PM,92.768,-0.005
192,01/29/20 08:08:07 PM,92.778,-0.005
193,01/29/20 08:18:07 PM,92.809,-0.004
194,01/29/20 08:28:07 PM,92.819,-0.004
195,01/29/20 08:38:07 PM,92.839,-0.004
196,01/29/20 08:48:07 PM,92.849,-0.005
197,01/29/20 08:58:07 PM,92.849,-0.005
198,01/29/20 09:08:07 PM,92.839,-0.006
199,01/29/20 09:18:07 PM,92.859,-0.004
200,01/29/20 09:28:07 PM,92.859,-0.005
201,01/29/20 09:38:07 PM,92.870,-0.006
202,01/29/20 09:48:07 PM,92.870,-0.005
203,01/29/20 09:58:07 PM,92.870,-0.004
204,01/29/20 10:08:07 PM,92.890,-0.004
205,01/29/20 10:18:07 PM,92.870,-0.006
206,01/29/20 10:28:07 PM,92.880,-0.004
207,01/29/20 10:38:07 PM,92.880,-0.006
208,01/29/20 10:48:07 PM,92.910,-0.004
209,01/29/20 10:58:07 PM,92.940,-0.002
210,01/29/20 11:08:07 PM,92.920,-0.001
211,01/29/20 11:18:07 PM,92.920,-0.002
212,01/29/20 11:28:07 PM,92.920,-0.002
213,01/29/20 11:38:07 PM,92.920,-0.001
214,01/29/20 11:48:07 PM,92.920,-0.002
215,01/29/20 11:58:07 PM,92.930,-0.004
216,01/30/20 12:08:07 AM,92.961,-0.002
217,01/30/20 12:18:07 AM,92.950,-0.001
218,01/30/20 12:28:07 AM,92.950,-0.002
219,01/30/20 12:38:07 AM,92.940,-0.004
220,01/30/20 12:48:07 AM,92.971,-0.001
221,01/30/20 12:58:07 AM,92.981,-0.001
222,01/30/20 01:08:07 AM,93.001,-0.001
223,01/30/20 01:18:07 AM,93.001,0.001
224,01/30/20 01:28:07 AM,93.001,-0.001
225,01/30/20 01:38:07 AM,93.021,-0.001
226,01/30/20 01:48:07 AM,93.001,-0.003
227,01/30/20 01:58:07 AM,93.021,-0.002
228,01/30/20 02:08:07 AM,93.021,-0.002
229,01/30/20 02:18:07 AM,93.011,-0.004
230,01/30/20 02:28:07 AM,93.021,-0.004
231,01/30/20 02:38:07 AM,93.031,-0.003
232,01/30/20 02:48:07 AM,93.031,-0.001
233,01/30/20 02:58:07 AM,93.021,-0.004
234,01/30/20 03:08:07 AM,93.021,-0.004
235,01/30/20 03:18:07 AM,93.041,-0.002
236,01/30/20 03:28:07 AM,93.021,-0.003
237,01/30/20 03:38:07 AM,93.011,-0.003
238,01/30/20 03:48:07 AM,93.011,-0.003
239,01/30/20 03:58:07 AM,93.021,-0.003
240,01/30/20 04:08:07 AM,93.041,-0.002
241,01/30/20 04:18:07 AM,93.021,-0.006
242,01/30/20 04:28:07 AM,93.041,-0.003
243,01/30/20 04:38:07 AM,93.041,-0.002
244,01/30/20 04:48:07 AM,93.041,-0.003
245,01/30/20 04:58:07 AM,93.052,-0.003
246,01/30/20 05:08:07 AM,93.052,-0.005
247,01/30/20 05:18:07 AM,93.062,-0.004
248,01/30/20 05:28:07 AM,93.082,-0.003
249,01/30/20 05:38:07 AM,93.082,-0.004
250,01/30/20 05:48:07 AM,93.102,-0.002
251,01/30/20 05:58:07 AM,93.102,-0.003
252,01/30/20 06:08:07 AM,93.102,-0.002
253,01/30/20 06:18:07 AM,93.102,-0.004
254,01/30/20 06:28:07 AM,93.122,-0.004
255,01/30/20 06:38:07 AM,93.122,-0.004
256,01/30/20 06:48:07 AM,93.153,-0.001
257,01/30/20 06:58:07 AM,93.163,-0.002
258,01/30/20 07:08:07 AM,93.183,-0.002
259,01/30/20 07:18:07 AM,93.193,-0.001
260,01/30/20 07:28:07 AM,93.173,-0.002
261,01/30/20 07:38:07 AM,93.193,-0.002
262,01/30/20 07:48:07 AM,93.203,-0.002
263,01/30/20 07:58:07 AM,93.213,-0.002
264,01/30/20 08:08:07 AM,93.224,-0.000
265,01/30/20 08:18:07 AM,93.213,-0.003
266,01/30/20 08:28:07 AM,93.224,-0.003
267,01/30/20 08:38:07 AM,93.234,-0.002
268,01/30/20 08:48:07 AM,93.234,-0.002
269,01/30/20 08:58:07 AM,93.234,-0.003
270,01/30/20 09:08:07 AM,93.234,-0.003
271,01/30/20 09:18:07 AM,93.244,-0.003
272,01/30/20 09:28:07 AM,93.254,-0.002
273,01/30/20 09:38:07 AM,93.264,-0.003
274,01/30/20 09:48:07 AM,93.264,-0.002
275,01/30/20 09:58:07 AM,93.264,-0.004
276,01/30/20 10:08:07 AM,93.284,-0.003
277,01/30/20 10:18:07 AM,93.294,-0.005
278,01/30/20 10:28:07 AM,93.305,-0.005
279,01/30/20 10:38:07 AM,93.305,-0.005
280,01/30/20 10:48:07 AM,93.325,-0.003
281,01/30/20 10:58:07 AM,93.315,-0.002
282,01/30/20 11:08:07 AM,93.305,-0.004
283,01/30/20 11:18:07 AM,93.305,-0.004
284,01/30/20 11:28:07 AM,93.305,-0.005
285,01/30/20 11:38:07 AM,93.294,-0.005
286,01/30/20 11:48:07 AM,93.294,-0.003
287,01/30/20 11:58:07 AM,93.284,-0.004
288,01/30/20 12:08:07 PM,93.264,-0.005
289,01/30/20 12:18:07 PM,93.264,-0.006
290,01/30/20 12:28:07 PM,93.254,-0.005
291,01/30/20 12:38:07 PM,93.254,-0.005
292,01/30/20 12:48:07 PM,93.244,-0.006
293,01/30/20 12:58:07 PM,93.244,-0.007
294,01/30/20 01:08:07 PM,93.264,-0.005
295,01/30/20 01:18:07 PM,93.254,-0.006
296,01/30/20 01:28:07 PM,93.254,-0.007
297,01/30/20 01:38:07 PM,93.254,-0.007
298,01/30/20 01:48:07 PM,93.274,-0.007
299,01/30/20 01:58:07 PM,93.284,-0.007
300,01/30/20 02:08:07 PM,93.274,-0.008
301,01/30/20 02:18:07 PM,93.274,-0.008
302,01/30/20 02:28:07 PM,93.274,-0.008
303,01/30/20 02:38:07 PM,93.284,-0.006
304,01/30/20 02:48:07 PM,93.274,-0.008
305,01/30/20 02:58:07 PM,93.284,-0.008
306,01/30/20 03:08:07 PM,93.305,-0.006
307,01/30/20 03:18:07 PM,93.305,-0.006
308,01/30/20 03:28:07 PM,93.335,-0.003
309,01/30/20 03:38:07 PM,93.345,-0.005
310,01/30/20 03:48:07 PM,93.345,-0.005
311,01/30/20 03:58:07 PM,93.345,-0.004
312,01/30/20 04:08:07 PM,93.365,-0.002
313,01/30/20 04:18:07 PM,93.355,-0.002
314,01/30/20 04:28:07 PM,93.365,-0.000
315,01/30/20 04:38:07 PM,93.365,0.000
316,01/30/20 04:48:07 PM,93.355,0.001
317,01/30/20 04:58:07 PM,93.355,0.000
318,01/30/20 05:08:07 PM,93.365,0.002
319,01/30/20 05:18:07 PM,93.375,0.004
320,01/30/20 05:28:07 PM,93.365,0.002
321,01/30/20 05:38:07 PM,93.365,0.000
322,01/30/20 05:48:07 PM,93.375,0.001
323,01/30/20 05:58:07 PM,93.375,0.000
324,01/30/20 06:08:07 PM,93.375,0.001
325,01/30/20 06:18:07 PM,93.365,-0.000
326,01/30/20 06:28:07 PM,93.365,-0.000
327,01/30/20 06:38:07 PM,93.365,0.001
328,01/30/20 06:48:07 PM,93.365,-0.001
329,01/30/20 06:58:07 PM,93.365,-0.001
330,01/30/20 07:08:07 PM,93.365,-0.000
331,01/30/20 07:18:07 PM,93.365,-0.002
332,01/30/20 07:28:07 PM,93.365,0.000
333,01/30/20 07:38:07 PM,93.355,-0.002
334,01/30/20 07:48:07 PM,93.375,0.001
335,01/30/20 07:58:07 PM,93.365,-0.001
336,01/30/20 08:08:07 PM,93.375,0.000
337,01/30/20 08:18:07 PM,93.365,-0.002
338,01/30/20 08:28:07 PM,93.396,0.001
339,01/30/20 08:38:07 PM,93.375,-0.002
340,01/30/20 08:48:07 PM,93.375,-0.002
341,01/30/20 08:58:07 PM,93.396,0.002
342,01/30/20 09:08:07 PM,93.396,0.001
343,01/30/20 09:18:07 PM,93.396,0.000
344,01/30/20 09:28:07 PM,93.385,-0.001
345,01/30/20 09:38:07 PM,93.396,0.001
346,01/30/20 09:48:07 PM,93.385,0.000
347,01/30/20 09:58:07 PM,93.375,-0.000
348,01/30/20 10:08:07 PM,93.375,-0.001
349,01/30/20 10:18:07 PM,93.365,-0.001
350,01/30/20 10:28:07 PM,93.365,-0.001
351,01/30/20 10:38:07 PM,93.365,-0.001
352,01/30/20 10:48:07 PM,93.375,0.001
353,01/30/20 10:58:07 PM,93.365,-0.000
354,01/30/20 11:08:07 PM,93.355,-0.002
355,01/30/20 11:18:07 PM,93.365,-0.001
356,01/30/20 11:28:07 PM,93.355,-0.001
357,01/30/20 11:38:07 PM,93.375,-0.002
358,01/30/20 11:48:07 PM,93.385,0.000
359,01/30/20 11:58:07 PM,93.385,0.000
360,01/31/20 12:08:07 AM,93.375,0.001
361,01/31/20 12:18:07 AM,93.355,-0.001
362,01/31/20 12:28:07 AM,93.355,-0.001
363,01/31/20 12:38:07 AM,93.345,-0.000
364,01/31/20 12:48:07 AM,93.345,0.000
365,01/31/20 12:58:07 AM,93.345,-0.000
366,01/31/20 01:08:07 AM,93.345,-0.002
367,01/31/20 01:18:07 AM,93.355,-0.001
368,01/31/20 01:28:07 AM,93.365,0.001
369,01/31/20 01:38:07 AM,93.365,0.001
370,01/31/20 01:48:07 AM,93.345,-0.001
371,01/31/20 01:58:07 AM,93.345,-0.001
372,01/31/20 02:08:07 AM,93.345,-0.001
373,01/31/20 02:18:07 AM,93.315,-0.002
374,01/31/20 02:28:07 AM,93.325,0.000
375,01/31/20 02:38:07 AM,93.325,-0.000
376,01/31/20 02:48:07 AM,93.315,-0.001
377,01/31/20 02:58:07 AM,93.325,-0.000
378,01/31/20 03:08:07 AM,93.315,-0.001
379,01/31/20 03:18:07 AM,93.325,0.000
380,01/31/20 03:28:07 AM,93.305,-0.002
381,01/31/20 03:38:07 AM,93.325,0.001
382,01/31/20 03:48:07 AM,93.315,0.000
383,01/31/20 03:58:07 AM,93.305,-0.001
384,01/31/20 04:08:07 AM,93.294,-0.001
385,01/31/20 04:18:07 AM,93.315,-0.001
386,01/31/20 04:28:07 AM,93.305,-0.000
387,01/31/20 04:38:07 AM,93.315,0.000
388,01/31/20 04:48:07 AM,93.315,0.001
389,01/31/20 04:58:07 AM,93.284,-0.003
390,01/31/20 05:08:07 AM,93.294,-0.000
391,01/31/20 05:18:07 AM,93.294,-0.001
392,01/31/20 05:28:07 AM,93.294,-0.001
393,01/31/20 05:38:07 AM,93.294,0.000
394,01/31/20 05:48:07 AM,93.284,-0.000
395,01/31/20 05:58:07 AM,93.305,0.000
396,01/31/20 06:08:07 AM,93.315,-0.001
397,01/31/20 06:18:07 AM,93.325,0.000
398,01/31/20 06:28:07 AM,93.315,-0.001
399,01/31/20 06:38:07 AM,93.315,-0.003
400,01/31/20 06:48:07 AM,93.315,-0.002
401,01/31/20 06:58:07 AM,93.315,-0.002
402,01/31/20 07:08:07 AM,93.315,-0.003
403,01/31/20 07:18:07 AM,93.315,-0.002
404,01/31/20 07:28:07 AM,93.325,-0.000
405,01/31/20 07:38:07 AM,93.315,-0.001
406,01/31/20 07:48:07 AM,93.325,-0.002
407,01/31/20 07:58:07 AM,93.335,-0.001
408,01/31/20 08:08:07 AM,93.325,-0.002
409,01/31/20 08:18:07 AM,93.345,0.001
410,01/31/20 08:28:07 AM,93.335,0.000
411,01/31/20 08:38:07 AM,93.335,0.000
412,01/31/20 08:48:07 AM,93.325,-0.000
413,01/31/20 08:58:07 AM,93.305,-0.003
414,01/31/20 09:08:07 AM,93.305,-0.003
415,01/31/20 09:18:07 AM,93.315,-0.002
416,01/31/20 09:28:07 AM,93.335,-0.002
417,01/31/20 09:38:07 AM,93.345,0.000
418,01/31/20 09:48:07 AM,93.335,-0.002
419,01/31/20 09:58:07 AM,93.335,-0.004
420,01/31/20 10:08:07 AM,93.345,-0.003
421,01/31/20 10:18:07 AM,93.335,-0.003
422,01/31/20 10:28:07 AM,93.325,-0.003
423,01/31/20 10:38:07 AM,93.335,-0.002
424,01/31/20 10:48:07 AM,93.335,-0.003
425,01/31/20 10:58:07 AM,93.325,-0.004
426,01/31/20 11:08:07 AM,93.315,-0.004
427,01/31/20 11:18:07 AM,93.315,-0.003
428,01/31/20 11:28:07 AM,93.315,-0.003
429,01/31/20 11:38:07 AM,93.305,-0.004
430,01/31/20 11:48:07 AM,93.294,-0.005
431,01/31/20 11:58:07 AM,93.294,-0.005
432,01/31/20 12:08:07 PM,93.284,-0.004
433,01/31/20 12:18:07 PM,93.254,-0.007
434,01/31/20 12:28:07 PM,93.254,-0.006
435,01/31/20 12:38:07 PM,93.244,-0.006
436,01/31/20 12:48:07 PM,93.234,-0.006
437,01/31/20 12:58:07 PM,93.213,-0.007
438,01/31/20 01:08:07 PM,93.193,-0.008
439,01/31/20 01:18:07 PM,93.183,-0.007
440,01/31/20 01:28:07 PM,93.183,-0.007
441,01/31/20 01:38:07 PM,93.173,-0.007
442,01/31/20 01:48:07 PM,93.183,-0.008
443,01/31/20 01:58:07 PM,93.173,-0.009
444,01/31/20 02:08:07 PM,93.173,-0.008
445,01/31/20 02:18:07 PM,93.163,-0.009
446,01/31/20 02:28:07 PM,93.163,-0.008
447,01/31/20 02:38:07 PM,93.163,-0.008
448,01/31/20 02:48:07 PM,93.153,-0.008
449,01/31/20 02:58:07 PM,93.163,-0.008
450,01/31/20 03:08:07 PM,93.173,-0.008
451,01/31/20 03:18:07 PM,93.183,-0.006
452,01/31/20 03:28:07 PM,93.173,-0.006
453,01/31/20 03:38:07 PM,93.193,-0.006
454,01/31/20 03:48:07 PM,93.203,-0.006
455,01/31/20 03:58:07 PM,93.203,-0.006
456,01/31/20 04:08:07 PM,93.193,-0.006
457,01/31/20 04:18:07 PM,93.193,-0.006
458,01/31/20 04:28:07 PM,93.213,-0.004
459,01/31/20 04:38:07 PM,93.193,-0.004
460,01/31/20 04:48:07 PM,93.183,-0.005
461,01/31/20 04:58:07 PM,93.163,-0.005
462,01/31/20 05:08:07 PM,93.163,-0.002
463,01/31/20 05:18:07 PM,93.112,-0.003
464,01/31/20 05:28:07 PM,93.092,-0.002
465,01/31/20 05:38:07 PM,93.082,-0.003
466,01/31/20 05:48:07 PM,93.092,-0.004
467,01/31/20 05:58:07 PM,93.092,-0.004
468,01/31/20 06:08:07 PM,93.143,-0.002
469,01/31/20 06:18:07 PM,93.112,-0.002
470,01/31/20 06:28:07 PM,93.102,-0.000
471,01/31/20 06:38:07 PM,93.092,-0.001
472,01/31/20 06:48:07 PM,93.082,-0.002
473,01/31/20 06:58:07 PM,93.102,-0.001
474,01/31/20 07:08:07 PM,93.112,-0.001
475,01/31/20 07:18:07 PM,93.133,-0.000
476,01/31/20 07:28:07 PM,93.143,-0.001
477,01/31/20 07:38:07 PM,93.163,-0.001
478,01/31/20 07:48:07 PM,93.153,-0.003
479,01/31/20 07:58:07 PM,93.143,-0.002
480,01/31/20 08:08:07 PM,93.122,-0.002
481,01/31/20 08:18:07 PM,93.122,-0.000
482,01/31/20 08:28:07 PM,93.102,-0.000
483,01/31/20 08:38:07 PM,93.102,-0.000
484,01/31/20 08:48:07 PM,93.102,-0.001
485,01/31/20 08:58:07 PM,93.102,-0.002
486,01/31/20 09:08:07 PM,93.092,-0.002
487,01/31/20 09:18:07 PM,93.092,-0.003
488,01/31/20 09:28:07 PM,93.112,-0.002
489,01/31/20 09:38:07 PM,93.082,-0.004
490,01/31/20 09:48:07 PM,93.062,-0.002
491,01/31/20 09:58:07 PM,93.052,-0.004
492,01/31/20 10:08:07 PM,93.052,-0.002
493,01/31/20 10:18:07 PM,93.052,-0.000
494,01/31/20 10:28:07 PM,93.011,-0.002
495,01/31/20 10:38:07 PM,93.001,-0.002
496,01/31/20 10:48:07 PM,93.001,-0.002
497,01/31/20 10:58:07 PM,92.971,-0.002
498,01/31/20 11:08:07 PM,92.950,-0.003
499,01/31/20 11:18:07 PM,92.940,-0.003
500,01/31/20 11:28:07 PM,92.930,-0.003
501,01/31/20 11:38:07 PM,92.920,-0.001
502,01/31/20 11:48:07 PM,92.890,-0.002
503,01/31/20 11:58:07 PM,92.890,-0.002
504,02/01/20 12:08:07 AM,92.859,-0.004
505,02/01/20 12:18:07 AM,92.849,-0.001
506,02/01/20 12:28:07 AM,92.839,-0.001
507,02/01/20 12:38:07 AM,92.809,-0.004
508,02/01/20 12:48:07 AM,92.819,-0.003
509,02/01/20 12:58:07 AM,92.819,-0.003
510,02/01/20 01:08:07 AM,92.839,-0.002
511,02/01/20 01:18:07 AM,92.839,-0.002
512,02/01/20 01:28:07 AM,92.829,-0.003
513,02/01/20 01:38:07 AM,92.819,-0.003
514,02/01/20 01:48:07 AM,92.829,-0.001
515,02/01/20 01:58:07 AM,92.819,-0.000
516,02/01/20 02:08:07 AM,92.809,-0.001
517,02/01/20 02:18:07 AM,92.799,-0.002
518,02/01/20 02:28:07 AM,92.789,-0.001
519,02/01/20 02:38:07 AM,92.778,-0.001
520,02/01/20 02:48:07 AM,92.748,-0.001
521,02/01/20 02:58:07 AM,92.728,-0.001
522,02/01/20 03:08:07 AM,92.718,-0.002
523,02/01/20 03:18:07 AM,92.708,-0.000
524,02/01/20 03:28:07 AM,92.687,-0.003
525,02/01/20 03:38:07 AM,92.657,-0.002
526,02/01/20 03:48:07 AM,92.657,-0.002
527,02/01/20 03:58:07 AM,92.657,-0.002
528,02/01/20 04:08:07 AM,92.657,-0.002
529,02/01/20 04:18:07 AM,92.637,-0.004
530,02/01/20 04:28:07 AM,92.657,0.000
531,02/01/20 04:38:07 AM,92.657,-0.000
532,02/01/20 04:48:07 AM,92.637,0.000
533,02/01/20 04:58:07 AM,92.617,-0.001
534,02/01/20 05:08:07 AM,92.617,-0.001
535,02/01/20 05:18:07 AM,92.607,-0.001
536,02/01/20 05:28:07 AM,92.596,-0.002
537,02/01/20 05:38:07 AM,92.586,-0.001
538,02/01/20 05:48:07 AM,92.566,-0.002
539,02/01/20 05:58:07 AM,92.546,-0.002
