"Plot Title: 42_2_s1"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20566220, SEN S/N: 20566220)","Water Level, meters (LGR S/N: 20566220)"
7120,03/17/20 10:48:07 PM,92.874,-0.013
7121,03/17/20 10:58:07 PM,92.884,-0.013
7122,03/17/20 11:08:07 PM,92.874,-0.013
7123,03/17/20 11:18:07 PM,92.894,-0.014
7124,03/17/20 11:28:07 PM,92.975,-0.005
7125,03/17/20 11:38:07 PM,92.995,-0.006
7126,03/17/20 11:48:07 PM,92.995,-0.008
7127,03/17/20 11:58:07 PM,92.995,-0.010
7128,03/18/20 12:08:07 AM,93.025,-0.009
7129,03/18/20 12:18:07 AM,93.056,-0.009
7130,03/18/20 12:28:07 AM,93.056,-0.009
7131,03/18/20 12:38:07 AM,93.096,-0.007
7132,03/18/20 12:48:07 AM,93.106,-0.009
7133,03/18/20 12:58:07 AM,93.116,-0.010
7134,03/18/20 01:08:07 AM,93.147,-0.009
7135,03/18/20 01:18:07 AM,93.177,-0.008
7136,03/18/20 01:28:07 AM,93.197,-0.005
7137,03/18/20 01:38:07 AM,93.187,-0.007
7138,03/18/20 01:48:07 AM,93.207,-0.008
7139,03/18/20 01:58:07 AM,93.228,-0.008
7140,03/18/20 02:08:07 AM,93.228,-0.008
7141,03/18/20 02:18:07 AM,93.238,-0.008
7142,03/18/20 02:28:07 AM,93.248,-0.009
7143,03/18/20 02:38:07 AM,93.238,-0.009
7144,03/18/20 02:48:07 AM,93.248,-0.007
7145,03/18/20 02:58:07 AM,93.248,-0.008
7146,03/18/20 03:08:07 AM,93.258,-0.007
7147,03/18/20 03:18:07 AM,93.238,-0.009
7148,03/18/20 03:28:07 AM,93.278,-0.007
7149,03/18/20 03:38:07 AM,93.298,-0.007
7150,03/18/20 03:48:07 AM,93.298,-0.009
7151,03/18/20 03:58:07 AM,93.309,-0.007
7152,03/18/20 04:08:07 AM,93.319,-0.006
7153,03/18/20 04:18:07 AM,93.329,-0.007
7154,03/18/20 04:28:07 AM,93.349,-0.008
7155,03/18/20 04:38:07 AM,93.379,-0.007
7156,03/18/20 04:48:07 AM,93.359,-0.009
7157,03/18/20 04:58:07 AM,93.389,-0.008
7158,03/18/20 05:08:07 AM,93.410,-0.008
7159,03/18/20 05:18:07 AM,93.430,-0.007
7160,03/18/20 05:28:07 AM,93.450,-0.007
7161,03/18/20 05:38:07 AM,93.460,-0.007
7162,03/18/20 05:48:07 AM,93.480,-0.008
7163,03/18/20 05:58:07 AM,93.511,-0.005
7164,03/18/20 06:08:07 AM,93.511,-0.007
7165,03/18/20 06:18:07 AM,93.531,-0.007
7166,03/18/20 06:28:07 AM,93.561,-0.006
7167,03/18/20 06:38:07 AM,93.561,-0.009
7168,03/18/20 06:48:07 AM,93.571,-0.008
7169,03/18/20 06:58:07 AM,93.561,-0.009
7170,03/18/20 07:08:07 AM,93.582,-0.008
7171,03/18/20 07:18:07 AM,93.602,-0.008
7172,03/18/20 07:28:07 AM,93.642,-0.008
7173,03/18/20 07:38:07 AM,93.652,-0.007
7174,03/18/20 07:48:07 AM,93.673,-0.006
7175,03/18/20 07:58:07 AM,93.683,-0.008
7176,03/18/20 08:08:07 AM,93.703,-0.008
7177,03/18/20 08:18:07 AM,93.733,-0.007
7178,03/18/20 08:28:07 AM,93.733,-0.008
7179,03/18/20 08:38:07 AM,93.733,-0.008
7180,03/18/20 08:48:07 AM,93.774,-0.008
7181,03/18/20 08:58:07 AM,93.804,-0.008
7182,03/18/20 09:08:07 AM,93.814,-0.009
7183,03/18/20 09:18:07 AM,93.845,-0.008
7184,03/18/20 09:28:07 AM,93.824,-0.011
7185,03/18/20 09:38:07 AM,93.865,-0.010
7186,03/18/20 09:48:07 AM,93.875,-0.011
7187,03/18/20 09:58:07 AM,93.885,-0.011
7188,03/18/20 10:08:07 AM,93.865,-0.013
7189,03/18/20 10:18:07 AM,93.885,-0.011
7190,03/18/20 10:28:07 AM,93.875,-0.011
7191,03/18/20 10:38:07 AM,93.865,-0.013
7192,03/18/20 10:48:07 AM,93.895,-0.011
7193,03/18/20 10:58:07 AM,93.905,-0.011
7194,03/18/20 11:08:07 AM,93.915,-0.011
7195,03/18/20 11:18:07 AM,93.915,-0.012
7196,03/18/20 11:28:07 AM,93.905,-0.013
7197,03/18/20 11:38:07 AM,93.915,-0.012
7198,03/18/20 11:48:07 AM,93.915,-0.013
7199,03/18/20 11:58:07 AM,93.926,-0.011
7200,03/18/20 12:08:07 PM,93.936,-0.009
7201,03/18/20 12:18:07 PM,93.936,-0.010
7202,03/18/20 12:28:07 PM,93.915,-0.011
7203,03/18/20 12:38:07 PM,93.905,-0.011
7204,03/18/20 12:48:07 PM,93.915,-0.008
7205,03/18/20 12:58:07 PM,93.905,-0.010
7206,03/18/20 01:08:07 PM,93.915,-0.008
7207,03/18/20 01:18:07 PM,93.895,-0.011
7208,03/18/20 01:28:07 PM,93.885,-0.011
7209,03/18/20 01:38:07 PM,93.885,-0.009
7210,03/18/20 01:48:07 PM,93.865,-0.010
7211,03/18/20 01:58:07 PM,93.855,-0.009
7212,03/18/20 02:08:07 PM,93.845,-0.011
7213,03/18/20 02:18:07 PM,93.834,-0.012
7214,03/18/20 02:28:07 PM,93.845,-0.013
7215,03/18/20 02:38:07 PM,93.865,-0.010
7216,03/18/20 02:48:07 PM,93.875,-0.012
7217,03/18/20 02:58:07 PM,93.875,-0.009
7218,03/18/20 03:08:07 PM,93.895,-0.007
7219,03/18/20 03:18:07 PM,93.865,-0.010
7220,03/18/20 03:28:07 PM,93.895,-0.007
7221,03/18/20 03:38:07 PM,93.895,-0.007
7222,03/18/20 03:48:07 PM,93.895,-0.007
7223,03/18/20 03:58:07 PM,93.895,-0.005
7224,03/18/20 04:08:07 PM,93.905,-0.006
7225,03/18/20 04:18:07 PM,93.895,-0.005
7226,03/18/20 04:28:07 PM,93.895,-0.006
7227,03/18/20 04:38:07 PM,93.895,-0.006
7228,03/18/20 04:48:07 PM,93.885,-0.004
7229,03/18/20 04:58:07 PM,93.885,-0.006
7230,03/18/20 05:08:07 PM,93.895,-0.005
7231,03/18/20 05:18:07 PM,93.895,-0.005
7232,03/18/20 05:28:07 PM,93.895,-0.005
7233,03/18/20 05:38:07 PM,93.905,-0.005
7234,03/18/20 05:48:07 PM,93.915,-0.005
7235,03/18/20 05:58:07 PM,93.926,-0.004
7236,03/18/20 06:08:07 PM,93.905,-0.006
7237,03/18/20 06:18:07 PM,93.946,-0.002
7238,03/18/20 06:28:07 PM,93.946,-0.003
7239,03/18/20 06:38:07 PM,93.946,-0.002
7240,03/18/20 06:48:07 PM,93.946,-0.003
7241,03/18/20 06:58:07 PM,93.946,-0.003
7242,03/18/20 07:08:07 PM,93.936,-0.003
7243,03/18/20 07:18:07 PM,93.926,-0.003
7244,03/18/20 07:28:07 PM,93.905,-0.005
7245,03/18/20 07:38:07 PM,93.915,-0.003
7246,03/18/20 07:48:07 PM,93.905,-0.003
7247,03/18/20 07:58:07 PM,93.905,-0.003
7248,03/18/20 08:08:07 PM,93.915,-0.004
7249,03/18/20 08:18:07 PM,93.926,-0.002
7250,03/18/20 08:28:07 PM,93.956,-0.001
7251,03/18/20 08:38:07 PM,93.926,-0.005
7252,03/18/20 08:48:07 PM,93.926,-0.006
7253,03/18/20 08:58:07 PM,93.936,-0.006
7254,03/18/20 09:08:07 PM,93.956,-0.005
7255,03/18/20 09:18:07 PM,93.936,-0.007
7256,03/18/20 09:28:07 PM,93.956,-0.005
7257,03/18/20 09:38:07 PM,93.966,-0.005
7258,03/18/20 09:48:07 PM,93.936,-0.005
7259,03/18/20 09:58:07 PM,93.895,-0.007
7260,03/18/20 10:08:07 PM,93.905,-0.006
7261,03/18/20 10:18:07 PM,93.915,-0.005
7262,03/18/20 10:28:07 PM,93.895,-0.006
7263,03/18/20 10:38:07 PM,93.915,-0.005
7264,03/18/20 10:48:07 PM,93.895,-0.006
7265,03/18/20 10:58:07 PM,93.895,-0.005
7266,03/18/20 11:08:07 PM,93.895,-0.006
7267,03/18/20 11:18:07 PM,93.885,-0.005
7268,03/18/20 11:28:07 PM,93.875,-0.005
7269,03/18/20 11:38:07 PM,93.875,-0.004
7270,03/18/20 11:48:07 PM,93.865,-0.004
7271,03/18/20 11:58:07 PM,93.834,-0.006
7272,03/19/20 12:08:07 AM,93.824,-0.006
7273,03/19/20 12:18:07 AM,93.824,-0.004
7274,03/19/20 12:28:07 AM,93.824,-0.004
7275,03/19/20 12:38:07 AM,93.814,-0.006
7276,03/19/20 12:48:07 AM,93.804,-0.006
7277,03/19/20 12:58:07 AM,93.845,-0.003
7278,03/19/20 01:08:07 AM,93.834,-0.005
7279,03/19/20 01:18:07 AM,93.834,-0.008
7280,03/19/20 01:28:07 AM,93.814,-0.008
7281,03/19/20 01:38:07 AM,93.804,-0.007
7282,03/19/20 01:48:07 AM,93.814,-0.006
7283,03/19/20 01:58:07 AM,93.814,-0.006
7284,03/19/20 02:08:07 AM,93.794,-0.007
7285,03/19/20 02:18:07 AM,93.794,-0.008
7286,03/19/20 02:28:07 AM,93.784,-0.006
7287,03/19/20 02:38:07 AM,93.774,-0.006
7288,03/19/20 02:48:07 AM,93.774,-0.006
7289,03/19/20 02:58:07 AM,93.764,-0.007
7290,03/19/20 03:08:07 AM,93.754,-0.007
7291,03/19/20 03:18:07 AM,93.754,-0.007
7292,03/19/20 03:28:07 AM,93.754,-0.007
7293,03/19/20 03:38:07 AM,93.764,-0.005
7294,03/19/20 03:48:07 AM,93.774,-0.006
7295,03/19/20 03:58:07 AM,93.764,-0.007
7296,03/19/20 04:08:07 AM,93.754,-0.007
7297,03/19/20 04:18:07 AM,93.784,-0.006
7298,03/19/20 04:28:07 AM,93.804,-0.006
7299,03/19/20 04:38:07 AM,93.804,-0.008
7300,03/19/20 04:48:07 AM,93.834,-0.007
7301,03/19/20 04:58:07 AM,93.834,-0.006
7302,03/19/20 05:08:07 AM,93.845,-0.008
7303,03/19/20 05:18:07 AM,93.875,-0.007
7304,03/19/20 05:28:07 AM,93.865,-0.010
7305,03/19/20 05:38:07 AM,93.865,-0.008
7306,03/19/20 05:48:07 AM,93.865,-0.009
7307,03/19/20 05:58:07 AM,93.875,-0.007
7308,03/19/20 06:08:07 AM,93.865,-0.007
7309,03/19/20 06:18:07 AM,93.875,-0.007
7310,03/19/20 06:28:07 AM,93.875,-0.007
7311,03/19/20 06:38:07 AM,93.875,-0.010
7312,03/19/20 06:48:07 AM,93.905,-0.009
7313,03/19/20 06:58:07 AM,93.895,-0.009
7314,03/19/20 07:08:07 AM,93.905,-0.009
7315,03/19/20 07:18:07 AM,93.915,-0.010
7316,03/19/20 07:28:07 AM,93.926,-0.009
7317,03/19/20 07:38:07 AM,93.926,-0.009
7318,03/19/20 07:48:07 AM,93.895,-0.008
7319,03/19/20 07:58:07 AM,93.915,-0.008
7320,03/19/20 08:08:07 AM,93.885,-0.008
7321,03/19/20 08:18:07 AM,93.885,-0.008
7322,03/19/20 08:28:07 AM,93.814,-0.009
7323,03/19/20 08:38:07 AM,93.804,-0.009
7324,03/19/20 08:48:07 AM,93.804,-0.009
7325,03/19/20 08:58:07 AM,93.865,-0.007
7326,03/19/20 09:08:07 AM,93.855,-0.007
7327,03/19/20 09:18:07 AM,93.834,-0.008
7328,03/19/20 09:28:07 AM,93.855,-0.008
7329,03/19/20 09:38:07 AM,93.855,-0.008
7330,03/19/20 09:48:07 AM,93.834,-0.009
7331,03/19/20 09:58:07 AM,93.824,-0.010
7332,03/19/20 10:08:07 AM,93.855,-0.007
7333,03/19/20 10:18:07 AM,93.865,-0.007
7334,03/19/20 10:28:07 AM,93.885,-0.009
7335,03/19/20 10:38:07 AM,93.946,-0.006
7336,03/19/20 10:48:07 AM,93.986,-0.006
7337,03/19/20 10:58:07 AM,93.956,-0.008
7338,03/19/20 11:08:07 AM,93.905,-0.009
7339,03/19/20 11:18:07 AM,93.885,-0.008
7340,03/19/20 11:28:07 AM,93.855,-0.008
7341,03/19/20 11:38:07 AM,93.794,-0.009
7342,03/19/20 11:48:07 AM,93.754,-0.010
7343,03/19/20 11:58:07 AM,93.754,-0.009
7344,03/19/20 12:08:07 PM,93.713,-0.009
7345,03/19/20 12:18:07 PM,93.652,-0.009
7346,03/19/20 12:28:07 PM,93.652,-0.009
7347,03/19/20 12:38:07 PM,93.663,-0.009
7348,03/19/20 12:48:07 PM,93.673,-0.010
7349,03/19/20 12:58:07 PM,93.663,-0.010
7350,03/19/20 01:08:07 PM,93.663,-0.008
7351,03/19/20 01:18:07 PM,93.663,-0.007
7352,03/19/20 01:28:07 PM,93.632,-0.008
7353,03/19/20 01:38:07 PM,93.622,-0.007
7354,03/19/20 01:48:07 PM,93.612,-0.008
7355,03/19/20 01:58:07 PM,93.622,-0.008
7356,03/19/20 02:08:07 PM,93.632,-0.007
7357,03/19/20 02:18:07 PM,93.652,-0.007
7358,03/19/20 02:28:07 PM,93.652,-0.008
7359,03/19/20 02:38:07 PM,93.652,-0.007
7360,03/19/20 02:48:07 PM,93.642,-0.007
7361,03/19/20 02:58:07 PM,93.612,-0.007
7362,03/19/20 03:08:07 PM,93.592,-0.008
7363,03/19/20 03:18:07 PM,93.561,-0.009
7364,03/19/20 03:28:07 PM,93.571,-0.007
7365,03/19/20 03:38:07 PM,93.551,-0.007
7366,03/19/20 03:48:07 PM,93.551,-0.009
7367,03/19/20 03:58:07 PM,93.592,-0.007
7368,03/19/20 04:08:07 PM,93.582,-0.007
7369,03/19/20 04:18:07 PM,93.561,-0.007
7370,03/19/20 04:28:07 PM,93.561,-0.006
7371,03/19/20 04:38:07 PM,93.561,-0.005
7372,03/19/20 04:48:07 PM,93.561,-0.005
7373,03/19/20 04:58:07 PM,93.571,-0.004
7374,03/19/20 05:08:07 PM,93.541,-0.005
7375,03/19/20 05:18:07 PM,93.531,-0.003
7376,03/19/20 05:28:07 PM,93.531,-0.006
7377,03/19/20 05:38:07 PM,93.511,-0.005
7378,03/19/20 05:48:07 PM,93.501,-0.005
7379,03/19/20 05:58:07 PM,93.491,-0.007
7380,03/19/20 06:08:07 PM,93.501,-0.006
7381,03/19/20 06:18:07 PM,93.480,-0.007
7382,03/19/20 06:28:07 PM,93.470,-0.005
7383,03/19/20 06:38:07 PM,93.450,-0.007
7384,03/19/20 06:48:07 PM,93.460,-0.005
7385,03/19/20 06:58:07 PM,93.460,-0.004
7386,03/19/20 07:08:07 PM,93.450,-0.006
7387,03/19/20 07:18:07 PM,93.460,-0.005
7388,03/19/20 07:28:07 PM,93.430,-0.006
7389,03/19/20 07:38:07 PM,93.440,-0.005
7390,03/19/20 07:48:07 PM,93.430,-0.004
7391,03/19/20 07:58:07 PM,93.430,-0.005
7392,03/19/20 08:08:07 PM,93.440,-0.004
7393,03/19/20 08:18:07 PM,93.440,-0.004
7394,03/19/20 08:28:07 PM,93.410,-0.006
7395,03/19/20 08:38:07 PM,93.400,-0.005
7396,03/19/20 08:48:07 PM,93.389,-0.005
7397,03/19/20 08:58:07 PM,93.379,-0.004
7398,03/19/20 09:08:07 PM,93.359,-0.005
7399,03/19/20 09:18:07 PM,93.339,-0.005
7400,03/19/20 09:28:07 PM,93.339,-0.004
7401,03/19/20 09:38:07 PM,93.309,-0.004
7402,03/19/20 09:48:07 PM,93.278,-0.006
7403,03/19/20 09:58:07 PM,93.268,-0.007
7404,03/19/20 10:08:07 PM,93.268,-0.006
7405,03/19/20 10:18:07 PM,93.278,-0.004
7406,03/19/20 10:28:07 PM,93.218,-0.006
7407,03/19/20 10:38:07 PM,93.197,-0.004
7408,03/19/20 10:48:07 PM,93.147,-0.006
7409,03/19/20 10:58:07 PM,93.127,-0.005
7410,03/19/20 11:08:07 PM,93.086,-0.007
7411,03/19/20 11:18:07 PM,93.096,-0.005
7412,03/19/20 11:28:07 PM,93.056,-0.004
7413,03/19/20 11:38:07 PM,93.035,-0.005
7414,03/19/20 11:48:07 PM,93.046,-0.004
7415,03/19/20 11:58:07 PM,93.056,-0.004
7416,03/20/20 12:08:07 AM,93.025,-0.004
7417,03/20/20 12:18:07 AM,93.005,-0.006
7418,03/20/20 12:28:07 AM,93.015,-0.005
7419,03/20/20 12:38:07 AM,93.015,-0.005
7420,03/20/20 12:48:07 AM,92.995,-0.004
7421,03/20/20 12:58:07 AM,92.944,-0.007
7422,03/20/20 01:08:07 AM,92.944,-0.007
7423,03/20/20 01:18:07 AM,92.904,-0.005
7424,03/20/20 01:28:07 AM,92.894,-0.005
7425,03/20/20 01:38:07 AM,92.904,-0.004
7426,03/20/20 01:48:07 AM,92.853,-0.004
7427,03/20/20 01:58:07 AM,92.823,-0.005
7428,03/20/20 02:08:07 AM,92.762,-0.004
7429,03/20/20 02:18:07 AM,92.732,-0.006
7430,03/20/20 02:28:07 AM,92.712,-0.008
7431,03/20/20 02:38:07 AM,92.722,-0.007
7432,03/20/20 02:48:07 AM,92.692,-0.003
7433,03/20/20 02:58:07 AM,92.661,-0.003
7434,03/20/20 03:08:07 AM,92.621,-0.003
7435,03/20/20 03:18:07 AM,92.591,-0.004
7436,03/20/20 03:28:07 AM,92.550,-0.005
7437,03/20/20 03:38:07 AM,92.540,-0.005
7438,03/20/20 03:48:07 AM,92.530,-0.005
7439,03/20/20 03:58:07 AM,92.510,-0.006
7440,03/20/20 04:08:07 AM,92.510,-0.006
7441,03/20/20 04:18:07 AM,92.520,-0.005
7442,03/20/20 04:28:07 AM,92.500,-0.003
7443,03/20/20 04:38:07 AM,92.479,-0.006
7444,03/20/20 04:48:07 AM,92.510,-0.005
7445,03/20/20 04:58:07 AM,92.500,-0.005
7446,03/20/20 05:08:07 AM,92.510,-0.004
7447,03/20/20 05:18:07 AM,92.489,-0.006
7448,03/20/20 05:28:07 AM,92.479,-0.004
7449,03/20/20 05:38:07 AM,92.469,-0.003
7450,03/20/20 05:48:07 AM,92.460,-0.002
7451,03/20/20 05:58:07 AM,92.460,-0.003
7452,03/20/20 06:08:07 AM,92.440,-0.002
7453,03/20/20 06:18:07 AM,92.409,-0.005
7454,03/20/20 06:28:07 AM,92.419,-0.004
7455,03/20/20 06:38:07 AM,92.419,-0.004
7456,03/20/20 06:48:07 AM,92.388,-0.004
7457,03/20/20 06:58:07 AM,92.390,-0.004
7458,03/20/20 07:08:07 AM,92.359,-0.005
7459,03/20/20 07:18:07 AM,92.358,-0.005
7460,03/20/20 07:28:07 AM,92.339,-0.006
7461,03/20/20 07:38:07 AM,92.329,-0.004
7462,03/20/20 07:48:07 AM,92.307,-0.005
7463,03/20/20 07:58:07 AM,92.299,-0.006
7464,03/20/20 08:08:07 AM,92.299,-0.004
7465,03/20/20 08:18:07 AM,92.309,-0.003
7466,03/20/20 08:28:07 AM,92.318,-0.005
7467,03/20/20 08:38:07 AM,92.277,-0.006
7468,03/20/20 08:48:07 AM,92.299,-0.004
7469,03/20/20 08:58:07 AM,92.257,-0.005
7470,03/20/20 09:08:07 AM,92.248,-0.004
7471,03/20/20 09:18:07 AM,92.248,-0.003
7472,03/20/20 09:28:07 AM,92.198,-0.004
7473,03/20/20 09:38:07 AM,92.208,-0.004
7474,03/20/20 09:48:07 AM,92.208,-0.000
7475,03/20/20 09:58:07 AM,92.147,-0.001
7476,03/20/20 10:08:07 AM,92.117,-0.004
7477,03/20/20 10:18:07 AM,92.107,-0.003
7478,03/20/20 10:28:07 AM,92.075,-0.005
7479,03/20/20 10:38:07 AM,92.076,-0.004
7480,03/20/20 10:48:07 AM,92.046,-0.002
7481,03/20/20 10:58:07 AM,92.016,-0.004
7482,03/20/20 11:08:07 AM,92.016,-0.001
7483,03/20/20 11:18:07 AM,92.005,-0.004
7484,03/20/20 11:28:07 AM,91.995,-0.005
7485,03/20/20 11:38:07 AM,91.955,-0.005
7486,03/20/20 11:48:07 AM,91.955,-0.001
7487,03/20/20 11:58:07 AM,91.904,-0.003
7488,03/20/20 12:08:07 PM,91.864,-0.004
7489,03/20/20 12:18:07 PM,91.834,-0.007
7490,03/20/20 12:28:07 PM,91.844,-0.001
7491,03/20/20 12:38:07 PM,91.803,-0.001
7492,03/20/20 12:48:07 PM,91.803,-0.002
7493,03/20/20 12:58:07 PM,91.773,-0.002
7494,03/20/20 01:08:07 PM,91.743,-0.003
7495,03/20/20 01:18:07 PM,91.712,-0.005
7496,03/20/20 01:28:07 PM,91.662,-0.006
7497,03/20/20 01:38:07 PM,91.652,-0.003
7498,03/20/20 01:48:07 PM,91.662,-0.003
7499,03/20/20 01:58:07 PM,91.662,-0.004
7500,03/20/20 02:08:07 PM,91.803,0.014
7501,03/20/20 02:18:07 PM,91.935,0.029
7502,03/20/20 02:28:07 PM,92.046,0.040
7503,03/20/20 02:38:07 PM,92.086,0.048
7504,03/20/20 02:48:07 PM,92.076,0.051
7505,03/20/20 02:58:07 PM,92.086,0.053
7506,03/20/20 03:08:07 PM,92.096,0.056
7507,03/20/20 03:18:07 PM,92.157,0.060
7508,03/20/20 03:28:07 PM,92.147,0.059
7509,03/20/20 03:38:07 PM,92.187,0.065
7510,03/20/20 03:48:07 PM,92.248,0.069
7511,03/20/20 03:58:07 PM,92.268,0.073
7512,03/20/20 04:08:07 PM,92.299,0.075
7513,03/20/20 04:18:07 PM,92.369,0.080
7514,03/20/20 04:28:07 PM,92.410,0.084
7515,03/20/20 04:38:07 PM,92.491,0.093
7516,03/20/20 04:48:07 PM,92.541,0.096
7517,03/20/20 04:58:07 PM,92.592,0.099
7518,03/20/20 05:08:07 PM,92.632,0.101
7519,03/20/20 05:18:07 PM,92.653,0.102
7520,03/20/20 05:28:07 PM,92.663,0.104
7521,03/20/20 05:38:07 PM,92.673,0.102
7522,03/20/20 05:48:07 PM,92.713,0.106
7523,03/20/20 05:58:07 PM,92.764,0.112
7524,03/20/20 06:08:07 PM,92.824,0.118
7525,03/20/20 06:18:07 PM,92.855,0.121
7526,03/20/20 06:28:07 PM,92.875,0.122
7527,03/20/20 06:38:07 PM,92.915,0.123
7528,03/20/20 06:48:07 PM,92.905,0.122
7529,03/20/20 06:58:07 PM,92.966,0.125
7530,03/20/20 07:08:07 PM,92.976,0.128
7531,03/20/20 07:18:07 PM,93.057,0.135
7532,03/20/20 07:28:07 PM,93.219,0.149
7533,03/20/20 07:38:07 PM,93.391,0.164
7534,03/20/20 07:48:07 PM,93.472,0.172
7535,03/20/20 07:58:07 PM,93.532,0.176
7536,03/20/20 08:08:07 PM,93.583,0.184
7537,03/20/20 08:18:07 PM,93.613,0.184
7538,03/20/20 08:28:07 PM,93.654,0.188
7539,03/20/20 08:38:07 PM,93.694,0.187
7540,03/20/20 08:48:07 PM,93.714,0.189
7541,03/20/20 08:58:07 PM,93.755,0.190
7542,03/20/20 09:08:07 PM,93.785,0.192
7543,03/20/20 09:18:07 PM,93.836,0.194
7544,03/20/20 09:28:07 PM,93.836,0.191
7545,03/20/20 09:38:07 PM,93.866,0.191
7546,03/20/20 09:48:07 PM,93.897,0.194
7547,03/20/20 09:58:07 PM,93.947,0.197
7548,03/20/20 10:08:07 PM,93.937,0.195
7549,03/20/20 10:18:07 PM,93.947,0.198
7550,03/20/20 10:28:07 PM,93.988,0.198
7551,03/20/20 10:38:07 PM,94.017,0.200
7552,03/20/20 10:48:07 PM,94.017,0.197
7553,03/20/20 10:58:07 PM,94.067,0.200
7554,03/20/20 11:08:07 PM,94.057,0.195
7555,03/20/20 11:18:07 PM,94.108,0.197
7556,03/20/20 11:28:07 PM,94.128,0.197
7557,03/20/20 11:38:07 PM,94.128,0.193
7558,03/20/20 11:48:07 PM,94.138,0.193
7559,03/20/20 11:58:07 PM,94.128,0.191
7560,03/21/20 12:08:07 AM,94.108,0.189
7561,03/21/20 12:18:07 AM,94.097,0.188
7562,03/21/20 12:28:07 AM,94.128,0.190
7563,03/21/20 12:38:07 AM,94.087,0.183
7564,03/21/20 12:48:07 AM,94.097,0.184
7565,03/21/20 12:58:07 AM,94.108,0.185
7566,03/21/20 01:08:07 AM,94.057,0.177
7567,03/21/20 01:18:07 AM,94.097,0.179
7568,03/21/20 01:28:07 AM,94.097,0.174
7569,03/21/20 01:38:07 AM,94.148,0.178
7570,03/21/20 01:48:07 AM,94.108,0.170
7571,03/21/20 01:58:07 AM,94.118,0.167
7572,03/21/20 02:08:07 AM,94.138,0.172
7573,03/21/20 02:18:07 AM,94.148,0.171
7574,03/21/20 02:28:07 AM,94.128,0.167
7575,03/21/20 02:38:07 AM,94.138,0.168
7576,03/21/20 02:48:07 AM,94.138,0.167
7577,03/21/20 02:58:07 AM,94.148,0.165
7578,03/21/20 03:08:07 AM,94.168,0.163
7579,03/21/20 03:18:07 AM,94.177,0.160
7580,03/21/20 03:28:07 AM,94.137,0.155
7581,03/21/20 03:38:07 AM,94.157,0.156
7582,03/21/20 03:48:07 AM,94.157,0.152
7583,03/21/20 03:58:07 AM,94.167,0.153
7584,03/21/20 04:08:07 AM,94.207,0.152
7585,03/21/20 04:18:07 AM,94.177,0.146
7586,03/21/20 04:28:07 AM,94.207,0.147
7587,03/21/20 04:38:07 AM,94.167,0.143
7588,03/21/20 04:48:07 AM,94.177,0.142
7589,03/21/20 04:58:07 AM,94.167,0.139
7590,03/21/20 05:08:07 AM,94.207,0.139
7591,03/21/20 05:18:07 AM,94.288,0.143
7592,03/21/20 05:28:07 AM,94.278,0.138
7593,03/21/20 05:38:07 AM,94.248,0.135
7594,03/21/20 05:48:07 AM,94.248,0.133
7595,03/21/20 05:58:07 AM,94.278,0.131
7596,03/21/20 06:08:07 AM,94.298,0.129
7597,03/21/20 06:18:07 AM,94.298,0.129
7598,03/21/20 06:28:07 AM,94.278,0.125
7599,03/21/20 06:38:07 AM,94.329,0.128
7600,03/21/20 06:48:07 AM,94.339,0.126
7601,03/21/20 06:58:07 AM,94.349,0.124
7602,03/21/20 07:08:07 AM,94.349,0.125
7603,03/21/20 07:18:07 AM,94.379,0.124
7604,03/21/20 07:28:07 AM,94.389,0.125
7605,03/21/20 07:38:07 AM,94.389,0.123
7606,03/21/20 07:48:07 AM,94.440,0.122
7607,03/21/20 07:58:07 AM,94.450,0.121
7608,03/21/20 08:08:07 AM,94.440,0.119
7609,03/21/20 08:18:07 AM,94.450,0.119
7610,03/21/20 08:28:07 AM,94.501,0.120
7611,03/21/20 08:38:07 AM,94.491,0.117
7612,03/21/20 08:48:07 AM,94.521,0.115
7613,03/21/20 08:58:07 AM,94.561,0.116
7614,03/21/20 09:08:07 AM,94.602,0.118
7615,03/21/20 09:18:07 AM,94.622,0.117
7616,03/21/20 09:28:07 AM,94.622,0.116
7617,03/21/20 09:38:07 AM,94.612,0.115
7618,03/21/20 09:48:07 AM,94.632,0.118
7619,03/21/20 09:58:07 AM,94.632,0.115
7620,03/21/20 10:08:07 AM,94.663,0.115
7621,03/21/20 10:18:07 AM,94.673,0.117
7622,03/21/20 10:28:07 AM,94.673,0.116
7623,03/21/20 10:38:07 AM,94.652,0.112
7624,03/21/20 10:48:07 AM,94.673,0.111
7625,03/21/20 10:58:07 AM,94.693,0.111
7626,03/21/20 11:08:07 AM,94.683,0.109
7627,03/21/20 11:18:07 AM,94.703,0.109
7628,03/21/20 11:28:07 AM,94.683,0.108
7629,03/21/20 11:38:07 AM,94.713,0.111
7630,03/21/20 11:48:07 AM,94.703,0.110
7631,03/21/20 11:58:07 AM,94.733,0.114
7632,03/21/20 12:08:07 PM,94.723,0.112
7633,03/21/20 12:18:07 PM,94.744,0.114
7634,03/21/20 12:28:07 PM,94.744,0.115
7635,03/21/20 12:38:07 PM,94.713,0.114
7636,03/21/20 12:48:07 PM,94.733,0.116
7637,03/21/20 12:58:07 PM,94.764,0.119
7638,03/21/20 01:08:07 PM,94.723,0.113
7639,03/21/20 01:18:07 PM,94.713,0.113
