"Plot Title: 52_2_s1"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20566223, SEN S/N: 20566223)","Temp, °C (LGR S/N: 20566223, SEN S/N: 20566223)","Coupler Detached (LGR S/N: 20566223, SEN S/N: 20566223)","Coupler Attached (LGR S/N: 20566223, SEN S/N: 20566223)","Host Connected (LGR S/N: 20566223, SEN S/N: 20566223)","End Of File (LGR S/N: 20566223, SEN S/N: 20566223)"
1,01/28/20 11:15:15 AM,91.993,2.517,,,,
2,01/28/20 11:15:29 AM,,,Logged,,,
3,01/28/20 11:25:15 AM,92.721,2.195,,,,
4,01/28/20 11:35:15 AM,92.735,2.303,,,,
5,01/28/20 11:45:15 AM,92.718,2.410,,,,
6,01/28/20 11:55:15 AM,92.708,2.410,,,,
7,01/28/20 12:05:15 PM,92.708,2.410,,,,
8,01/28/20 12:15:15 PM,92.688,2.410,,,,
9,01/28/20 12:25:15 PM,92.701,2.517,,,,
10,01/28/20 12:35:15 PM,92.691,2.517,,,,
11,01/28/20 12:45:15 PM,92.691,2.517,,,,
12,01/28/20 12:55:15 PM,92.661,2.517,,,,
13,01/28/20 01:05:15 PM,92.691,2.517,,,,
14,01/28/20 01:15:15 PM,92.681,2.517,,,,
15,01/28/20 01:25:15 PM,92.671,2.517,,,,
16,01/28/20 01:35:15 PM,92.681,2.517,,,,
17,01/28/20 01:45:15 PM,92.691,2.517,,,,
18,01/28/20 01:55:15 PM,92.701,2.517,,,,
19,01/28/20 02:05:15 PM,92.691,2.517,,,,
20,01/28/20 02:15:15 PM,92.691,2.517,,,,
21,01/28/20 02:25:15 PM,92.701,2.517,,,,
22,01/28/20 02:35:15 PM,92.711,2.517,,,,
23,01/28/20 02:45:15 PM,92.711,2.517,,,,
24,01/28/20 02:55:15 PM,92.742,2.517,,,,
25,01/28/20 03:05:15 PM,92.742,2.517,,,,
26,01/28/20 03:15:15 PM,92.762,2.517,,,,
27,01/28/20 03:25:15 PM,92.752,2.517,,,,
28,01/28/20 03:35:15 PM,92.762,2.517,,,,
29,01/28/20 03:45:15 PM,92.772,2.517,,,,
30,01/28/20 03:55:15 PM,92.772,2.517,,,,
31,01/28/20 04:05:15 PM,92.782,2.517,,,,
32,01/28/20 04:15:15 PM,92.803,2.517,,,,
33,01/28/20 04:25:15 PM,92.803,2.517,,,,
34,01/28/20 04:35:15 PM,92.823,2.517,,,,
35,01/28/20 04:45:15 PM,92.823,2.517,,,,
36,01/28/20 04:55:15 PM,92.853,2.517,,,,
37,01/28/20 05:05:15 PM,92.853,2.517,,,,
38,01/28/20 05:15:15 PM,92.863,2.517,,,,
39,01/28/20 05:25:15 PM,92.884,2.517,,,,
40,01/28/20 05:35:15 PM,92.884,2.517,,,,
41,01/28/20 05:45:15 PM,92.894,2.517,,,,
42,01/28/20 05:55:15 PM,92.894,2.517,,,,
43,01/28/20 06:05:15 PM,92.894,2.517,,,,
44,01/28/20 06:15:15 PM,92.914,2.517,,,,
45,01/28/20 06:25:15 PM,92.904,2.517,,,,
46,01/28/20 06:35:15 PM,92.904,2.517,,,,
47,01/28/20 06:45:15 PM,92.914,2.517,,,,
48,01/28/20 06:55:15 PM,92.924,2.517,,,,
49,01/28/20 07:05:15 PM,92.914,2.517,,,,
50,01/28/20 07:15:15 PM,92.934,2.517,,,,
51,01/28/20 07:25:15 PM,92.954,2.517,,,,
52,01/28/20 07:35:15 PM,92.975,2.517,,,,
53,01/28/20 07:45:15 PM,92.965,2.517,,,,
54,01/28/20 07:55:15 PM,92.985,2.517,,,,
55,01/28/20 08:05:15 PM,92.975,2.517,,,,
56,01/28/20 08:15:15 PM,92.985,2.517,,,,
57,01/28/20 08:25:15 PM,92.995,2.517,,,,
58,01/28/20 08:35:15 PM,92.985,2.517,,,,
59,01/28/20 08:45:15 PM,93.005,2.517,,,,
60,01/28/20 08:55:15 PM,93.005,2.517,,,,
61,01/28/20 09:05:15 PM,93.015,2.517,,,,
62,01/28/20 09:15:15 PM,93.005,2.517,,,,
63,01/28/20 09:25:15 PM,93.005,2.517,,,,
64,01/28/20 09:35:15 PM,93.025,2.517,,,,
65,01/28/20 09:45:15 PM,93.035,2.517,,,,
66,01/28/20 09:55:15 PM,93.035,2.517,,,,
67,01/28/20 10:05:15 PM,93.046,2.517,,,,
68,01/28/20 10:15:15 PM,93.046,2.517,,,,
69,01/28/20 10:25:15 PM,93.056,2.517,,,,
70,01/28/20 10:35:15 PM,93.046,2.517,,,,
71,01/28/20 10:45:15 PM,93.035,2.517,,,,
72,01/28/20 10:55:15 PM,93.056,2.517,,,,
73,01/28/20 11:05:15 PM,93.056,2.517,,,,
74,01/28/20 11:15:15 PM,93.066,2.517,,,,
75,01/28/20 11:25:15 PM,93.066,2.517,,,,
76,01/28/20 11:35:15 PM,93.076,2.517,,,,
77,01/28/20 11:45:15 PM,93.076,2.517,,,,
78,01/28/20 11:55:15 PM,93.086,2.517,,,,
79,01/29/20 12:05:15 AM,93.106,2.517,,,,
80,01/29/20 12:15:15 AM,93.096,2.517,,,,
81,01/29/20 12:25:15 AM,93.106,2.517,,,,
82,01/29/20 12:35:15 AM,93.106,2.517,,,,
83,01/29/20 12:45:15 AM,93.106,2.517,,,,
84,01/29/20 12:55:15 AM,93.096,2.517,,,,
85,01/29/20 01:05:15 AM,93.116,2.517,,,,
86,01/29/20 01:15:15 AM,93.096,2.517,,,,
87,01/29/20 01:25:15 AM,93.127,2.517,,,,
88,01/29/20 01:35:15 AM,93.127,2.517,,,,
