"Plot Title: 42_4_d1"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20566226, SEN S/N: 20566226)","Temp, °C (LGR S/N: 20566226, SEN S/N: 20566226)","Coupler Detached (LGR S/N: 20566226, SEN S/N: 20566226)","Coupler Attached (LGR S/N: 20566226, SEN S/N: 20566226)","Host Connected (LGR S/N: 20566226, SEN S/N: 20566226)","End Of File (LGR S/N: 20566226, SEN S/N: 20566226)"
1,01/28/20 12:51:18 PM,91.986,1.656,,,,
2,01/28/20 12:51:24 PM,,,Logged,,,
3,01/28/20 01:01:18 PM,91.921,-0.437,,,,
4,01/28/20 01:11:18 PM,95.626,3.049,,,,
5,01/28/20 01:21:18 PM,98.967,5.757,,,,
6,01/28/20 01:31:18 PM,101.946,6.370,,,,
7,01/28/20 01:41:18 PM,104.675,6.674,,,,
8,01/28/20 01:51:18 PM,107.112,6.775,,,,
9,01/28/20 02:01:18 PM,109.298,6.877,,,,
10,01/28/20 02:11:18 PM,111.261,6.877,,,,
11,01/28/20 02:21:18 PM,113.059,6.978,,,,
12,01/28/20 02:31:18 PM,114.730,6.978,,,,
13,01/28/20 02:41:18 PM,116.206,6.877,,,,
14,01/28/20 02:51:18 PM,117.604,6.877,,,,
15,01/28/20 03:01:18 PM,118.877,6.877,,,,
16,01/28/20 03:11:18 PM,120.002,6.877,,,,
17,01/28/20 03:21:18 PM,121.060,6.877,,,,
18,01/28/20 03:31:18 PM,122.020,6.877,,,,
19,01/28/20 03:41:18 PM,122.911,6.877,,,,
20,01/28/20 03:51:18 PM,123.696,6.877,,,,
21,01/28/20 04:01:18 PM,124.441,6.877,,,,
22,01/28/20 04:11:18 PM,125.128,6.978,,,,
23,01/28/20 04:21:18 PM,125.746,6.978,,,,
24,01/28/20 04:31:18 PM,126.325,6.978,,,,
25,01/28/20 04:41:18 PM,126.845,6.978,,,,
26,01/28/20 04:51:18 PM,127.316,6.978,,,,
27,01/28/20 05:01:18 PM,127.736,6.877,,,,
28,01/28/20 05:11:18 PM,128.140,6.978,,,,
29,01/28/20 05:21:18 PM,128.494,6.978,,,,
30,01/28/20 05:31:18 PM,128.835,6.877,,,,
31,01/28/20 05:41:18 PM,129.150,6.877,,,,
32,01/28/20 05:51:18 PM,129.434,6.877,,,,
33,01/28/20 06:01:18 PM,129.670,6.877,,,,
34,01/28/20 06:11:18 PM,129.896,6.877,,,,
35,01/28/20 06:21:18 PM,130.112,6.877,,,,
36,01/28/20 06:31:18 PM,130.308,6.877,,,,
37,01/28/20 06:41:18 PM,130.495,6.877,,,,
38,01/28/20 06:51:18 PM,130.662,6.877,,,,
39,01/28/20 07:01:18 PM,130.819,6.877,,,,
40,01/28/20 07:11:18 PM,130.927,6.877,,,,
41,01/28/20 07:21:18 PM,131.055,6.877,,,,
42,01/28/20 07:31:18 PM,131.182,6.877,,,,
43,01/28/20 07:41:18 PM,131.290,6.877,,,,
44,01/28/20 07:51:18 PM,131.369,6.877,,,,
45,01/28/20 08:01:18 PM,131.436,6.775,,,,
46,01/28/20 08:11:18 PM,131.495,6.775,,,,
47,01/28/20 08:21:18 PM,131.563,6.775,,,,
48,01/28/20 08:31:18 PM,131.603,6.775,,,,
49,01/28/20 08:41:18 PM,131.660,6.674,,,,
50,01/28/20 08:51:18 PM,131.699,6.674,,,,
51,01/28/20 09:01:18 PM,131.726,6.573,,,,
52,01/28/20 09:11:18 PM,131.787,6.674,,,,
53,01/28/20 09:21:18 PM,131.795,6.573,,,,
54,01/28/20 09:31:18 PM,131.824,6.573,,,,
55,01/28/20 09:41:18 PM,131.864,6.573,,,,
56,01/28/20 09:51:18 PM,131.883,6.573,,,,
57,01/28/20 10:01:18 PM,131.903,6.573,,,,
58,01/28/20 10:11:18 PM,131.913,6.573,,,,
59,01/28/20 10:21:18 PM,131.932,6.573,,,,
60,01/28/20 10:31:18 PM,131.932,6.573,,,,
61,01/28/20 10:41:18 PM,131.942,6.573,,,,
62,01/28/20 10:51:18 PM,131.952,6.573,,,,
63,01/28/20 11:01:18 PM,131.950,6.471,,,,
64,01/28/20 11:11:18 PM,131.972,6.573,,,,
65,01/28/20 11:21:18 PM,131.982,6.573,,,,
66,01/28/20 11:31:18 PM,132.011,6.573,,,,
67,01/28/20 11:41:18 PM,132.021,6.573,,,,
68,01/28/20 11:51:18 PM,132.011,6.573,,,,
69,01/29/20 12:01:18 AM,132.031,6.573,,,,
70,01/29/20 12:11:18 AM,132.031,6.573,,,,
71,01/29/20 12:21:18 AM,132.019,6.471,,,,
72,01/29/20 12:31:18 AM,132.021,6.573,,,,
73,01/29/20 12:41:18 AM,132.019,6.471,,,,
74,01/29/20 12:51:18 AM,132.031,6.573,,,,
75,01/29/20 01:01:18 AM,132.021,6.573,,,,
76,01/29/20 01:11:18 AM,132.011,6.573,,,,
77,01/29/20 01:21:18 AM,132.031,6.573,,,,
78,01/29/20 01:31:18 AM,132.031,6.573,,,,
79,01/29/20 01:41:18 AM,132.031,6.573,,,,
80,01/29/20 01:51:18 AM,132.060,6.573,,,,
81,01/29/20 02:01:18 AM,132.029,6.471,,,,
82,01/29/20 02:11:18 AM,132.041,6.573,,,,
83,01/29/20 02:21:18 AM,132.019,6.471,,,,
84,01/29/20 02:31:18 AM,132.019,6.471,,,,
85,01/29/20 02:41:18 AM,132.009,6.471,,,,
86,01/29/20 02:51:18 AM,132.009,6.471,,,,
87,01/29/20 03:01:18 AM,131.999,6.471,,,,
88,01/29/20 03:11:18 AM,132.009,6.471,,,,
89,01/29/20 03:21:18 AM,132.011,6.573,,,,
90,01/29/20 03:31:18 AM,131.999,6.471,,,,
91,01/29/20 03:41:18 AM,132.001,6.573,,,,
92,01/29/20 03:51:18 AM,131.989,6.471,,,,
93,01/29/20 04:01:18 AM,132.009,6.471,,,,
94,01/29/20 04:11:18 AM,132.038,6.471,,,,
95,01/29/20 04:21:18 AM,132.038,6.471,,,,
96,01/29/20 04:31:18 AM,132.019,6.471,,,,
97,01/29/20 04:41:18 AM,132.019,6.471,,,,
98,01/29/20 04:51:18 AM,132.019,6.471,,,,
99,01/29/20 05:01:18 AM,132.019,6.471,,,,
100,01/29/20 05:11:18 AM,132.009,6.471,,,,
101,01/29/20 05:21:18 AM,132.029,6.471,,,,
102,01/29/20 05:31:18 AM,132.038,6.471,,,,
103,01/29/20 05:41:18 AM,132.048,6.471,,,,
104,01/29/20 05:51:18 AM,132.058,6.471,,,,
105,01/29/20 06:01:18 AM,132.068,6.471,,,,
106,01/29/20 06:11:18 AM,132.090,6.573,,,,
107,01/29/20 06:21:18 AM,132.099,6.573,,,,
108,01/29/20 06:31:18 AM,132.099,6.573,,,,
109,01/29/20 06:41:18 AM,132.119,6.573,,,,
110,01/29/20 06:51:18 AM,132.119,6.573,,,,
111,01/29/20 07:01:18 AM,132.129,6.573,,,,
112,01/29/20 07:11:18 AM,132.139,6.573,,,,
113,01/29/20 07:21:18 AM,132.119,6.573,,,,
114,01/29/20 07:31:18 AM,132.139,6.573,,,,
115,01/29/20 07:41:18 AM,132.139,6.573,,,,
116,01/29/20 07:51:18 AM,132.129,6.573,,,,
117,01/29/20 08:01:18 AM,132.149,6.573,,,,
118,01/29/20 08:11:18 AM,132.149,6.573,,,,
119,01/29/20 08:21:18 AM,132.149,6.573,,,,
120,01/29/20 08:31:18 AM,132.158,6.573,,,,
121,01/29/20 08:41:18 AM,132.168,6.573,,,,
122,01/29/20 08:51:18 AM,132.158,6.573,,,,
123,01/29/20 09:01:18 AM,132.178,6.573,,,,
124,01/29/20 09:11:18 AM,132.178,6.573,,,,
125,01/29/20 09:21:18 AM,132.178,6.573,,,,
126,01/29/20 09:31:18 AM,132.198,6.573,,,,
127,01/29/20 09:41:18 AM,132.208,6.573,,,,
128,01/29/20 09:51:18 AM,132.188,6.573,,,,
129,01/29/20 10:01:18 AM,132.178,6.573,,,,
130,01/29/20 10:11:18 AM,132.188,6.573,,,,
131,01/29/20 10:21:18 AM,132.178,6.573,,,,
132,01/29/20 10:31:18 AM,132.188,6.573,,,,
133,01/29/20 10:41:18 AM,132.188,6.573,,,,
134,01/29/20 10:51:18 AM,132.178,6.573,,,,
135,01/29/20 11:01:18 AM,132.180,6.674,,,,
136,01/29/20 11:11:18 AM,132.151,6.674,,,,
137,01/29/20 11:21:18 AM,132.182,6.775,,,,
138,01/29/20 11:31:18 AM,132.163,6.775,,,,
