"Plot Title: 86_3_s1"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10766686, SEN S/N: 10766686, LBL: pressure)","Temp, °C (LGR S/N: 10766686, SEN S/N: 10766686, LBL: temp)","Coupler Detached (LGR S/N: 10766686, SEN S/N: 10766686)","Coupler Attached (LGR S/N: 10766686, SEN S/N: 10766686)","Host Connected (LGR S/N: 10766686, SEN S/N: 10766686)","End Of File (LGR S/N: 10766686, SEN S/N: 10766686)"
1,01/28/20 09:30:56 AM,93.378,2.837,,,,
2,01/28/20 09:31:01 AM,,,Logged,,,
3,01/28/20 09:40:56 AM,93.430,0.343,,,,
4,01/28/20 09:50:56 AM,93.422,-0.437,,,,
5,01/28/20 10:00:56 AM,93.434,-1.228,,,,
6,01/28/20 10:10:56 AM,94.611,-0.102,,,,
7,01/28/20 10:20:56 AM,94.958,1.003,,,,
8,01/28/20 10:30:56 AM,95.004,1.656,,,,
9,01/28/20 10:40:56 AM,95.014,2.088,,,,
10,01/28/20 10:50:56 AM,95.009,2.303,,,,
11,01/28/20 11:00:56 AM,95.044,2.517,,,,
12,01/28/20 11:10:56 AM,95.044,2.517,,,,
13,01/28/20 11:20:56 AM,95.027,2.624,,,,
14,01/28/20 11:30:56 AM,95.017,2.624,,,,
15,01/28/20 11:40:56 AM,95.009,2.730,,,,
16,01/28/20 11:50:56 AM,95.009,2.730,,,,
17,01/28/20 12:00:56 PM,95.019,2.730,,,,
18,01/28/20 12:10:56 PM,94.992,2.837,,,,
19,01/28/20 12:20:56 PM,94.992,2.837,,,,
20,01/28/20 12:30:56 PM,94.982,2.837,,,,
21,01/28/20 12:40:56 PM,94.974,2.943,,,,
22,01/28/20 12:50:56 PM,94.974,2.943,,,,
23,01/28/20 01:00:56 PM,94.957,3.049,,,,
24,01/28/20 01:10:56 PM,94.957,3.049,,,,
25,01/28/20 01:20:56 PM,94.947,3.049,,,,
26,01/28/20 01:30:56 PM,94.959,3.155,,,,
27,01/28/20 01:40:56 PM,94.962,3.261,,,,
28,01/28/20 01:50:56 PM,94.952,3.261,,,,
29,01/28/20 02:00:56 PM,94.962,3.261,,,,
30,01/28/20 02:10:56 PM,94.954,3.367,,,,
31,01/28/20 02:20:56 PM,94.984,3.367,,,,
32,01/28/20 02:30:56 PM,94.984,3.367,,,,
33,01/28/20 02:40:56 PM,94.984,3.367,,,,
34,01/28/20 02:50:56 PM,94.984,3.367,,,,
35,01/28/20 03:00:56 PM,94.997,3.472,,,,
36,01/28/20 03:10:56 PM,95.017,3.472,,,,
37,01/28/20 03:20:56 PM,95.027,3.472,,,,
38,01/28/20 03:30:56 PM,95.017,3.472,,,,
39,01/28/20 03:40:56 PM,95.027,3.472,,,,
40,01/28/20 03:50:56 PM,95.027,3.472,,,,
41,01/28/20 04:00:56 PM,95.027,3.472,,,,
42,01/28/20 04:10:56 PM,95.037,3.472,,,,
43,01/28/20 04:20:56 PM,95.047,3.472,,,,
44,01/28/20 04:30:56 PM,95.057,3.472,,,,
45,01/28/20 04:40:56 PM,95.067,3.472,,,,
46,01/28/20 04:50:56 PM,95.057,3.472,,,,
47,01/28/20 05:00:56 PM,95.067,3.472,,,,
48,01/28/20 05:10:56 PM,95.077,3.472,,,,
49,01/28/20 05:20:56 PM,95.077,3.472,,,,
50,01/28/20 05:30:56 PM,95.087,3.472,,,,
51,01/28/20 05:40:56 PM,95.077,3.472,,,,
52,01/28/20 05:50:56 PM,95.087,3.472,,,,
53,01/28/20 06:00:56 PM,95.087,3.472,,,,
54,01/28/20 06:10:56 PM,95.097,3.472,,,,
55,01/28/20 06:20:56 PM,95.087,3.472,,,,
56,01/28/20 06:30:56 PM,95.087,3.472,,,,
57,01/28/20 06:40:56 PM,95.087,3.472,,,,
58,01/28/20 06:50:56 PM,95.087,3.472,,,,
59,01/28/20 07:00:56 PM,95.117,3.472,,,,
60,01/28/20 07:10:56 PM,95.087,3.472,,,,
61,01/28/20 07:20:56 PM,95.087,3.472,,,,
62,01/28/20 07:30:56 PM,95.107,3.472,,,,
63,01/28/20 07:40:56 PM,95.117,3.472,,,,
64,01/28/20 07:50:56 PM,95.117,3.472,,,,
65,01/28/20 08:00:56 PM,95.117,3.472,,,,
66,01/28/20 08:10:56 PM,95.117,3.472,,,,
67,01/28/20 08:20:56 PM,95.117,3.472,,,,
68,01/28/20 08:30:56 PM,95.117,3.472,,,,
69,01/28/20 08:40:56 PM,95.117,3.472,,,,
70,01/28/20 08:50:56 PM,95.127,3.472,,,,
71,01/28/20 09:00:56 PM,95.137,3.472,,,,
72,01/28/20 09:10:56 PM,95.137,3.472,,,,
73,01/28/20 09:20:56 PM,95.147,3.472,,,,
74,01/28/20 09:30:56 PM,95.127,3.472,,,,
75,01/28/20 09:40:56 PM,95.147,3.472,,,,
76,01/28/20 09:50:56 PM,95.147,3.472,,,,
77,01/28/20 10:00:56 PM,95.157,3.472,,,,
78,01/28/20 10:10:56 PM,95.157,3.472,,,,
