"Plot Title: 86_3_s2"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766687, SEN S/N: 10766687, LBL: Absolute pressure)","Temp, °C (LGR S/N: 10766687, SEN S/N: 10766687, LBL: Temperature)","Coupler Detached (LGR S/N: 10766687, SEN S/N: 10766687)","Coupler Attached (LGR S/N: 10766687, SEN S/N: 10766687)","Host Connected (LGR S/N: 10766687, SEN S/N: 10766687)","Stopped (LGR S/N: 10766687, SEN S/N: 10766687)","End Of File (LGR S/N: 10766687, SEN S/N: 10766687)"
1,10/02/19 10:13:48 AM,93.839,11.722,,,,,
2,10/02/19 10:13:54 AM,,,Logged,,,,
3,10/02/19 10:23:48 AM,93.843,12.401,,,,,
4,10/02/19 10:33:48 AM,93.836,11.916,,,,,
5,10/02/19 10:43:48 AM,93.825,11.625,,,,,
6,10/02/19 10:53:48 AM,93.810,11.528,,,,,
7,10/02/19 11:03:48 AM,93.839,11.431,,,,,
8,10/02/19 11:13:48 AM,93.850,11.431,,,,,
9,10/02/19 11:23:48 AM,93.879,11.334,,,,,
10,10/02/19 11:33:48 AM,93.890,11.334,,,,,
11,10/02/19 11:43:48 AM,93.868,11.334,,,,,
12,10/02/19 11:53:48 AM,93.900,11.334,,,,,
13,10/02/19 12:03:48 PM,93.879,11.334,,,,,
14,10/02/19 12:13:48 PM,93.900,11.334,,,,,
15,10/02/19 12:23:48 PM,93.879,11.334,,,,,
16,10/02/19 12:33:48 PM,93.911,11.334,,,,,
17,10/02/19 12:43:48 PM,93.922,11.334,,,,,
18,10/02/19 12:53:48 PM,93.911,11.334,,,,,
19,10/02/19 01:03:48 PM,93.933,11.334,,,,,
20,10/02/19 01:13:48 PM,93.965,11.334,,,,,
21,10/02/19 01:23:48 PM,93.965,11.334,,,,,
22,10/02/19 01:33:48 PM,93.976,11.334,,,,,
23,10/02/19 01:43:48 PM,93.944,11.334,,,,,
24,10/02/19 01:53:48 PM,93.965,11.334,,,,,
25,10/02/19 02:03:48 PM,93.955,11.334,,,,,
26,10/02/19 02:13:48 PM,93.976,11.334,,,,,
27,10/02/19 02:23:48 PM,93.998,11.334,,,,,
28,10/02/19 02:33:48 PM,93.965,11.334,,,,,
29,10/02/19 02:43:48 PM,94.019,11.334,,,,,
30,10/02/19 02:53:48 PM,94.019,11.334,,,,,
31,10/02/19 03:03:48 PM,94.019,11.334,,,,,
32,10/02/19 03:13:48 PM,94.009,11.334,,,,,
33,10/02/19 03:23:48 PM,94.030,11.334,,,,,
34,10/02/19 03:33:48 PM,94.030,11.334,,,,,
35,10/02/19 03:43:48 PM,94.030,11.334,,,,,
36,10/02/19 03:53:48 PM,94.041,11.334,,,,,
37,10/02/19 04:03:48 PM,94.095,11.334,,,,,
38,10/02/19 04:13:48 PM,94.052,11.334,,,,,
39,10/02/19 04:23:48 PM,94.084,11.334,,,,,
40,10/02/19 04:33:48 PM,94.095,11.334,,,,,
41,10/02/19 04:43:48 PM,94.117,11.334,,,,,
