"Plot Title: 52_3_s1"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 20357937, SEN S/N: 20357937)","Temp, °C (LGR S/N: 20357937, SEN S/N: 20357937)"
1,10/02/19 12:54:58 PM,93.102,12.594
2,10/02/19 01:04:58 PM,93.134,12.594
3,10/02/19 01:14:58 PM,93.142,12.013
4,10/02/19 01:24:58 PM,93.156,11.722
5,10/02/19 01:34:58 PM,93.152,11.528
6,10/02/19 01:44:58 PM,93.139,11.431
7,10/02/19 01:54:58 PM,93.136,11.334
8,10/02/19 02:04:58 PM,93.147,11.334
9,10/02/19 02:14:58 PM,93.177,11.236
10,10/02/19 02:24:58 PM,93.177,11.236
11,10/02/19 02:34:58 PM,93.187,11.236
12,10/02/19 02:44:58 PM,93.209,11.236
13,10/02/19 02:54:58 PM,93.198,11.236
14,10/02/19 03:04:58 PM,93.198,11.236
15,10/02/19 03:14:58 PM,93.198,11.236
16,10/02/19 03:24:58 PM,93.209,11.236
17,10/02/19 03:34:58 PM,93.209,11.236
18,10/02/19 03:44:58 PM,93.230,11.236
19,10/02/19 03:54:58 PM,93.230,11.236
20,10/02/19 04:04:58 PM,93.251,11.236
21,10/02/19 04:14:58 PM,93.251,11.236
22,10/02/19 04:24:58 PM,93.273,11.236
23,10/02/19 04:34:58 PM,93.273,11.236
24,10/02/19 04:44:58 PM,93.283,11.236
25,10/02/19 04:54:58 PM,93.305,11.236
26,10/02/19 05:04:58 PM,93.305,11.236
27,10/02/19 05:14:58 PM,93.315,11.236
28,10/02/19 05:24:58 PM,93.347,11.236
29,10/02/19 05:34:58 PM,93.369,11.236
30,10/02/19 05:44:58 PM,93.369,11.236
31,10/02/19 05:54:58 PM,93.379,11.236
32,10/02/19 06:04:58 PM,93.379,11.236
33,10/02/19 06:14:58 PM,93.422,11.236
34,10/02/19 06:24:58 PM,93.411,11.236
35,10/02/19 06:34:58 PM,93.443,11.236
36,10/02/19 06:44:58 PM,93.454,11.236
37,10/02/19 06:54:58 PM,93.465,11.236
38,10/02/19 07:04:58 PM,93.497,11.236
39,10/02/19 07:14:58 PM,93.518,11.236
40,10/02/19 07:24:58 PM,93.518,11.236
41,10/02/19 07:34:58 PM,93.529,11.236
42,10/02/19 07:44:58 PM,93.539,11.236
43,10/02/19 07:54:58 PM,93.582,11.236
44,10/02/19 08:04:58 PM,93.614,11.236
45,10/02/19 08:14:58 PM,93.614,11.236
46,10/02/19 08:24:58 PM,93.657,11.236
47,10/02/19 08:34:58 PM,93.667,11.236
48,10/02/19 08:44:58 PM,93.657,11.236
49,10/02/19 08:54:58 PM,93.667,11.236
50,10/02/19 09:04:58 PM,93.689,11.236
51,10/02/19 09:14:58 PM,93.699,11.236
52,10/02/19 09:24:58 PM,93.710,11.236
53,10/02/19 09:34:58 PM,93.731,11.236
54,10/02/19 09:44:58 PM,93.721,11.236
55,10/02/19 09:54:58 PM,93.731,11.236
56,10/02/19 10:04:58 PM,93.742,11.236
57,10/02/19 10:14:58 PM,93.774,11.236
58,10/02/19 10:24:58 PM,93.753,11.236
59,10/02/19 10:34:58 PM,93.763,11.236
60,10/02/19 10:44:58 PM,93.774,11.236
61,10/02/19 10:54:58 PM,93.838,11.236
62,10/02/19 11:04:58 PM,93.827,11.236
63,10/02/19 11:14:58 PM,93.859,11.236
64,10/02/19 11:24:58 PM,93.870,11.236
65,10/02/19 11:34:58 PM,93.870,11.236
66,10/02/19 11:44:58 PM,93.870,11.236
67,10/02/19 11:54:58 PM,93.870,11.236
68,10/03/19 12:04:58 AM,93.870,11.236
69,10/03/19 12:14:58 AM,93.870,11.236
70,10/03/19 12:24:58 AM,93.891,11.236
71,10/03/19 12:34:58 AM,93.913,11.236
72,10/03/19 12:44:58 AM,93.955,11.236
73,10/03/19 12:54:58 AM,93.987,11.236
74,10/03/19 01:04:58 AM,94.019,11.236
75,10/03/19 01:14:58 AM,94.030,11.236
76,10/03/19 01:24:58 AM,94.062,11.236
77,10/03/19 01:34:58 AM,94.083,11.236
78,10/03/19 01:44:58 AM,94.105,11.236
79,10/03/19 01:54:58 AM,94.094,11.236
80,10/03/19 02:04:58 AM,94.115,11.236
81,10/03/19 02:14:58 AM,94.105,11.236
82,10/03/19 02:24:58 AM,94.094,11.236
83,10/03/19 02:34:58 AM,94.105,11.236
84,10/03/19 02:44:58 AM,94.115,11.236
85,10/03/19 02:54:58 AM,94.126,11.236
86,10/03/19 03:04:58 AM,94.147,11.236
87,10/03/19 03:14:58 AM,94.137,11.236
88,10/03/19 03:24:58 AM,94.147,11.236
89,10/03/19 03:34:58 AM,94.158,11.236
90,10/03/19 03:44:58 AM,94.158,11.236
91,10/03/19 03:54:58 AM,94.147,11.236
92,10/03/19 04:04:58 AM,94.147,11.236
93,10/03/19 04:14:58 AM,94.169,11.236
94,10/03/19 04:24:58 AM,94.179,11.236
95,10/03/19 04:34:58 AM,94.169,11.236
96,10/03/19 04:44:58 AM,94.190,11.236
97,10/03/19 04:54:58 AM,94.190,11.236
98,10/03/19 05:04:58 AM,94.190,11.236
99,10/03/19 05:14:58 AM,94.211,11.236
100,10/03/19 05:24:58 AM,94.222,11.236
101,10/03/19 05:34:58 AM,94.222,11.236
102,10/03/19 05:44:58 AM,94.233,11.236
103,10/03/19 05:54:58 AM,94.243,11.236
104,10/03/19 06:04:58 AM,94.265,11.236
105,10/03/19 06:14:58 AM,94.318,11.236
106,10/03/19 06:24:58 AM,94.339,11.236
107,10/03/19 06:34:58 AM,94.307,11.236
108,10/03/19 06:44:58 AM,94.318,11.236
109,10/03/19 06:54:58 AM,94.350,11.236
110,10/03/19 07:04:58 AM,94.371,11.236
111,10/03/19 07:14:58 AM,94.371,11.236
112,10/03/19 07:24:58 AM,94.371,11.236
113,10/03/19 07:34:58 AM,94.350,11.236
114,10/03/19 07:44:58 AM,94.361,11.236
115,10/03/19 07:54:58 AM,94.350,11.236
116,10/03/19 08:04:58 AM,94.382,11.236
117,10/03/19 08:14:58 AM,94.393,11.236
118,10/03/19 08:24:58 AM,94.382,11.236
119,10/03/19 08:34:58 AM,94.393,11.236
120,10/03/19 08:44:58 AM,94.382,11.236
121,10/03/19 08:54:58 AM,94.361,11.236
122,10/03/19 09:04:58 AM,94.371,11.236
123,10/03/19 09:14:58 AM,94.403,11.236
124,10/03/19 09:24:58 AM,94.371,11.236
125,10/03/19 09:34:58 AM,94.339,11.236
126,10/03/19 09:44:58 AM,94.350,11.236
127,10/03/19 09:54:58 AM,94.393,11.236
128,10/03/19 10:04:58 AM,94.382,11.236
129,10/03/19 10:14:58 AM,94.361,11.236
130,10/03/19 10:24:58 AM,94.348,11.139
131,10/03/19 10:34:58 AM,94.318,11.236
132,10/03/19 10:44:58 AM,94.316,11.139
133,10/03/19 10:54:58 AM,94.326,11.139
134,10/03/19 11:04:58 AM,94.294,11.139
135,10/03/19 11:14:58 AM,94.305,11.139
136,10/03/19 11:24:58 AM,94.294,11.139
137,10/03/19 11:34:58 AM,94.294,11.139
138,10/03/19 11:44:58 AM,94.305,11.139
139,10/03/19 11:54:58 AM,94.284,11.139
140,10/03/19 12:04:58 PM,94.284,11.139
141,10/03/19 12:14:58 PM,94.220,11.139
142,10/03/19 12:24:58 PM,94.188,11.139
143,10/03/19 12:34:58 PM,94.188,11.139
144,10/03/19 12:44:58 PM,94.209,11.139
145,10/03/19 12:54:58 PM,94.198,11.139
146,10/03/19 01:04:58 PM,94.198,11.139
147,10/03/19 01:14:58 PM,94.113,11.139
148,10/03/19 01:24:58 PM,94.060,11.139
149,10/03/19 01:34:58 PM,94.081,11.139
150,10/03/19 01:44:58 PM,94.060,11.139
151,10/03/19 01:54:58 PM,94.102,11.139
152,10/03/19 02:04:58 PM,94.092,11.139
153,10/03/19 02:14:58 PM,94.049,11.139
154,10/03/19 02:24:58 PM,94.017,11.139
155,10/03/19 02:34:58 PM,94.017,11.139
156,10/03/19 02:44:58 PM,94.038,11.139
157,10/03/19 02:54:58 PM,94.038,11.139
158,10/03/19 03:04:58 PM,94.006,11.139
159,10/03/19 03:14:58 PM,93.996,11.139
160,10/03/19 03:24:58 PM,93.964,11.139
161,10/03/19 03:34:58 PM,93.932,11.139
162,10/03/19 03:44:58 PM,93.921,11.139
163,10/03/19 03:54:58 PM,93.910,11.139
164,10/03/19 04:04:58 PM,93.900,11.139
165,10/03/19 04:14:58 PM,93.889,11.139
166,10/03/19 04:24:58 PM,93.878,11.139
167,10/03/19 04:34:58 PM,93.868,11.139
168,10/03/19 04:44:58 PM,93.846,11.139
169,10/03/19 04:54:58 PM,93.857,11.139
170,10/03/19 05:04:58 PM,93.836,11.139
171,10/03/19 05:14:58 PM,93.836,11.139
172,10/03/19 05:24:58 PM,93.836,11.139
173,10/03/19 05:34:58 PM,93.836,11.139
174,10/03/19 05:44:58 PM,93.825,11.139
175,10/03/19 05:54:58 PM,93.825,11.139
176,10/03/19 06:04:58 PM,93.836,11.139
177,10/03/19 06:14:58 PM,93.804,11.139
178,10/03/19 06:24:58 PM,93.804,11.139
179,10/03/19 06:34:58 PM,93.814,11.139
180,10/03/19 06:44:58 PM,93.804,11.139
181,10/03/19 06:54:58 PM,93.814,11.139
182,10/03/19 07:04:58 PM,93.804,11.139
183,10/03/19 07:14:58 PM,93.761,11.139
184,10/03/19 07:24:58 PM,93.740,11.139
185,10/03/19 07:34:58 PM,93.740,11.139
186,10/03/19 07:44:58 PM,93.740,11.139
187,10/03/19 07:54:58 PM,93.697,11.139
188,10/03/19 08:04:58 PM,93.708,11.139
189,10/03/19 08:14:58 PM,93.705,11.041
190,10/03/19 08:24:58 PM,93.684,11.041
191,10/03/19 08:34:58 PM,93.695,11.041
192,10/03/19 08:44:58 PM,93.695,11.041
193,10/03/19 08:54:58 PM,93.663,11.041
194,10/03/19 09:04:58 PM,93.631,11.041
195,10/03/19 09:14:58 PM,93.641,11.041
196,10/03/19 09:24:58 PM,93.631,11.041
197,10/03/19 09:34:58 PM,93.609,11.041
198,10/03/19 09:44:58 PM,93.588,11.041
199,10/03/19 09:54:58 PM,93.577,11.041
200,10/03/19 10:04:58 PM,93.556,11.041
201,10/03/19 10:14:58 PM,93.535,11.041
202,10/03/19 10:24:58 PM,93.535,11.041
203,10/03/19 10:34:58 PM,93.513,11.041
204,10/03/19 10:44:58 PM,93.524,11.041
205,10/03/19 10:54:58 PM,93.471,11.041
206,10/03/19 11:04:58 PM,93.449,11.041
207,10/03/19 11:14:58 PM,93.460,11.041
208,10/03/19 11:24:58 PM,93.471,11.041
209,10/03/19 11:34:58 PM,93.449,11.041
210,10/03/19 11:44:58 PM,93.417,11.041
211,10/03/19 11:54:58 PM,93.428,11.041
212,10/04/19 12:04:58 AM,93.396,11.041
213,10/04/19 12:14:58 AM,93.385,11.041
214,10/04/19 12:24:58 AM,93.364,11.041
215,10/04/19 12:34:58 AM,93.364,11.041
216,10/04/19 12:44:58 AM,93.396,11.041
217,10/04/19 12:54:58 AM,93.385,11.041
218,10/04/19 01:04:58 AM,93.417,11.041
219,10/04/19 01:14:58 AM,93.439,11.041
220,10/04/19 01:24:58 AM,93.471,11.041
221,10/04/19 01:34:58 AM,93.492,11.041
222,10/04/19 01:44:58 AM,93.535,11.041
223,10/04/19 01:54:58 AM,93.545,11.041
224,10/04/19 02:04:58 AM,93.567,11.041
225,10/04/19 02:14:58 AM,93.588,11.041
226,10/04/19 02:24:58 AM,93.599,11.041
227,10/04/19 02:34:58 AM,93.620,11.041
228,10/04/19 02:44:58 AM,93.641,11.041
229,10/04/19 02:54:58 AM,93.652,11.041
230,10/04/19 03:04:58 AM,93.663,11.041
231,10/04/19 03:14:58 AM,93.684,11.041
232,10/04/19 03:24:58 AM,93.705,11.041
233,10/04/19 03:34:58 AM,93.727,11.041
234,10/04/19 03:44:58 AM,93.769,11.041
235,10/04/19 03:54:58 AM,93.780,11.041
236,10/04/19 04:04:58 AM,93.791,11.041
237,10/04/19 04:14:58 AM,93.844,11.041
238,10/04/19 04:24:58 AM,93.855,11.041
239,10/04/19 04:34:58 AM,93.897,11.041
240,10/04/19 04:44:58 AM,93.929,11.041
241,10/04/19 04:54:58 AM,94.217,11.041
242,10/04/19 05:04:58 AM,94.620,10.944
243,10/04/19 05:14:58 AM,94.951,10.944
244,10/04/19 05:24:58 AM,95.239,10.944
245,10/04/19 05:34:58 AM,95.484,10.944
246,10/04/19 05:44:58 AM,95.677,10.944
247,10/04/19 05:54:58 AM,95.794,10.944
248,10/04/19 06:04:58 AM,95.901,10.944
249,10/04/19 06:14:58 AM,95.975,10.944
250,10/04/19 06:24:58 AM,96.050,10.944
251,10/04/19 06:34:58 AM,96.125,10.944
252,10/04/19 06:44:58 AM,96.167,10.944
253,10/04/19 06:54:58 AM,96.253,10.944
254,10/04/19 07:04:58 AM,96.306,10.944
255,10/04/19 07:14:58 AM,96.338,10.944
256,10/04/19 07:24:58 AM,96.381,10.944
257,10/04/19 07:34:58 AM,96.413,10.944
258,10/04/19 07:44:58 AM,96.423,10.944
259,10/04/19 07:54:58 AM,96.434,10.944
260,10/04/19 08:04:58 AM,96.466,10.944
261,10/04/19 08:14:58 AM,96.477,10.944
262,10/04/19 08:24:58 AM,96.455,10.944
263,10/04/19 08:34:58 AM,96.477,10.944
264,10/04/19 08:44:58 AM,96.477,10.944
265,10/04/19 08:54:58 AM,96.498,10.944
266,10/04/19 09:04:58 AM,96.509,10.944
267,10/04/19 09:14:58 AM,96.509,10.944
268,10/04/19 09:24:58 AM,96.519,10.944
269,10/04/19 09:34:58 AM,96.541,10.944
270,10/04/19 09:44:58 AM,96.551,10.944
271,10/04/19 09:54:58 AM,96.570,10.846
272,10/04/19 10:04:58 AM,96.570,10.846
273,10/04/19 10:14:58 AM,96.592,10.846
274,10/04/19 10:24:58 AM,96.602,10.846
275,10/04/19 10:34:58 AM,96.613,10.846
276,10/04/19 10:44:58 AM,96.624,10.846
277,10/04/19 10:54:58 AM,96.624,10.846
278,10/04/19 11:04:58 AM,96.666,10.846
279,10/04/19 11:14:58 AM,96.677,10.846
280,10/04/19 11:24:58 AM,96.720,10.846
281,10/04/19 11:34:58 AM,96.762,10.846
282,10/04/19 11:44:58 AM,96.816,10.846
283,10/04/19 11:54:58 AM,96.858,10.846
284,10/04/19 12:04:58 PM,96.890,10.846
285,10/04/19 12:14:58 PM,96.922,10.846
286,10/04/19 12:24:58 PM,96.933,10.846
287,10/04/19 12:34:58 PM,96.944,10.846
288,10/04/19 12:44:58 PM,96.944,10.846
289,10/04/19 12:54:58 PM,96.954,10.846
290,10/04/19 01:04:58 PM,96.965,10.846
291,10/04/19 01:14:58 PM,96.986,10.846
292,10/04/19 01:24:58 PM,96.997,10.846
293,10/04/19 01:34:58 PM,97.008,10.846
294,10/04/19 01:44:58 PM,97.008,10.846
295,10/04/19 01:54:58 PM,97.029,10.846
296,10/04/19 02:04:58 PM,97.040,10.846
297,10/04/19 02:14:58 PM,97.061,10.846
298,10/04/19 02:24:58 PM,97.083,10.846
299,10/04/19 02:34:58 PM,97.083,10.846
300,10/04/19 02:44:58 PM,97.093,10.846
301,10/04/19 02:54:58 PM,97.083,10.846
302,10/04/19 03:04:58 PM,97.083,10.846
303,10/04/19 03:14:58 PM,97.093,10.846
304,10/04/19 03:24:58 PM,97.104,10.846
305,10/04/19 03:34:58 PM,97.115,10.846
306,10/04/19 03:44:58 PM,97.115,10.846
307,10/04/19 03:54:58 PM,97.157,10.846
308,10/04/19 04:04:58 PM,97.168,10.846
309,10/04/19 04:14:58 PM,97.168,10.846
310,10/04/19 04:24:58 PM,97.168,10.846
311,10/04/19 04:34:58 PM,97.168,10.846
312,10/04/19 04:44:58 PM,97.189,10.846
313,10/04/19 04:54:58 PM,97.232,10.846
314,10/04/19 05:04:58 PM,97.243,10.846
315,10/04/19 05:14:58 PM,97.264,10.846
316,10/04/19 05:24:58 PM,97.285,10.846
317,10/04/19 05:34:58 PM,97.296,10.846
318,10/04/19 05:44:58 PM,97.317,10.846
319,10/04/19 05:54:58 PM,97.328,10.846
320,10/04/19 06:04:58 PM,97.339,10.846
321,10/04/19 06:14:58 PM,97.360,10.846
322,10/04/19 06:24:58 PM,97.371,10.846
323,10/04/19 06:34:58 PM,97.358,10.748
324,10/04/19 06:44:58 PM,97.368,10.748
325,10/04/19 06:54:58 PM,97.411,10.748
326,10/04/19 07:04:58 PM,97.432,10.748
327,10/04/19 07:14:58 PM,97.422,10.748
328,10/04/19 07:24:58 PM,97.432,10.748
329,10/04/19 07:34:58 PM,97.464,10.748
330,10/04/19 07:44:58 PM,97.486,10.748
331,10/04/19 07:54:58 PM,97.496,10.748
332,10/04/19 08:04:58 PM,97.507,10.748
333,10/04/19 08:14:58 PM,97.528,10.748
334,10/04/19 08:24:58 PM,97.528,10.748
335,10/04/19 08:34:58 PM,97.550,10.748
336,10/04/19 08:44:58 PM,97.571,10.748
337,10/04/19 08:54:58 PM,97.571,10.748
338,10/04/19 09:04:58 PM,97.582,10.748
339,10/04/19 09:14:58 PM,97.592,10.748
340,10/04/19 09:24:58 PM,97.603,10.748
341,10/04/19 09:34:58 PM,97.603,10.748
342,10/04/19 09:44:58 PM,97.614,10.748
343,10/04/19 09:54:58 PM,97.614,10.748
344,10/04/19 10:04:58 PM,97.614,10.748
345,10/04/19 10:14:58 PM,97.614,10.748
346,10/04/19 10:24:58 PM,97.614,10.748
347,10/04/19 10:34:58 PM,97.635,10.748
348,10/04/19 10:44:58 PM,97.635,10.748
349,10/04/19 10:54:58 PM,97.656,10.748
350,10/04/19 11:04:58 PM,97.667,10.748
351,10/04/19 11:14:58 PM,97.688,10.748
352,10/04/19 11:24:58 PM,97.699,10.748
353,10/04/19 11:34:58 PM,97.699,10.748
354,10/04/19 11:44:58 PM,97.710,10.748
355,10/04/19 11:54:58 PM,97.710,10.748
356,10/05/19 12:04:58 AM,97.720,10.748
357,10/05/19 12:14:58 AM,97.720,10.748
358,10/05/19 12:24:58 AM,97.710,10.748
359,10/05/19 12:34:58 AM,97.720,10.748
360,10/05/19 12:44:58 AM,97.720,10.748
361,10/05/19 12:54:58 AM,97.720,10.748
362,10/05/19 01:04:58 AM,97.731,10.748
363,10/05/19 01:14:58 AM,97.720,10.748
364,10/05/19 01:24:58 AM,97.720,10.748
365,10/05/19 01:34:58 AM,97.729,10.651
366,10/05/19 01:44:58 AM,97.729,10.651
367,10/05/19 01:54:58 AM,97.739,10.651
368,10/05/19 02:04:58 AM,97.750,10.651
369,10/05/19 02:14:58 AM,97.750,10.651
370,10/05/19 02:24:58 AM,97.750,10.651
371,10/05/19 02:34:58 AM,97.739,10.651
372,10/05/19 02:44:58 AM,97.739,10.651
373,10/05/19 02:54:58 AM,97.739,10.651
374,10/05/19 03:04:58 AM,97.729,10.651
375,10/05/19 03:14:58 AM,97.718,10.651
376,10/05/19 03:24:58 AM,97.729,10.651
377,10/05/19 03:34:58 AM,97.739,10.651
378,10/05/19 03:44:58 AM,97.739,10.651
379,10/05/19 03:54:58 AM,97.761,10.651
380,10/05/19 04:04:58 AM,97.771,10.651
381,10/05/19 04:14:58 AM,97.793,10.651
382,10/05/19 04:24:58 AM,97.803,10.651
383,10/05/19 04:34:58 AM,97.814,10.651
384,10/05/19 04:44:58 AM,97.825,10.651
385,10/05/19 04:54:58 AM,97.835,10.651
386,10/05/19 05:04:58 AM,97.825,10.651
387,10/05/19 05:14:58 AM,97.825,10.651
388,10/05/19 05:24:58 AM,97.825,10.651
389,10/05/19 05:34:58 AM,97.835,10.651
390,10/05/19 05:44:58 AM,97.835,10.651
391,10/05/19 05:54:58 AM,97.835,10.651
392,10/05/19 06:04:58 AM,97.835,10.651
393,10/05/19 06:14:58 AM,97.835,10.651
394,10/05/19 06:24:58 AM,97.835,10.651
395,10/05/19 06:34:58 AM,97.835,10.651
396,10/05/19 06:44:58 AM,97.835,10.651
397,10/05/19 06:54:58 AM,97.876,10.553
398,10/05/19 07:04:58 AM,97.876,10.553
399,10/05/19 07:14:58 AM,97.886,10.553
400,10/05/19 07:24:58 AM,97.897,10.553
401,10/05/19 07:34:58 AM,97.886,10.553
402,10/05/19 07:44:58 AM,97.876,10.553
403,10/05/19 07:54:58 AM,97.897,10.553
404,10/05/19 08:04:58 AM,97.908,10.553
405,10/05/19 08:14:58 AM,97.918,10.553
406,10/05/19 08:24:58 AM,97.940,10.553
407,10/05/19 08:34:58 AM,97.940,10.553
408,10/05/19 08:44:58 AM,97.929,10.553
409,10/05/19 08:54:58 AM,97.940,10.553
410,10/05/19 09:04:58 AM,97.940,10.553
411,10/05/19 09:14:58 AM,97.961,10.553
412,10/05/19 09:24:58 AM,97.961,10.553
413,10/05/19 09:34:58 AM,97.972,10.553
414,10/05/19 09:44:58 AM,97.961,10.553
415,10/05/19 09:54:58 AM,97.961,10.553
416,10/05/19 10:04:58 AM,97.961,10.553
417,10/05/19 10:14:58 AM,97.961,10.553
418,10/05/19 10:24:58 AM,97.972,10.553
419,10/05/19 10:34:58 AM,97.950,10.553
420,10/05/19 10:44:58 AM,97.961,10.553
421,10/05/19 10:54:58 AM,97.929,10.553
422,10/05/19 11:04:58 AM,97.929,10.553
423,10/05/19 11:14:58 AM,97.929,10.553
424,10/05/19 11:24:58 AM,97.897,10.553
425,10/05/19 11:34:58 AM,97.886,10.553
426,10/05/19 11:44:58 AM,97.886,10.553
427,10/05/19 11:54:58 AM,97.844,10.553
428,10/05/19 12:04:58 PM,97.854,10.553
429,10/05/19 12:14:58 PM,97.833,10.553
430,10/05/19 12:24:58 PM,97.812,10.553
431,10/05/19 12:34:58 PM,97.822,10.553
432,10/05/19 12:44:58 PM,97.801,10.553
433,10/05/19 12:54:58 PM,97.790,10.553
434,10/05/19 01:04:58 PM,97.758,10.553
435,10/05/19 01:14:58 PM,97.769,10.553
436,10/05/19 01:24:58 PM,97.758,10.553
437,10/05/19 01:34:58 PM,97.737,10.553
438,10/05/19 01:44:58 PM,97.726,10.553
439,10/05/19 01:54:58 PM,97.716,10.553
440,10/05/19 02:04:58 PM,97.694,10.553
441,10/05/19 02:14:58 PM,97.673,10.553
442,10/05/19 02:24:58 PM,97.652,10.553
443,10/05/19 02:34:58 PM,97.630,10.553
444,10/05/19 02:44:58 PM,97.630,10.553
445,10/05/19 02:54:58 PM,97.609,10.553
446,10/05/19 03:04:58 PM,97.588,10.553
447,10/05/19 03:14:58 PM,97.566,10.553
448,10/05/19 03:24:58 PM,97.545,10.553
449,10/05/19 03:34:58 PM,97.513,10.553
450,10/05/19 03:44:58 PM,97.481,10.553
451,10/05/19 03:54:58 PM,97.470,10.553
452,10/05/19 04:04:58 PM,97.470,10.553
453,10/05/19 04:14:58 PM,97.460,10.553
454,10/05/19 04:24:58 PM,97.449,10.553
455,10/05/19 04:34:58 PM,97.449,10.553
456,10/05/19 04:44:58 PM,97.428,10.553
457,10/05/19 04:54:58 PM,97.428,10.553
458,10/05/19 05:04:58 PM,97.406,10.553
459,10/05/19 05:14:58 PM,97.406,10.553
460,10/05/19 05:24:58 PM,97.417,10.553
461,10/05/19 05:34:58 PM,97.436,10.455
462,10/05/19 05:44:58 PM,97.414,10.455
463,10/05/19 05:54:58 PM,97.425,10.455
464,10/05/19 06:04:58 PM,97.414,10.455
465,10/05/19 06:14:58 PM,97.447,10.455
466,10/05/19 06:24:58 PM,97.436,10.455
467,10/05/19 06:34:58 PM,97.425,10.455
468,10/05/19 06:44:58 PM,97.447,10.455
469,10/05/19 06:54:58 PM,97.447,10.455
470,10/05/19 07:04:58 PM,97.447,10.455
471,10/05/19 07:14:58 PM,97.447,10.455
472,10/05/19 07:24:58 PM,97.447,10.455
473,10/05/19 07:34:58 PM,97.436,10.455
474,10/05/19 07:44:58 PM,97.447,10.455
475,10/05/19 07:54:58 PM,97.436,10.455
476,10/05/19 08:04:58 PM,97.436,10.455
477,10/05/19 08:14:58 PM,97.447,10.455
478,10/05/19 08:24:58 PM,97.447,10.455
479,10/05/19 08:34:58 PM,97.447,10.455
480,10/05/19 08:44:58 PM,97.457,10.455
481,10/05/19 08:54:58 PM,97.457,10.455
482,10/05/19 09:04:58 PM,97.457,10.455
483,10/05/19 09:14:58 PM,97.468,10.455
484,10/05/19 09:24:58 PM,97.457,10.455
485,10/05/19 09:34:58 PM,97.457,10.455
486,10/05/19 09:44:58 PM,97.457,10.455
487,10/05/19 09:54:58 PM,97.457,10.455
488,10/05/19 10:04:58 PM,97.457,10.455
489,10/05/19 10:14:58 PM,97.489,10.455
490,10/05/19 10:24:58 PM,97.479,10.455
491,10/05/19 10:34:58 PM,97.500,10.455
492,10/05/19 10:44:58 PM,97.489,10.455
493,10/05/19 10:54:58 PM,97.479,10.455
494,10/05/19 11:04:58 PM,97.489,10.455
495,10/05/19 11:14:58 PM,97.479,10.455
496,10/05/19 11:24:58 PM,97.479,10.455
497,10/05/19 11:34:58 PM,97.479,10.455
498,10/05/19 11:44:58 PM,97.468,10.455
499,10/05/19 11:54:58 PM,97.457,10.455
500,10/06/19 12:04:58 AM,97.447,10.455
501,10/06/19 12:14:58 AM,97.447,10.455
502,10/06/19 12:24:58 AM,97.457,10.455
503,10/06/19 12:34:58 AM,97.447,10.455
504,10/06/19 12:44:58 AM,97.436,10.455
505,10/06/19 12:54:58 AM,97.447,10.455
506,10/06/19 01:04:58 AM,97.447,10.455
507,10/06/19 01:14:58 AM,97.468,10.455
508,10/06/19 01:24:58 AM,97.468,10.455
509,10/06/19 01:34:58 AM,97.468,10.455
510,10/06/19 01:44:58 AM,97.489,10.455
511,10/06/19 01:54:58 AM,97.479,10.455
512,10/06/19 02:04:58 AM,97.500,10.455
513,10/06/19 02:14:58 AM,97.487,10.357
514,10/06/19 02:24:58 AM,97.465,10.357
515,10/06/19 02:34:58 AM,97.465,10.357
516,10/06/19 02:44:58 AM,97.455,10.357
517,10/06/19 02:54:58 AM,97.444,10.357
518,10/06/19 03:04:58 AM,97.444,10.357
519,10/06/19 03:14:58 AM,97.455,10.357
520,10/06/19 03:24:58 AM,97.455,10.357
521,10/06/19 03:34:58 AM,97.444,10.357
522,10/06/19 03:44:58 AM,97.455,10.357
523,10/06/19 03:54:58 AM,97.444,10.357
524,10/06/19 04:04:58 AM,97.433,10.357
525,10/06/19 04:14:58 AM,97.433,10.357
526,10/06/19 04:24:58 AM,97.433,10.357
527,10/06/19 04:34:58 AM,97.433,10.357
528,10/06/19 04:44:58 AM,97.444,10.357
529,10/06/19 04:54:58 AM,97.433,10.357
530,10/06/19 05:04:58 AM,97.444,10.357
531,10/06/19 05:14:58 AM,97.444,10.357
532,10/06/19 05:24:58 AM,97.412,10.357
533,10/06/19 05:34:58 AM,97.412,10.357
534,10/06/19 05:44:58 AM,97.412,10.357
535,10/06/19 05:54:58 AM,97.423,10.357
536,10/06/19 06:04:58 AM,97.423,10.357
537,10/06/19 06:14:58 AM,97.412,10.357
538,10/06/19 06:24:58 AM,97.412,10.357
539,10/06/19 06:34:58 AM,97.401,10.357
540,10/06/19 06:44:58 AM,97.401,10.357
541,10/06/19 06:54:58 AM,97.391,10.357
542,10/06/19 07:04:58 AM,97.391,10.357
543,10/06/19 07:14:58 AM,97.401,10.357
544,10/06/19 07:24:58 AM,97.391,10.357
545,10/06/19 07:34:58 AM,97.380,10.357
546,10/06/19 07:44:58 AM,97.401,10.357
547,10/06/19 07:54:58 AM,97.412,10.357
548,10/06/19 08:04:58 AM,97.423,10.357
549,10/06/19 08:14:58 AM,97.401,10.357
550,10/06/19 08:24:58 AM,97.401,10.357
551,10/06/19 08:34:58 AM,97.412,10.357
552,10/06/19 08:44:58 AM,97.401,10.357
553,10/06/19 08:54:58 AM,97.423,10.357
554,10/06/19 09:04:58 AM,97.423,10.357
555,10/06/19 09:14:58 AM,97.401,10.357
