"Plot Title: 86_3_s1"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766686, SEN S/N: 10766686, LBL: pressure)","Temp, °C (LGR S/N: 10766686, SEN S/N: 10766686, LBL: temp)","End Of File (LGR S/N: 10766686, SEN S/N: 10766686)"
1,08/11/20 09:19:54 AM,94.689,15.187,Logged
