"Plot Title: 86_3_s2"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766687, SEN S/N: 10766687, LBL: Absolute pressure)","Temp, °C (LGR S/N: 10766687, SEN S/N: 10766687, LBL: Temperature)","Coupler Detached (LGR S/N: 10766687, SEN S/N: 10766687)","Coupler Attached (LGR S/N: 10766687, SEN S/N: 10766687)","Host Connected (LGR S/N: 10766687, SEN S/N: 10766687)","Stopped (LGR S/N: 10766687, SEN S/N: 10766687)","End Of File (LGR S/N: 10766687, SEN S/N: 10766687)"
1,05/22/19 12:27:23 PM,95.052,9.472,,,,,
2,05/22/19 12:28:11 PM,,,Logged,,,,
3,05/22/19 12:28:23 PM,94.996,10.259,,,,,
4,05/22/19 12:29:23 PM,96.852,10.748,,,,,
5,05/22/19 12:30:23 PM,96.768,10.259,,,,,
6,05/22/19 12:31:23 PM,96.739,9.768,,,,,
7,05/22/19 12:32:23 PM,96.709,9.275,,,,,
8,05/22/19 12:33:23 PM,96.694,8.879,,,,,
9,05/22/19 12:34:23 PM,96.697,8.680,,,,,
10,05/22/19 12:35:23 PM,96.686,8.382,,,,,
11,05/22/19 12:36:23 PM,96.678,8.182,,,,,
12,05/22/19 12:37:23 PM,96.685,8.082,,,,,
13,05/22/19 12:38:23 PM,96.692,7.983,,,,,
14,05/22/19 12:39:23 PM,96.695,7.782,,,,,
15,05/22/19 12:40:23 PM,96.695,7.782,,,,,
16,05/22/19 12:41:23 PM,96.691,7.682,,,,,
17,05/22/19 12:42:23 PM,96.687,7.582,,,,,
18,05/22/19 12:43:23 PM,96.673,7.481,,,,,
19,05/22/19 12:44:23 PM,96.673,7.481,,,,,
20,05/22/19 12:45:23 PM,96.673,7.481,,,,,
21,05/22/19 12:46:23 PM,96.658,7.381,,,,,
22,05/22/19 12:47:23 PM,96.658,7.381,,,,,
23,05/22/19 12:48:23 PM,96.654,7.280,,,,,
24,05/22/19 12:49:23 PM,96.676,7.280,,,,,
25,05/22/19 12:50:23 PM,96.665,7.280,,,,,
26,05/22/19 12:51:23 PM,96.650,7.179,,,,,
27,05/22/19 12:52:23 PM,96.650,7.179,,,,,
28,05/22/19 12:53:23 PM,96.661,7.179,,,,,
29,05/22/19 12:54:23 PM,96.672,7.179,,,,,
30,05/22/19 12:55:23 PM,96.661,7.179,,,,,
31,05/22/19 12:56:23 PM,96.657,7.079,,,,,
32,05/22/19 12:57:23 PM,96.668,7.079,,,,,
33,05/22/19 12:58:23 PM,96.668,7.079,,,,,
34,05/22/19 12:59:23 PM,96.668,7.079,,,,,
35,05/22/19 01:00:23 PM,96.657,7.079,,,,,
36,05/22/19 01:01:23 PM,96.679,7.079,,,,,
37,05/22/19 01:02:23 PM,96.657,7.079,,,,,
38,05/22/19 01:03:23 PM,96.635,7.079,,,,,
39,05/22/19 01:04:23 PM,96.657,7.079,,,,,
40,05/22/19 01:05:23 PM,96.653,6.978,,,,,
41,05/22/19 01:06:23 PM,96.653,6.978,,,,,
42,05/22/19 01:07:23 PM,96.653,6.978,,,,,
43,05/22/19 01:08:23 PM,96.621,6.978,,,,,
44,05/22/19 01:09:23 PM,96.642,6.978,,,,,
45,05/22/19 01:10:23 PM,96.632,6.978,,,,,
46,05/22/19 01:11:23 PM,96.653,6.978,,,,,
47,05/22/19 01:12:23 PM,96.632,6.978,,,,,
48,05/22/19 01:13:23 PM,96.653,6.978,,,,,
49,05/22/19 01:14:23 PM,96.653,6.978,,,,,
50,05/22/19 01:15:23 PM,96.642,6.978,,,,,
51,05/22/19 01:16:23 PM,96.642,6.978,,,,,
52,05/22/19 01:17:23 PM,96.642,6.978,,,,,
53,05/22/19 01:18:23 PM,96.653,6.978,,,,,
54,05/22/19 01:19:23 PM,96.638,6.877,,,,,
55,05/22/19 01:20:23 PM,96.638,6.877,,,,,
56,05/22/19 01:21:23 PM,96.638,6.877,,,,,
57,05/22/19 01:22:23 PM,96.628,6.877,,,,,
58,05/22/19 01:23:23 PM,96.638,6.877,,,,,
59,05/22/19 01:24:23 PM,96.649,6.877,,,,,
60,05/22/19 01:25:23 PM,96.660,6.877,,,,,
61,05/22/19 01:26:23 PM,96.649,6.877,,,,,
62,05/22/19 01:27:23 PM,96.660,6.877,,,,,
63,05/22/19 01:28:23 PM,96.638,6.877,,,,,
64,05/22/19 01:29:23 PM,96.638,6.877,,,,,
65,05/22/19 01:30:23 PM,96.649,6.877,,,,,
66,05/22/19 01:31:23 PM,96.638,6.877,,,,,
67,05/22/19 01:32:23 PM,96.638,6.877,,,,,
68,05/22/19 01:33:23 PM,96.649,6.877,,,,,
69,05/22/19 01:34:23 PM,96.649,6.877,,,,,
70,05/22/19 01:35:23 PM,96.649,6.877,,,,,
71,05/22/19 01:36:23 PM,96.660,6.877,,,,,
72,05/22/19 01:37:23 PM,96.649,6.877,,,,,
73,05/22/19 01:38:23 PM,96.660,6.877,,,,,
74,05/22/19 01:39:23 PM,96.649,6.877,,,,,
75,05/22/19 01:40:23 PM,96.649,6.877,,,,,
76,05/22/19 01:41:23 PM,96.649,6.877,,,,,
77,05/22/19 01:42:23 PM,96.649,6.877,,,,,
78,05/22/19 01:43:23 PM,96.649,6.877,,,,,
79,05/22/19 01:44:23 PM,96.649,6.877,,,,,
80,05/22/19 01:45:23 PM,96.660,6.877,,,,,
81,05/22/19 01:46:23 PM,96.660,6.877,,,,,
82,05/22/19 01:47:23 PM,96.671,6.877,,,,,
83,05/22/19 01:48:23 PM,96.649,6.877,,,,,
84,05/22/19 01:49:23 PM,96.638,6.877,,,,,
85,05/22/19 01:50:23 PM,96.671,6.877,,,,,
86,05/22/19 01:51:23 PM,96.671,6.877,,,,,
87,05/22/19 01:52:23 PM,96.660,6.877,,,,,
88,05/22/19 01:53:23 PM,96.660,6.877,,,,,
89,05/22/19 01:54:23 PM,96.667,6.775,,,,,
90,05/22/19 01:55:23 PM,96.645,6.775,,,,,
91,05/22/19 01:56:23 PM,96.645,6.775,,,,,
92,05/22/19 01:57:23 PM,96.624,6.775,,,,,
93,05/22/19 01:58:23 PM,96.656,6.775,,,,,
94,05/22/19 01:59:23 PM,96.645,6.775,,,,,
95,05/22/19 02:00:23 PM,96.635,6.775,,,,,
96,05/22/19 02:01:23 PM,96.635,6.775,,,,,
97,05/22/19 02:02:23 PM,96.635,6.775,,,,,
98,05/22/19 02:03:23 PM,96.645,6.775,,,,,
99,05/22/19 02:04:23 PM,96.635,6.775,,,,,
100,05/22/19 02:05:23 PM,96.635,6.775,,,,,
101,05/22/19 02:06:23 PM,96.635,6.775,,,,,
102,05/22/19 02:07:23 PM,96.645,6.775,,,,,
103,05/22/19 02:08:23 PM,96.635,6.775,,,,,
104,05/22/19 02:09:23 PM,96.624,6.775,,,,,
105,05/22/19 02:10:23 PM,96.645,6.775,,,,,
106,05/22/19 02:11:23 PM,96.635,6.775,,,,,
107,05/22/19 02:12:23 PM,96.635,6.775,,,,,
108,05/22/19 02:13:23 PM,96.645,6.775,,,,,
109,05/22/19 02:14:23 PM,96.635,6.775,,,,,
110,05/22/19 02:15:23 PM,96.635,6.775,,,,,
111,05/22/19 02:16:23 PM,96.635,6.775,,,,,
112,05/22/19 02:17:23 PM,96.645,6.775,,,,,
113,05/22/19 02:18:23 PM,96.635,6.775,,,,,
114,05/22/19 02:19:23 PM,96.624,6.775,,,,,
115,05/22/19 02:20:23 PM,96.624,6.775,,,,,
116,05/22/19 02:21:23 PM,96.624,6.775,,,,,
117,05/22/19 02:22:23 PM,96.624,6.775,,,,,
118,05/22/19 02:23:23 PM,96.635,6.775,,,,,
119,05/22/19 02:24:23 PM,96.635,6.775,,,,,
120,05/22/19 02:25:23 PM,96.645,6.775,,,,,
121,05/22/19 02:26:23 PM,96.645,6.775,,,,,
122,05/22/19 02:27:23 PM,96.635,6.775,,,,,
123,05/22/19 02:28:23 PM,96.635,6.775,,,,,
124,05/22/19 02:29:23 PM,96.635,6.775,,,,,
125,05/22/19 02:30:23 PM,96.656,6.775,,,,,
126,05/22/19 02:31:23 PM,96.656,6.775,,,,,
127,05/22/19 02:32:23 PM,96.678,6.775,,,,,
128,05/22/19 02:33:23 PM,96.656,6.775,,,,,
129,05/22/19 02:34:23 PM,96.656,6.775,,,,,
130,05/22/19 02:35:23 PM,96.656,6.775,,,,,
131,05/22/19 02:36:23 PM,96.667,6.775,,,,,
132,05/22/19 02:37:23 PM,96.667,6.775,,,,,
133,05/22/19 02:38:23 PM,96.656,6.775,,,,,
134,05/22/19 02:39:23 PM,96.656,6.775,,,,,
135,05/22/19 02:40:23 PM,96.656,6.775,,,,,
136,05/22/19 02:41:23 PM,96.645,6.775,,,,,
137,05/22/19 02:42:23 PM,96.656,6.775,,,,,
