"Plot Title: 86_4_s3"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766682, SEN S/N: 10766682, LBL: pressure)","Temp, °C (LGR S/N: 10766682, SEN S/N: 10766682, LBL: temp)","Coupler Detached (LGR S/N: 10766682, SEN S/N: 10766682)","Coupler Attached (LGR S/N: 10766682, SEN S/N: 10766682)","Host Connected (LGR S/N: 10766682, SEN S/N: 10766682)","End Of File (LGR S/N: 10766682, SEN S/N: 10766682)"
1,05/22/19 12:07:54 PM,95.273,8.680,,,,
2,05/22/19 12:08:22 PM,,,Logged,,,
3,05/22/19 12:08:54 PM,95.279,9.373,,,,
4,05/22/19 12:09:54 PM,95.274,10.063,,,,
5,05/22/19 12:10:54 PM,95.271,10.259,,,,
6,05/22/19 12:11:54 PM,95.281,10.259,,,,
7,05/22/19 12:12:54 PM,95.288,10.161,,,,
8,05/22/19 12:13:54 PM,95.274,10.063,,,,
9,05/22/19 12:14:54 PM,95.291,9.965,,,,
10,05/22/19 12:15:54 PM,95.297,9.866,,,,
11,05/22/19 12:16:54 PM,95.273,9.768,,,,
12,05/22/19 12:17:54 PM,95.280,9.669,,,,
13,05/22/19 12:18:54 PM,95.286,9.571,,,,
14,05/22/19 12:19:54 PM,95.282,9.472,,,,
15,05/22/19 12:20:54 PM,95.303,9.472,,,,
16,05/22/19 12:21:54 PM,95.289,9.373,,,,
17,05/22/19 12:22:54 PM,95.275,9.275,,,,
18,05/22/19 12:23:54 PM,95.271,9.176,,,,
19,05/22/19 12:24:54 PM,95.282,9.176,,,,
20,05/22/19 12:25:54 PM,95.288,9.077,,,,
21,05/22/19 12:26:54 PM,95.285,8.978,,,,
22,05/22/19 12:27:54 PM,95.274,8.978,,,,
23,05/22/19 12:28:54 PM,95.281,8.879,,,,
24,05/22/19 12:29:54 PM,95.267,8.779,,,,
25,05/22/19 12:30:54 PM,95.267,8.779,,,,
26,05/22/19 12:31:54 PM,95.273,8.680,,,,
27,05/22/19 12:32:54 PM,95.273,8.680,,,,
28,05/22/19 12:33:54 PM,95.270,8.581,,,,
29,05/22/19 12:34:54 PM,95.259,8.581,,,,
30,05/22/19 12:35:54 PM,95.280,8.581,,,,
31,05/22/19 12:36:54 PM,95.255,8.481,,,,
32,05/22/19 12:37:54 PM,95.255,8.481,,,,
33,05/22/19 12:38:54 PM,95.262,8.382,,,,
34,05/22/19 12:39:54 PM,95.272,8.382,,,,
35,05/22/19 12:40:54 PM,95.262,8.382,,,,
36,05/22/19 12:41:54 PM,95.269,8.282,,,,
37,05/22/19 12:42:54 PM,95.258,8.282,,,,
38,05/22/19 12:43:54 PM,95.237,8.282,,,,
39,05/22/19 12:44:54 PM,95.234,8.182,,,,
40,05/22/19 12:45:54 PM,95.244,8.182,,,,
41,05/22/19 12:46:54 PM,95.265,8.182,,,,
42,05/22/19 12:47:54 PM,95.244,8.182,,,,
43,05/22/19 12:48:54 PM,95.240,8.082,,,,
44,05/22/19 12:49:54 PM,95.240,8.082,,,,
45,05/22/19 12:50:54 PM,95.219,8.082,,,,
46,05/22/19 12:51:54 PM,95.230,8.082,,,,
47,05/22/19 12:52:54 PM,95.230,8.082,,,,
48,05/22/19 12:53:54 PM,95.247,7.983,,,,
49,05/22/19 12:54:54 PM,95.236,7.983,,,,
50,05/22/19 12:55:54 PM,95.236,7.983,,,,
51,05/22/19 12:56:54 PM,95.247,7.983,,,,
52,05/22/19 12:57:54 PM,95.247,7.983,,,,
53,05/22/19 12:58:54 PM,95.226,7.983,,,,
54,05/22/19 12:59:54 PM,95.243,7.882,,,,
55,05/22/19 01:00:54 PM,95.254,7.882,,,,
56,05/22/19 01:01:54 PM,95.233,7.882,,,,
57,05/22/19 01:02:54 PM,95.243,7.882,,,,
58,05/22/19 01:03:54 PM,95.243,7.882,,,,
59,05/22/19 01:04:54 PM,95.243,7.882,,,,
60,05/22/19 01:05:54 PM,95.254,7.882,,,,
61,05/22/19 01:06:54 PM,95.254,7.882,,,,
62,05/22/19 01:07:54 PM,95.254,7.882,,,,
63,05/22/19 01:08:54 PM,95.250,7.782,,,,
64,05/22/19 01:09:54 PM,95.239,7.782,,,,
65,05/22/19 01:10:54 PM,95.239,7.782,,,,
66,05/22/19 01:11:54 PM,95.219,7.782,,,,
67,05/22/19 01:12:54 PM,95.250,7.782,,,,
68,05/22/19 01:13:54 PM,95.239,7.782,,,,
