"Plot Title: 86_4_s1"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766683, SEN S/N: 10766683, LBL: pressure)","Temp, °C (LGR S/N: 10766683, SEN S/N: 10766683, LBL: temp)","Coupler Detached (LGR S/N: 10766683, SEN S/N: 10766683)","Coupler Attached (LGR S/N: 10766683, SEN S/N: 10766683)","Host Connected (LGR S/N: 10766683, SEN S/N: 10766683)","Stopped (LGR S/N: 10766683, SEN S/N: 10766683)","End Of File (LGR S/N: 10766683, SEN S/N: 10766683)"
1,05/22/19 11:11:22 AM,95.244,8.282,,,,,
2,05/22/19 11:11:54 AM,,,Logged,,,,
3,05/22/19 11:21:22 AM,96.122,8.481,,,,,
4,05/22/19 11:31:22 AM,96.065,7.179,,,,,
5,05/22/19 11:41:22 AM,96.016,6.775,,,,,
6,05/22/19 11:51:22 AM,96.032,6.573,,,,,
7,05/22/19 12:01:22 PM,95.958,6.471,,,,,
8,05/22/19 12:02:07 PM,,,,Logged,,,
9,05/22/19 12:02:09 PM,,,,,Logged,,
10,05/22/19 12:03:15 PM,,,,,,Logged,Logged
