"Plot Title: 86_4_s1"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766683, SEN S/N: 10766683, LBL: pressure)","Temp, °C (LGR S/N: 10766683, SEN S/N: 10766683, LBL: temp)","Coupler Detached (LGR S/N: 10766683, SEN S/N: 10766683)","End Of File (LGR S/N: 10766683, SEN S/N: 10766683)"
209,03/11/19 01:00:00 PM,95.459,3.578,,
210,03/11/19 01:00:00 PM,95.470,3.578,,
211,03/11/19 01:00:00 PM,95.511,3.578,,
212,03/11/19 01:00:00 PM,95.521,3.578,,
213,03/11/19 01:00:00 PM,95.511,3.578,,
214,03/11/19 01:00:00 PM,95.521,3.578,,
215,03/11/19 01:00:00 PM,95.490,3.578,,
216,03/11/19 01:00:00 PM,95.428,3.578,,
217,03/11/19 01:00:00 PM,95.387,3.578,,
218,03/11/19 01:00:00 PM,95.295,3.578,,
219,03/11/19 01:00:00 PM,95.223,3.578,,
220,03/11/19 01:00:00 PM,95.151,3.578,,
221,03/11/19 01:00:00 PM,95.162,3.578,,
222,03/11/19 01:00:00 PM,95.141,3.578,,
223,03/11/19 01:00:00 PM,95.141,3.578,,
224,03/11/19 01:00:00 PM,95.141,3.578,,
225,03/11/19 01:00:00 PM,95.162,3.578,,
226,03/11/19 01:00:00 PM,95.203,3.578,,
227,03/11/19 01:00:00 PM,95.213,3.578,,
228,03/11/19 01:00:00 PM,95.172,3.578,,
229,03/11/19 01:00:00 PM,95.172,3.578,,
230,03/11/19 01:00:00 PM,95.151,3.578,,
231,03/11/19 01:00:00 PM,95.110,3.578,,
232,03/11/19 01:00:00 PM,95.059,3.578,,
233,03/11/19 01:00:00 PM,95.059,3.578,,
234,03/11/19 01:00:00 PM,95.049,3.578,,
235,03/11/19 01:00:00 PM,94.997,3.578,,
236,03/11/19 01:00:00 PM,95.008,3.578,,
237,03/11/19 01:00:00 PM,94.977,3.578,,
238,03/11/19 01:00:00 PM,94.946,3.578,,
239,03/11/19 01:00:00 PM,94.895,3.578,,
240,03/11/19 01:00:00 PM,94.833,3.578,,
241,03/11/19 01:00:00 PM,94.761,3.578,,
242,03/11/19 01:00:00 PM,94.669,3.578,,
243,03/11/19 01:00:00 PM,94.576,3.578,,
244,03/11/19 01:00:00 PM,94.576,3.578,,
245,03/11/19 01:00:00 PM,94.535,3.578,,
246,03/11/19 01:00:00 PM,94.463,3.578,,
247,03/11/19 01:00:00 PM,94.422,3.578,,
248,03/11/19 01:00:00 PM,94.361,3.578,,
249,03/11/19 01:00:00 PM,94.361,3.578,,
250,03/11/19 01:00:00 PM,94.217,3.578,,
251,03/11/19 01:00:00 PM,94.022,3.578,,
252,03/11/19 01:00:00 PM,93.950,3.578,,
253,03/11/19 01:00:00 PM,93.868,3.578,,
254,03/11/19 01:00:00 PM,93.745,3.578,,
255,03/11/19 01:00:00 PM,93.581,3.578,,
256,03/11/19 01:00:00 PM,93.396,3.578,,
257,03/11/19 01:00:00 PM,93.243,3.578,,
258,03/11/19 01:00:00 PM,93.130,3.578,,
259,03/11/19 01:00:00 PM,92.986,3.578,,
260,03/11/19 01:00:00 PM,92.812,3.578,,
261,03/11/19 01:00:00 PM,92.556,3.578,,
262,03/11/19 01:00:00 PM,92.320,3.578,,
263,03/11/19 01:00:00 PM,92.104,3.578,,
264,03/11/19 01:00:00 PM,91.910,3.578,,
265,03/11/19 01:00:00 PM,91.787,3.578,,
266,03/11/19 01:00:00 PM,91.643,3.578,,
267,03/11/19 01:00:00 PM,91.561,3.578,,
268,03/11/19 01:00:00 PM,91.469,3.578,,
269,03/11/19 01:00:00 PM,91.459,3.578,,
270,03/11/19 01:00:00 PM,91.459,3.578,,
271,03/11/19 01:00:00 PM,91.500,3.578,,
272,03/11/19 01:00:00 PM,91.561,3.578,,
273,03/11/19 01:00:00 PM,91.592,3.578,,
274,03/11/19 01:00:00 PM,91.623,3.578,,
275,03/11/19 01:00:00 PM,91.571,3.578,,
276,03/11/19 01:00:00 PM,91.602,3.578,,
277,03/11/19 01:00:00 PM,91.623,3.578,,
278,03/11/19 01:00:00 PM,91.705,3.578,,
279,03/11/19 01:00:00 PM,91.766,3.578,,
280,03/11/19 01:00:00 PM,91.797,3.578,,
281,03/11/19 01:00:00 PM,91.971,3.578,,
282,03/11/19 01:00:00 PM,92.084,3.578,,
283,03/11/19 01:00:00 PM,92.268,3.578,,
284,03/11/19 01:00:00 PM,92.494,3.578,,
285,03/11/19 01:00:00 PM,92.720,3.578,,
286,03/11/19 01:00:00 PM,92.812,3.578,,
287,03/11/19 01:00:00 PM,92.996,3.578,,
288,03/11/19 01:00:00 PM,93.089,3.578,,
289,03/11/19 01:00:00 PM,93.109,3.578,,
290,03/11/19 01:00:00 PM,93.243,3.578,,
291,03/11/19 01:00:00 PM,93.314,3.578,,
292,03/11/19 01:00:00 PM,93.376,3.578,,
293,03/11/19 01:00:00 PM,93.530,3.578,,
294,03/11/19 01:00:00 PM,93.714,3.578,,
295,03/11/19 01:00:00 PM,93.838,3.578,,
296,03/11/19 01:00:00 PM,93.971,3.578,,
297,03/11/19 01:00:00 PM,94.104,3.578,,
298,03/11/19 01:00:00 PM,94.084,3.578,,
299,03/11/19 01:00:00 PM,94.135,3.578,,
300,03/11/19 01:00:00 PM,94.115,3.578,,
301,03/11/19 01:00:00 PM,94.166,3.578,,
302,03/11/19 01:00:00 PM,94.207,3.578,,
303,03/11/19 01:00:00 PM,94.227,3.578,,
304,03/11/19 01:00:00 PM,94.227,3.578,,
305,03/11/19 01:00:00 PM,94.279,3.578,,
306,03/11/19 01:00:00 PM,94.269,3.578,,
307,03/11/19 01:00:00 PM,94.289,3.578,,
308,03/11/19 01:00:00 PM,94.310,3.578,,
309,03/11/19 01:00:00 PM,94.279,3.578,,
310,03/11/19 01:00:00 PM,94.320,3.578,,
311,03/11/19 01:00:00 PM,94.310,3.578,,
312,03/11/19 01:00:00 PM,94.289,3.578,,
313,03/11/19 01:00:00 PM,94.227,3.578,,
314,03/11/19 01:00:00 PM,94.186,3.578,,
315,03/11/19 01:00:00 PM,94.115,3.578,,
316,03/11/19 01:00:00 PM,94.094,3.578,,
317,03/11/19 01:00:00 PM,94.115,3.578,,
318,03/11/19 01:00:00 PM,94.084,3.578,,
319,03/11/19 01:00:00 PM,94.125,3.578,,
320,03/11/19 01:00:00 PM,94.135,3.578,,
321,03/11/19 01:00:00 PM,94.166,3.578,,
322,03/11/19 01:00:00 PM,94.176,3.578,,
323,03/11/19 01:00:00 PM,94.115,3.578,,
324,03/11/19 01:00:00 PM,94.123,3.472,,
325,03/11/19 01:00:00 PM,94.145,3.578,,
326,03/11/19 01:00:00 PM,94.205,3.472,,
327,03/11/19 01:00:00 PM,94.195,3.472,,
328,03/11/19 01:00:00 PM,94.256,3.472,,
329,03/11/19 01:00:00 PM,94.318,3.472,,
330,03/11/19 01:00:00 PM,94.369,3.472,,
331,03/11/19 01:00:00 PM,94.451,3.472,,
332,03/11/19 01:00:00 PM,94.482,3.472,,
333,03/11/19 01:00:00 PM,94.505,3.578,,
334,03/11/19 01:00:00 PM,94.533,3.472,,
335,03/11/19 01:00:00 PM,94.554,3.472,,
336,03/11/19 01:00:00 PM,94.523,3.472,,
337,03/11/19 01:00:00 PM,94.533,3.472,,
338,03/11/19 01:00:00 PM,94.533,3.472,,
339,03/11/19 01:00:00 PM,94.482,3.472,,
340,03/11/19 01:00:00 PM,94.441,3.472,,
341,03/11/19 01:00:00 PM,94.410,3.472,,
342,03/11/19 01:00:00 PM,94.410,3.472,,
343,03/11/19 01:00:00 PM,94.441,3.472,,
344,03/11/19 01:00:00 PM,94.451,3.472,,
345,03/11/19 01:00:00 PM,94.513,3.472,,
346,03/11/19 01:00:00 PM,94.574,3.472,,
347,03/11/19 01:00:00 PM,94.564,3.472,,
348,03/11/19 01:00:00 PM,94.595,3.472,,
349,03/11/19 01:00:00 PM,94.646,3.472,,
350,03/11/19 01:00:00 PM,94.687,3.472,,
351,03/11/19 01:00:00 PM,94.728,3.472,,
352,03/11/19 01:00:00 PM,94.728,3.472,,
353,03/11/19 01:00:00 PM,94.739,3.472,,
354,03/11/19 01:00:00 PM,94.831,3.472,,
355,03/11/19 01:00:00 PM,94.851,3.472,,
356,03/11/19 01:00:00 PM,94.944,3.472,,
357,03/11/19 01:00:00 PM,95.016,3.472,,
358,03/11/19 01:00:00 PM,95.067,3.472,,
359,03/11/19 01:00:00 PM,95.149,3.472,,
360,03/11/19 01:00:00 PM,95.139,3.472,,
361,03/11/19 01:00:00 PM,95.118,3.472,,
362,03/11/19 01:00:00 PM,95.077,3.472,,
363,03/11/19 01:00:00 PM,95.067,3.472,,
364,03/11/19 01:00:00 PM,95.067,3.472,,
365,03/11/19 01:00:00 PM,95.088,3.472,,
366,03/11/19 01:00:00 PM,95.149,3.472,,
367,03/11/19 01:00:00 PM,95.159,3.472,,
368,03/11/19 01:00:00 PM,95.262,3.472,,
369,03/11/19 01:00:00 PM,95.324,3.472,,
370,03/11/19 01:00:00 PM,95.416,3.472,,
371,03/11/19 01:00:00 PM,95.447,3.472,,
372,03/11/19 01:00:00 PM,95.498,3.472,,
