"Plot Title: 86_4_s2"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10766688, SEN S/N: 10766688, LBL: pressure)","Temp, °C (LGR S/N: 10766688, SEN S/N: 10766688, LBL: temp)","Coupler Detached (LGR S/N: 10766688, SEN S/N: 10766688)","Coupler Attached (LGR S/N: 10766688, SEN S/N: 10766688)","Host Connected (LGR S/N: 10766688, SEN S/N: 10766688)","End Of File (LGR S/N: 10766688, SEN S/N: 10766688)"
1,03/11/19 01:00:00 PM,93.821,2.943,Logged,,,
2,03/11/19 01:10:00 PM,93.811,2.943,,,,
3,03/11/19 01:20:00 PM,93.831,2.943,,,,
4,03/11/19 01:30:00 PM,93.821,2.943,,,,
5,03/11/19 01:40:00 PM,93.802,2.943,,,,
6,03/11/19 01:50:00 PM,93.802,2.943,,,,
7,03/11/19 02:00:00 PM,93.802,2.943,,,,
8,03/11/19 02:10:00 PM,93.802,2.943,,,,
9,03/11/19 02:20:00 PM,93.773,2.943,,,,
10,03/11/19 02:30:00 PM,93.773,2.943,,,,
11,03/11/19 02:40:00 PM,93.783,2.943,,,,
12,03/11/19 02:50:00 PM,93.764,2.943,,,,
13,03/11/19 03:00:00 PM,93.783,2.943,,,,
14,03/11/19 03:10:00 PM,93.783,2.943,,,,
15,03/11/19 03:20:00 PM,93.792,2.943,,,,
16,03/11/19 03:30:00 PM,93.764,2.943,,,,
17,03/11/19 03:40:00 PM,93.802,2.943,,,,
18,03/11/19 03:50:00 PM,93.773,2.943,,,,
19,03/11/19 04:00:00 PM,93.811,2.943,,,,
20,03/11/19 04:10:00 PM,93.792,2.943,,,,
21,03/11/19 04:20:00 PM,93.811,2.943,,,,
22,03/11/19 04:30:00 PM,93.811,2.943,,,,
23,03/11/19 04:40:00 PM,93.811,2.943,,,,
24,03/11/19 04:50:00 PM,93.840,2.943,,,,
25,03/11/19 05:00:00 PM,93.850,2.943,,,,
26,03/11/19 05:10:00 PM,93.869,2.943,,,,
27,03/11/19 05:20:00 PM,93.850,2.943,,,,
28,03/11/19 05:30:00 PM,93.869,2.943,,,,
29,03/11/19 05:40:00 PM,93.879,2.943,,,,
30,03/11/19 05:50:00 PM,93.888,2.943,,,,
31,03/11/19 06:00:00 PM,93.898,2.943,,,,
32,03/11/19 06:10:00 PM,93.926,2.943,,,,
33,03/11/19 06:20:00 PM,93.926,2.943,,,,
34,03/11/19 06:30:00 PM,93.946,2.943,,,,
35,03/11/19 06:40:00 PM,93.946,2.943,,,,
36,03/11/19 06:50:00 PM,93.965,2.943,,,,
37,03/11/19 07:00:00 PM,93.965,2.943,,,,
38,03/11/19 07:10:00 PM,93.974,2.943,,,,
39,03/11/19 07:20:00 PM,93.994,2.943,,,,
40,03/11/19 07:30:00 PM,94.013,2.943,,,,
41,03/11/19 07:40:00 PM,94.013,2.943,,,,
42,03/11/19 07:50:00 PM,94.003,2.943,,,,
43,03/11/19 08:00:00 PM,94.022,2.943,,,,
44,03/11/19 08:10:00 PM,94.013,2.943,,,,
45,03/11/19 08:20:00 PM,94.013,2.943,,,,
46,03/11/19 08:30:00 PM,94.022,2.943,,,,
47,03/11/19 08:40:00 PM,94.032,2.943,,,,
48,03/11/19 08:50:00 PM,94.032,2.943,,,,
49,03/11/19 09:00:00 PM,94.032,2.943,,,,
50,03/11/19 09:10:00 PM,94.022,2.943,,,,
51,03/11/19 09:20:00 PM,94.022,2.943,,,,
52,03/11/19 09:30:00 PM,94.013,2.943,,,,
53,03/11/19 09:40:00 PM,94.022,2.943,,,,
54,03/11/19 09:50:00 PM,94.003,2.943,,,,
55,03/11/19 10:00:00 PM,94.013,2.943,,,,
56,03/11/19 10:10:00 PM,94.022,2.943,,,,
57,03/11/19 10:20:00 PM,94.003,2.943,,,,
58,03/11/19 10:30:00 PM,94.032,2.943,,,,
59,03/11/19 10:40:00 PM,94.003,2.943,,,,
60,03/11/19 10:50:00 PM,94.013,2.943,,,,
61,03/11/19 11:00:00 PM,94.003,2.943,,,,
62,03/11/19 11:10:00 PM,93.994,2.943,,,,
63,03/11/19 11:20:00 PM,94.003,2.943,,,,
64,03/11/19 11:30:00 PM,93.994,2.943,,,,
65,03/11/19 11:40:00 PM,94.003,2.943,,,,
66,03/11/19 11:50:00 PM,94.013,2.943,,,,
67,03/12/19 12:00:00 AM,94.013,2.943,,,,
68,03/12/19 12:10:00 AM,94.003,2.943,,,,
69,03/12/19 12:20:00 AM,94.003,2.943,,,,
70,03/12/19 12:30:00 AM,93.994,2.943,,,,
71,03/12/19 12:40:00 AM,94.013,2.943,,,,
72,03/12/19 12:50:00 AM,94.013,2.943,,,,
73,03/12/19 01:00:00 AM,94.022,2.943,,,,
74,03/12/19 01:10:00 AM,94.022,2.943,,,,
75,03/12/19 01:20:00 AM,94.022,2.943,,,,
76,03/12/19 01:30:00 AM,94.051,2.943,,,,
77,03/12/19 01:40:00 AM,94.041,2.943,,,,
78,03/12/19 01:50:00 AM,94.070,2.943,,,,
79,03/12/19 02:00:00 AM,94.070,2.943,,,,
80,03/12/19 02:10:00 AM,94.070,2.943,,,,
81,03/12/19 02:20:00 AM,94.080,2.943,,,,
82,03/12/19 02:30:00 AM,94.109,2.943,,,,
83,03/12/19 02:40:00 AM,94.118,2.943,,,,
84,03/12/19 02:50:00 AM,94.109,2.943,,,,
85,03/12/19 03:00:00 AM,94.118,2.943,,,,
86,03/12/19 03:10:00 AM,94.118,2.943,,,,
87,03/12/19 03:20:00 AM,94.109,2.943,,,,
88,03/12/19 03:30:00 AM,94.080,2.943,,,,
89,03/12/19 03:40:00 AM,94.118,2.943,,,,
90,03/12/19 03:50:00 AM,94.118,2.943,,,,
91,03/12/19 04:00:00 AM,94.109,2.943,,,,
92,03/12/19 04:10:00 AM,94.137,2.943,,,,
93,03/12/19 04:20:00 AM,94.128,2.943,,,,
94,03/12/19 04:30:00 AM,94.137,2.943,,,,
95,03/12/19 04:40:00 AM,94.147,2.943,,,,
96,03/12/19 04:50:00 AM,94.176,2.943,,,,
97,03/12/19 05:00:00 AM,94.176,2.943,,,,
98,03/12/19 05:10:00 AM,94.185,2.943,,,,
99,03/12/19 05:20:00 AM,94.195,2.943,,,,
100,03/12/19 05:30:00 AM,94.214,2.943,,,,
101,03/12/19 05:40:00 AM,94.233,2.943,,,,
102,03/12/19 05:50:00 AM,94.252,2.943,,,,
103,03/12/19 06:00:00 AM,94.252,2.943,,,,
104,03/12/19 06:10:00 AM,94.243,2.943,,,,
105,03/12/19 06:20:00 AM,94.262,2.943,,,,
106,03/12/19 06:30:00 AM,94.271,2.943,,,,
107,03/12/19 06:40:00 AM,94.281,2.943,,,,
108,03/12/19 06:50:00 AM,94.271,2.943,,,,
109,03/12/19 07:00:00 AM,94.291,2.943,,,,
110,03/12/19 07:10:00 AM,94.310,2.943,,,,
111,03/12/19 07:20:00 AM,94.329,2.943,,,,
112,03/12/19 07:30:00 AM,94.339,2.943,,,,
113,03/12/19 07:40:00 AM,94.348,2.943,,,,
114,03/12/19 07:50:00 AM,94.339,2.943,,,,
115,03/12/19 08:00:00 AM,94.348,2.943,,,,
116,03/12/19 08:10:00 AM,94.367,2.943,,,,
117,03/12/19 08:20:00 AM,94.396,2.943,,,,
118,03/12/19 08:30:00 AM,94.415,2.943,,,,
119,03/12/19 08:40:00 AM,94.406,2.943,,,,
120,03/12/19 08:50:00 AM,94.425,2.943,,,,
121,03/12/19 09:00:00 AM,94.434,2.943,,,,
122,03/12/19 09:10:00 AM,94.454,2.943,,,,
123,03/12/19 09:20:00 AM,94.473,2.943,,,,
124,03/12/19 09:30:00 AM,94.473,2.943,,,,
125,03/12/19 09:40:00 AM,94.501,2.943,,,,
126,03/12/19 09:50:00 AM,94.501,2.943,,,,
127,03/12/19 10:00:00 AM,94.511,2.943,,,,
128,03/12/19 10:10:00 AM,94.521,2.943,,,,
129,03/12/19 10:20:00 AM,94.540,2.943,,,,
130,03/12/19 10:30:00 AM,94.559,2.943,,,,
131,03/12/19 10:40:00 AM,94.569,2.943,,,,
132,03/12/19 10:50:00 AM,94.597,2.943,,,,
133,03/12/19 11:00:00 AM,94.588,2.943,,,,
134,03/12/19 11:10:00 AM,94.597,2.943,,,,
135,03/12/19 11:20:00 AM,94.597,2.943,,,,
136,03/12/19 11:30:00 AM,94.597,2.943,,,,
137,03/12/19 11:40:00 AM,94.607,2.943,,,,
138,03/12/19 11:50:00 AM,94.617,2.943,,,,
139,03/12/19 12:00:00 PM,94.645,2.943,,,,
140,03/12/19 12:10:00 PM,94.645,2.943,,,,
141,03/12/19 12:20:00 PM,94.645,2.943,,,,
142,03/12/19 12:30:00 PM,94.554,2.517,,,,
143,03/12/19 12:40:00 PM,95.637,6.877,,,,
144,03/12/19 12:50:00 PM,95.863,7.582,,,,
145,03/12/19 01:00:00 PM,95.590,7.481,,,,
146,03/12/19 01:10:00 PM,95.359,7.179,,,,
147,03/12/19 01:20:00 PM,95.191,6.775,,,,
148,03/12/19 01:30:00 PM,95.014,6.370,,,,
149,03/12/19 01:40:00 PM,94.856,5.962,,,,
150,03/12/19 01:50:00 PM,94.721,5.655,,,,
151,03/12/19 02:00:00 PM,94.652,5.347,,,,
152,03/12/19 02:10:00 PM,94.565,5.037,,,,
153,03/12/19 02:20:00 PM,94.519,4.831,,,,
154,03/12/19 02:30:00 PM,94.512,4.623,,,,
155,03/12/19 02:40:00 PM,94.508,4.519,,,,
156,03/12/19 02:50:00 PM,94.534,4.415,,,,
157,03/12/19 03:00:00 PM,94.530,4.311,,,,
158,03/12/19 03:10:00 PM,94.546,4.207,,,,
159,03/12/19 03:20:00 PM,94.565,4.207,,,,
160,03/12/19 03:30:00 PM,94.561,4.102,,,,
161,03/12/19 03:40:00 PM,94.548,3.998,,,,
162,03/12/19 03:50:00 PM,94.548,3.998,,,,
163,03/12/19 04:00:00 PM,94.583,3.893,,,,
164,03/12/19 04:10:00 PM,94.592,3.893,,,,
165,03/12/19 04:20:00 PM,94.602,3.893,,,,
166,03/12/19 04:30:00 PM,94.617,3.788,,,,
167,03/12/19 04:40:00 PM,94.636,3.788,,,,
168,03/12/19 04:50:00 PM,94.656,3.788,,,,
169,03/12/19 05:00:00 PM,94.681,3.683,,,,
170,03/12/19 05:10:00 PM,94.642,3.683,,,,
171,03/12/19 05:20:00 PM,94.671,3.683,,,,
172,03/12/19 05:30:00 PM,94.671,3.683,,,,
173,03/12/19 05:40:00 PM,94.706,3.578,,,,
174,03/12/19 05:50:00 PM,94.715,3.578,,,,
175,03/12/19 06:00:00 PM,94.715,3.578,,,,
176,03/12/19 06:10:00 PM,94.744,3.578,,,,
177,03/12/19 06:20:00 PM,94.773,3.578,,,,
178,03/12/19 06:30:00 PM,94.763,3.578,,,,
179,03/12/19 06:40:00 PM,94.773,3.578,,,,
180,03/12/19 06:50:00 PM,94.798,3.472,,,,
181,03/12/19 07:00:00 PM,94.808,3.472,,,,
182,03/12/19 07:10:00 PM,94.808,3.472,,,,
183,03/12/19 07:20:00 PM,94.817,3.472,,,,
184,03/12/19 07:30:00 PM,94.846,3.472,,,,
185,03/12/19 07:40:00 PM,94.856,3.472,,,,
186,03/12/19 07:50:00 PM,94.865,3.472,,,,
187,03/12/19 08:00:00 PM,94.884,3.472,,,,
188,03/12/19 08:10:00 PM,94.884,3.472,,,,
189,03/12/19 08:20:00 PM,94.884,3.472,,,,
190,03/12/19 08:30:00 PM,94.900,3.367,,,,
191,03/12/19 08:40:00 PM,94.919,3.367,,,,
192,03/12/19 08:50:00 PM,94.938,3.367,,,,
193,03/12/19 09:00:00 PM,94.938,3.367,,,,
194,03/12/19 09:10:00 PM,94.967,3.367,,,,
195,03/12/19 09:20:00 PM,94.986,3.367,,,,
196,03/12/19 09:30:00 PM,94.996,3.367,,,,
197,03/12/19 09:40:00 PM,94.986,3.367,,,,
198,03/12/19 09:50:00 PM,94.996,3.367,,,,
199,03/12/19 10:00:00 PM,94.986,3.367,,,,
200,03/12/19 10:10:00 PM,94.996,3.367,,,,
201,03/12/19 10:20:00 PM,94.976,3.367,,,,
202,03/12/19 10:30:00 PM,94.986,3.367,,,,
203,03/12/19 10:40:00 PM,94.986,3.367,,,,
204,03/12/19 10:50:00 PM,94.996,3.367,,,,
205,03/12/19 11:00:00 PM,94.973,3.261,,,,
206,03/12/19 11:10:00 PM,95.011,3.261,,,,
207,03/12/19 11:20:00 PM,95.011,3.261,,,,
208,03/12/19 11:30:00 PM,94.973,3.261,,,,
209,03/12/19 11:40:00 PM,95.002,3.261,,,,
210,03/12/19 11:50:00 PM,95.021,3.261,,,,
211,03/13/19 12:00:00 AM,95.030,3.261,,,,
212,03/13/19 12:10:00 AM,95.021,3.261,,,,
213,03/13/19 12:20:00 AM,95.030,3.261,,,,
214,03/13/19 12:30:00 AM,95.040,3.261,,,,
215,03/13/19 12:40:00 AM,95.049,3.261,,,,
216,03/13/19 12:50:00 AM,95.040,3.261,,,,
217,03/13/19 01:00:00 AM,95.049,3.261,,,,
218,03/13/19 01:10:00 AM,95.049,3.261,,,,
219,03/13/19 01:20:00 AM,95.049,3.261,,,,
220,03/13/19 01:30:00 AM,95.049,3.261,,,,
221,03/13/19 01:40:00 AM,95.088,3.261,,,,
222,03/13/19 01:50:00 AM,95.088,3.261,,,,
223,03/13/19 02:00:00 AM,95.107,3.261,,,,
224,03/13/19 02:10:00 AM,95.107,3.261,,,,
225,03/13/19 02:20:00 AM,95.117,3.261,,,,
